Year,value,Village
1994,283.8864658305556,Adisalem
1995,406.143026,Adisalem
1996,455.369624,Adisalem
1997,247.468543,Adisalem
1998,485.84445500000004,Adisalem
1999,438.061793,Adisalem
2000,312.24958689999994,Adisalem
2001,303.00845699999996,Adisalem
2002,223.46071,Adisalem
2003,363.114244,Adisalem
2004,234.0071385,Adisalem
2005,226.08048,Adisalem
2006,445.37507899999997,Adisalem
2007,357.726241,Adisalem
2008,295.641578,Adisalem
2009,311.957135,Adisalem
2010,558.048548,Adisalem
2011,184.54277140000002,Adisalem
2012,359.569448,Adisalem
2013,571.287678,Adisalem
2014,311.544043,Adisalem
2015,188.891955,Adisalem
2016,510.39484150000004,Adisalem
2017,485.03539,Adisalem
2018,254.66124599999998,Adisalem
2019,227.457348,Adisalem
1983,4.40448759345005,AdisAlemS
1984,27.27416616111111,AdisAlemS
1985,16.289349658333332,AdisAlemS
1986,435.5028537624184,AdisAlemS
1987,35.85527866555552,AdisAlemS
1988,40.937536,AdisAlemS
1989,67.430184,AdisAlemS
1990,10.715692,AdisAlemS
1991,104.3883275,AdisAlemS
1992,7.772947,AdisAlemS
1993,36.33585382777778,AdisAlemS
1994,98.7229275,AdisAlemS
1995,32.438673110831,AdisAlemS
1996,75.4416693,AdisAlemS
1997,92.5621753,AdisAlemS
1998,112.6018974,AdisAlemS
1999,119.20745500000001,AdisAlemS
2000,57.38766100000001,AdisAlemS
2001,29.819404,AdisAlemS
2002,13.000931999999999,AdisAlemS
2003,62.303487000000004,AdisAlemS
2004,28.148414100000004,AdisAlemS
2005,36.297635,AdisAlemS
2006,86.5865092,AdisAlemS
2007,70.464625,AdisAlemS
2008,51.3418971,AdisAlemS
2009,42.300165,AdisAlemS
2010,74.9666,AdisAlemS
2011,37.484083,AdisAlemS
2012,32.012673,AdisAlemS
2013,36.049149,AdisAlemS
2014,84.4954271,AdisAlemS
2015,20.610185,AdisAlemS
2016,84.0313117,AdisAlemS
2017,37.1593436,AdisAlemS
2018,42.692951,AdisAlemS
2019,113.211871,AdisAlemS
1983,19.44391997399629,AdisAlemW
1984,57.18605991666668,AdisAlemW
1985,143.35876180555556,AdisAlemW
1986,243.52298272875808,AdisAlemW
1987,65.82658801111114,AdisAlemW
1988,124.299793,AdisAlemW
1989,68.769675,AdisAlemW
1990,61.658882,AdisAlemW
1991,96.60841400000001,AdisAlemW
1992,48.18378,AdisAlemW
1993,287.39779000000004,AdisAlemW
1994,216.914148,AdisAlemW
1995,147.8747009946312,AdisAlemW
1996,116.206226,AdisAlemW
1997,95.450531,AdisAlemW
1998,130.218643,AdisAlemW
1999,265.01835800000003,AdisAlemW
2000,105.639062,AdisAlemW
2001,34.130221,AdisAlemW
2002,41.227884,AdisAlemW
2003,98.976778,AdisAlemW
2004,45.509816,AdisAlemW
2005,69.39202499999999,AdisAlemW
2006,100.90289000000001,AdisAlemW
2007,147.17733500000003,AdisAlemW
2008,49.23179,AdisAlemW
2009,27.131050000000002,AdisAlemW
2010,92.713893,AdisAlemW
2011,119.763293,AdisAlemW
2012,95.696238,AdisAlemW
2013,82.51908900000001,AdisAlemW
2014,200.411359,AdisAlemW
2015,78.626687,AdisAlemW
2016,131.808184,AdisAlemW
2017,82.83520899999999,AdisAlemW
2018,105.33566799999998,AdisAlemW
2019,67.615609,AdisAlemW
1983,130.6795868820262,Adiselam
1984,74.18441358333334,Adiselam
1985,295.5739325833333,Adiselam
1986,350.716628426471,Adiselam
1987,332.3051764460319,Adiselam
1988,207.20166,Adiselam
1989,241.99725,Adiselam
1990,105.084722,Adiselam
1991,254.946555,Adiselam
1992,200.533963,Adiselam
1993,436.504825,Adiselam
1994,290.9570415833333,Adiselam
1995,307.7781172780579,Adiselam
1996,291.417243,Adiselam
1997,254.292195,Adiselam
1998,189.198739,Adiselam
1999,290.839669,Adiselam
2000,147.534856,Adiselam
2001,136.059049,Adiselam
2002,76.00229999999999,Adiselam
2003,109.026719,Adiselam
2004,114.190762,Adiselam
2005,157.880987,Adiselam
2006,300.8840889,Adiselam
2007,196.10792899999998,Adiselam
2008,136.272733,Adiselam
2009,271.566492,Adiselam
2010,148.388218,Adiselam
2011,200.291987,Adiselam
2012,179.409609,Adiselam
2013,159.77736700000003,Adiselam
2014,421.427013,Adiselam
2015,100.935396,Adiselam
2016,223.951301,Adiselam
2017,319.44293600000003,Adiselam
2018,235.978307,Adiselam
2019,171.968555,Adiselam
1983,110.1542114607843,Adishimbirkti
1984,0.0,Adishimbirkti
1985,95.973591,Adishimbirkti
1986,177.2729252385618,Adishimbirkti
1987,49.62619365238099,Adishimbirkti
1988,507.280451527778,Adishimbirkti
1989,115.99469611111111,Adishimbirkti
1990,125.8499356388889,Adishimbirkti
1991,256.43207900000004,Adishimbirkti
1992,320.63420799999994,Adishimbirkti
1993,189.007476,Adishimbirkti
1994,281.720352194444,Adishimbirkti
1995,284.3156359464986,Adishimbirkti
1996,211.841847,Adishimbirkti
1997,132.852197,Adishimbirkti
1998,323.850187,Adishimbirkti
1999,197.87897800000002,Adishimbirkti
2000,210.747049,Adishimbirkti
2001,172.2344367,Adishimbirkti
2002,163.12618899999998,Adishimbirkti
2003,168.72061000000002,Adishimbirkti
2004,130.367868,Adishimbirkti
2005,116.653572,Adishimbirkti
2006,416.94155,Adishimbirkti
2007,275.32517299999995,Adishimbirkti
2008,220.378355,Adishimbirkti
2009,92.529871,Adishimbirkti
2010,324.23517999999996,Adishimbirkti
2011,161.313419,Adishimbirkti
2012,261.90624499999996,Adishimbirkti
2013,315.18028999999996,Adishimbirkti
2014,292.751732,Adishimbirkti
2015,93.688381,Adishimbirkti
2016,274.217202,Adishimbirkti
2017,143.1868962,Adishimbirkti
2018,163.908556,Adishimbirkti
2019,157.968671,Adishimbirkti
1983,75.13165220588236,AdisKigni
1984,0.0,AdisKigni
1985,84.89300700000001,AdisKigni
1986,132.61198887254903,AdisKigni
1987,79.22980383253967,AdisKigni
1988,350.899418666667,AdisKigni
1989,148.5532232194444,AdisKigni
1990,135.97922613888892,AdisKigni
1991,173.93123899999998,AdisKigni
1992,274.85963799999996,AdisKigni
1993,395.382382,AdisKigni
1994,284.37477375,AdisKigni
1995,254.36610042731093,AdisKigni
1996,182.37776200000002,AdisKigni
1997,130.02539,AdisKigni
1998,298.49114099999997,AdisKigni
1999,201.231561,AdisKigni
2000,172.40389299999998,AdisKigni
2001,141.949583,AdisKigni
2002,110.941712,AdisKigni
2003,210.730967,AdisKigni
2004,93.490721,AdisKigni
2005,94.360933,AdisKigni
2006,402.77028700000005,AdisKigni
2007,309.74065999999993,AdisKigni
2008,207.30809,AdisKigni
2009,94.07683,AdisKigni
2010,320.67927999999995,AdisKigni
2011,145.124215,AdisKigni
2012,225.235473,AdisKigni
2013,322.7781999,AdisKigni
2014,240.381305,AdisKigni
2015,91.71918000000001,AdisKigni
2016,248.00404,AdisKigni
2017,131.82847700000002,AdisKigni
2018,144.416702,AdisKigni
2019,153.437895,AdisKigni
1983,163.71097845751643,Adiyikoro
1984,85.79408,Adiyikoro
1985,285.0550023,Adiyikoro
1986,250.20153749362711,Adiyikoro
1987,77.41443813412695,Adiyikoro
1988,210.04150155555558,Adiyikoro
1989,81.939335,Adiyikoro
1990,144.416264,Adiyikoro
1991,132.7038708,Adiyikoro
