Year,value,Village
2018,45.654667999999994,Abrekuy
2019,89.94140999999999,Abrekuy
2020,40.634879461538404,Abrekuy
1981,175.08027,AdekeAla
1982,147.33676199999996,AdekeAla
1983,133.095268,AdekeAla
1984,90.79668000000001,AdekeAla
1985,151.90466,AdekeAla
1986,150.46151,AdekeAla
1987,137.55900300000002,AdekeAla
1988,197.38209999999998,AdekeAla
1989,143.80062,AdekeAla
1990,100.84677300000001,AdekeAla
1991,110.39903299999999,AdekeAla
1992,224.84543299999999,AdekeAla
1993,155.4494,AdekeAla
1994,275.34962899999994,AdekeAla
1995,218.55137,AdekeAla
1996,266.417863,AdekeAla
1997,113.163862,AdekeAla
1998,417.73440999999997,AdekeAla
1999,302.20599,AdekeAla
2000,283.461774,AdekeAla
2001,255.635675,AdekeAla
2002,194.31346399999998,AdekeAla
2003,271.917029,AdekeAla
2004,144.60377000000003,AdekeAla
2005,209.86896299999998,AdekeAla
2006,263.975657,AdekeAla
2007,203.25453000000002,AdekeAla
2008,169.26043500000003,AdekeAla
2009,219.747182,AdekeAla
2010,372.5788,AdekeAla
2011,180.321537,AdekeAla
2012,159.55223199999998,AdekeAla
2013,202.075533,AdekeAla
2014,247.67163999999997,AdekeAla
2015,187.25970999999998,AdekeAla
2016,133.233473,AdekeAla
2017,324.88420300000007,AdekeAla
2018,257.28490999999997,AdekeAla
2019,174.1596,AdekeAla
2020,204.2933526410255,AdekeAla
1981,127.2246,Adekiney
1982,116.55073131578949,Adekiney
1983,91.20594,Adekiney
1984,99.40473,Adekiney
1985,84.09975,Adekiney
1986,160.77631999999997,Adekiney
1987,119.60896000000001,Adekiney
1988,218.29072000000002,Adekiney
1989,127.37067,Adekiney
1990,86.16424,Adekiney
1991,63.81204,Adekiney
1992,208.25542,Adekiney
1993,91.46195,Adekiney
1994,194.41916,Adekiney
1995,212.02007999999998,Adekiney
1996,93.85805,Adekiney
1997,99.57823,Adekiney
1998,249.97716,Adekiney
1999,124.14569,Adekiney
2000,230.26056999999997,Adekiney
2001,277.56711,Adekiney
2002,155.29596999999998,Adekiney
2003,175.89119,Adekiney
2004,152.06934,Adekiney
2005,131.28375,Adekiney
2006,105.22662,Adekiney
2007,199.52051,Adekiney
2008,123.78902000000001,Adekiney
2009,110.75448,Adekiney
2010,178.68791,Adekiney
2011,188.3441,Adekiney
2012,220.72218999999998,Adekiney
2013,144.16949,Adekiney
2014,144.32423,Adekiney
2015,80.78816,Adekiney
2016,191.37454,Adekiney
2017,126.97497000000001,Adekiney
2018,135.6925,Adekiney
2019,119.19508,Adekiney
2020,147.6963120850202,Adekiney
1981,172.05705,AderSeg
1982,129.751579,AderSeg
1983,114.473547,AderSeg
1984,138.27199000000002,AderSeg
1985,148.416414,AderSeg
1986,146.23351,AderSeg
1987,94.38990899999997,AderSeg
1988,211.348364,AderSeg
1989,144.977974,AderSeg
1990,117.006934,AderSeg
1991,94.670571,AderSeg
1992,153.078834,AderSeg
1993,180.08614,AderSeg
1994,202.83637,AderSeg
1995,130.79057,AderSeg
1996,193.38097399999998,AderSeg
1997,122.38953000000001,AderSeg
1998,243.31884000000002,AderSeg
1999,230.985191,AderSeg
2000,181.01386000000002,AderSeg
2001,145.40695399999998,AderSeg
2002,144.93511800000002,AderSeg
2003,196.34449,AderSeg
2004,115.757725,AderSeg
2005,212.053793,AderSeg
2006,247.081464,AderSeg
2007,208.48950399999998,AderSeg
2008,179.75350300000002,AderSeg
2009,160.729251,AderSeg
2010,266.714066,AderSeg
2011,166.674515,AderSeg
2012,162.248918,AderSeg
2013,151.939149,AderSeg
2014,174.784302,AderSeg
2015,172.03975000000003,AderSeg
2016,120.23213200000001,AderSeg
2017,184.225528,AderSeg
2018,201.340192,AderSeg
2019,179.4772,AderSeg
2020,167.6847616666663,AderSeg
1981,162.81435,Adibearj
1982,108.52356,Adibearj
1983,103.41653000000001,Adibearj
1984,132.70393,Adibearj
1985,157.60408,Adibearj
1986,147.43452,Adibearj
1987,124.87696,Adibearj
1988,179.03956000000002,Adibearj
1989,112.52999999999999,Adibearj
1990,110.79239000000001,Adibearj
1991,124.55167999999998,Adibearj
1992,131.72951,Adibearj
1993,127.07964,Adibearj
1994,162.23572000000001,Adibearj
1995,128.80692,Adibearj
1996,176.86165000000003,Adibearj
1997,100.69753999999999,Adibearj
1998,221.78557999999998,Adibearj
1999,217.63176,Adibearj
2000,148.368,Adibearj
2001,133.28036,Adibearj
2002,155.90864,Adibearj
2003,165.2568,Adibearj
2004,118.363,Adibearj
2005,146.47897999999998,Adibearj
2006,200.72537999999997,Adibearj
2007,168.98735,Adibearj
2008,159.46285,Adibearj
2009,174.213131,Adibearj
2010,191.08911,Adibearj
2011,145.67926,Adibearj
2012,154.03468,Adibearj
2013,139.84736,Adibearj
2014,199.26575,Adibearj
2015,172.93172,Adibearj
2016,125.12716,Adibearj
2017,172.14619,Adibearj
2018,195.93967,Adibearj
2019,141.18666,Adibearj
2020,152.29251105128213,Adibearj
1981,26.929671,AdiHa
1982,29.727048,AdiHa
1983,14.469615000000001,AdiHa
