"_index","Region","District","Village","Period","start","end"
"1003","Amhara","Ibinat","Balarab","harvesting","11-11","12-10"
"1008","Amhara","Ibinat","Aquha","land preparation","12-11","06-07"
"1008","Amhara","Ibinat","Aquha","planting","06-08","07-12"
"1008","Amhara","Ibinat","Aquha","flowering","08-22","09-15"
"1008","Amhara","Ibinat","Aquha","tasseling/seed filling","09-23","10-16"
"1008","Amhara","Ibinat","Aquha","harvesting","10-27","11-20"
"1010","Amhara","Ibinat","Aquha","land preparation","01-10","04-24"
"1010","Amhara","Ibinat","Aquha","planting","05-09","06-02"
"1010","Amhara","Ibinat","Aquha","flowering","08-22","09-11"
"1010","Amhara","Ibinat","Aquha","tasseling/seed filling","09-26","10-23"
"1010","Amhara","Ibinat","Aquha","harvesting","11-11","11-26"
"1013","Amhara","Ibinat","Aquha","land preparation","01-10","04-24"
"1013","Amhara","Ibinat","Aquha","planting","05-09","06-02"
"1013","Amhara","Ibinat","Aquha","flowering","08-22","09-11"
"1013","Amhara","Ibinat","Aquha","tasseling/seed filling","09-26","10-23"
"1013","Amhara","Ibinat","Aquha","harvesting","11-11","11-26"
"1015","Amhara","Ibinat","Gela Matebiya","land preparation","02-09","06-22"
"1015","Amhara","Ibinat","Gela Matebiya","planting","07-02","07-23"
"1015","Amhara","Ibinat","Gela Matebiya","flowering","08-07","08-26"
"1015","Amhara","Ibinat","Gela Matebiya","tasseling/seed filling","09-11","09-30"
"1015","Amhara","Ibinat","Gela Matebiya","harvesting","10-11","11-19"
"1017","Amhara","Ibinat","Gela Matebiya","land preparation","02-09","05-08"
"1017","Amhara","Ibinat","Gela Matebiya","planting","05-09","06-07"
"1017","Amhara","Ibinat","Gela Matebiya","flowering","08-07","09-05"
"1017","Amhara","Ibinat","Gela Matebiya","tasseling/seed filling","09-11","10-10"
"1017","Amhara","Ibinat","Gela Matebiya","harvesting","11-10","11-19"
"1022","Amhara","Ibinat","Ziha","land preparation","02-09","06-07"
"1022","Amhara","Ibinat","Ziha","planting","07-08","08-06"
"1022","Amhara","Ibinat","Ziha","flowering","09-05","10-11"
"1022","Amhara","Ibinat","Ziha","tasseling/seed filling","10-12","11-10"
"1022","Amhara","Ibinat","Ziha","harvesting","11-11","12-10"
"1023","Amhara","Ibinat","Ziha","land preparation","03-10","05-08"
"1023","Amhara","Ibinat","Ziha","planting","05-09","05-28"
"1023","Amhara","Ibinat","Ziha","flowering","07-23","08-06"
"1023","Amhara","Ibinat","Ziha","tasseling/seed filling","08-07","09-05"
"1023","Amhara","Ibinat","Ziha","harvesting","10-12","11-10"
"1029","Amhara","Enesie Sar Midir","Debre-Kidusan09","land preparation","01-10","07-07"
"1029","Amhara","Enesie Sar Midir","Debre-Kidusan09","planting","07-08","08-06"
"1029","Amhara","Enesie Sar Midir","Debre-Kidusan09","flowering","09-06","09-26"
"1029","Amhara","Enesie Sar Midir","Debre-Kidusan09","tasseling/seed filling","09-27","10-26"
"1029","Amhara","Enesie Sar Midir","Debre-Kidusan09","harvesting","10-27","11-10"
"1030","Amhara","Enesie Sar Midir","Debre-Kidusan09","land preparation","01-10","05-08"
"1030","Amhara","Enesie Sar Midir","Debre-Kidusan09","planting","05-09","06-08"
"1030","Amhara","Enesie Sar Midir","Debre-Kidusan09","flowering","08-22","09-05"
"1030","Amhara","Enesie Sar Midir","Debre-Kidusan09","tasseling/seed filling","09-06","09-27"
"1030","Amhara","Enesie Sar Midir","Debre-Kidusan09","harvesting","09-28","10-11"
"1031","Amhara","Enesie Sar Midir","Debre-Kidusan09","land preparation","01-10","04-24"
"1031","Amhara","Enesie Sar Midir","Debre-Kidusan09","planting","04-25","05-08"
"1031","Amhara","Enesie Sar Midir","Debre-Kidusan09","flowering","08-22","09-05"
"1031","Amhara","Enesie Sar Midir","Debre-Kidusan09","tasseling/seed filling","09-06","11-22"
"1031","Amhara","Enesie Sar Midir","Debre-Kidusan09","harvesting","11-23","12-10"
"1037","Amhara","Libo Kemkem","Keregna","land preparation","05-09","06-07"
"1037","Amhara","Libo Kemkem","Keregna","planting","06-08","06-12"
"1037","Amhara","Libo Kemkem","Keregna","flowering","08-22","09-05"
"1037","Amhara","Libo Kemkem","Keregna","tasseling/seed filling","09-16","10-11"
"1037","Amhara","Libo Kemkem","Keregna","harvesting","10-31","11-10"
"1041","Amhara","Libo Kemkem","Keregna","land preparation","03-25","04-20"
"1041","Amhara","Libo Kemkem","Keregna","planting","05-09","06-07"
"1041","Amhara","Libo Kemkem","Keregna","flowering","08-26","09-16"
"1041","Amhara","Libo Kemkem","Keregna","tasseling/seed filling","09-17","10-11"
"1041","Amhara","Libo Kemkem","Keregna","harvesting","10-31","12-10"
"1043","Amhara","Libo Kemkem","Estifanos","land preparation","03-10","07-07"
"1043","Amhara","Libo Kemkem","Estifanos","planting","07-12","08-06"
"1043","Amhara","Libo Kemkem","Estifanos","flowering","09-03","10-01"
"1043","Amhara","Libo Kemkem","Estifanos","tasseling/seed filling","10-02","10-16"
"1043","Amhara","Libo Kemkem","Estifanos","harvesting","10-21","12-10"
"1044","Amhara","Libo Kemkem","Estifanos","land preparation","03-10","05-08"
"1044","Amhara","Libo Kemkem","Estifanos","planting","05-09","06-12"
"1044","Amhara","Libo Kemkem","Estifanos","flowering","08-22","09-05"
"1044","Amhara","Libo Kemkem","Estifanos","tasseling/seed filling","09-12","09-27"
"1044","Amhara","Libo Kemkem","Estifanos","harvesting","10-11","10-31"
"1048","Amhara","Libo Kemkem","Estifanos","land preparation","03-10","05-08"
"1048","Amhara","Libo Kemkem","Estifanos","planting","05-09","06-22"
"1048","Amhara","Libo Kemkem","Estifanos","flowering","09-05","09-27"
"1048","Amhara","Libo Kemkem","Estifanos","tasseling/seed filling","09-27","10-16"
"1048","Amhara","Libo Kemkem","Estifanos","harvesting","11-15","12-10"
"1050","Amhara","Libo Kemkem","Mitad","land preparation","03-10","06-02"
"1050","Amhara","Libo Kemkem","Mitad","planting","06-08","07-12"
"1050","Amhara","Libo Kemkem","Mitad","flowering","08-22","09-05"
"1050","Amhara","Libo Kemkem","Mitad","tasseling/seed filling","09-16","11-11"
"1050","Amhara","Libo Kemkem","Mitad","harvesting","11-11","12-10"
"1053","Amhara","Libo Kemkem","Mitad","land preparation","12-11","05-11"
"1053","Amhara","Libo Kemkem","Mitad","planting","06-08","07-07"
"1053","Amhara","Libo Kemkem","Mitad","flowering","08-21","09-12"
"1053","Amhara","Libo Kemkem","Mitad","tasseling/seed filling","09-26","11-10"
"1053","Amhara","Libo Kemkem","Mitad","harvesting","11-12","12-09"
"1057","Amhara","Libo Kemkem","Ginaza","land preparation","03-10","07-08"
"1057","Amhara","Libo Kemkem","Ginaza","planting","07-11","07-23"
"1057","Amhara","Libo Kemkem","Ginaza","flowering","09-12","10-09"
"1057","Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","10-12","10-27"
"1057","Amhara","Libo Kemkem","Ginaza","harvesting","11-11","12-05"
"1058","Amhara","Libo Kemkem","Ginaza","land preparation","03-10","05-08"
"1058","Amhara","Libo Kemkem","Ginaza","planting","05-09","05-28"
"1058","Amhara","Libo Kemkem","Ginaza","flowering","08-22","09-12"
"1058","Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","09-21","10-11"
"1058","Amhara","Libo Kemkem","Ginaza","harvesting","10-27","11-10"
"1064","Amhara","Libo Kemkem","Anigot","land preparation","05-09","07-07"
"1064","Amhara","Libo Kemkem","Anigot","planting","07-12","07-28"
"1064","Amhara","Libo Kemkem","Anigot","flowering","09-12","10-11"
"1064","Amhara","Libo Kemkem","Anigot","tasseling/seed filling","10-12","11-10"
"1064","Amhara","Libo Kemkem","Anigot","harvesting","11-11","12-10"
"1065","Amhara","Libo Kemkem","Anigot","land preparation","03-10","05-08"
"1065","Amhara","Libo Kemkem","Anigot","planting","05-09","01-19"
"1065","Amhara","Libo Kemkem","Anigot","flowering","08-23","08-22"
"1065","Amhara","Libo Kemkem","Anigot","tasseling/seed filling","08-27","09-28"
"1065","Amhara","Libo Kemkem","Anigot","harvesting","10-27","11-10"
"1069","Amhara","Libo Kemkem","Anigot","land preparation","04-09","06-07"
"1069","Amhara","Libo Kemkem","Anigot","planting","06-08","07-07"
"1069","Amhara","Libo Kemkem","Anigot","flowering","08-22","09-12"
"1069","Amhara","Libo Kemkem","Anigot","tasseling/seed filling","09-27","10-26"
"1069","Amhara","Libo Kemkem","Anigot","harvesting","11-11","12-10"
"1074","Amhara","Enesie Sar Midir","Goshedur-033-","land preparation","11-16","05-08"
"1074","Amhara","Enesie Sar Midir","Goshedur-033-","planting","05-10","07-07"
"1074","Amhara","Enesie Sar Midir","Goshedur-033-","flowering","09-12","09-27"
"1074","Amhara","Enesie Sar Midir","Goshedur-033-","tasseling/seed filling","09-28","11-10"
"1074","Amhara","Enesie Sar Midir","Goshedur-033-","harvesting","11-25","01-10"
"1075","Amhara","Enesie Sar Midir","Goshedur-033-","land preparation","04-08","04-23"
"1075","Amhara","Enesie Sar Midir","Goshedur-033-","planting","05-23","06-22"
"1075","Amhara","Enesie Sar Midir","Goshedur-033-","flowering","08-07","09-05"
"1075","Amhara","Enesie Sar Midir","Goshedur-033-","tasseling/seed filling","09-26","10-26"
"1075","Amhara","Enesie Sar Midir","Goshedur-033-","harvesting","10-30","01-10"
"1078","Amhara","Enesie Sar Midir","Lul-025-","land preparation","03-24","07-07"
"1078","Amhara","Enesie Sar Midir","Lul-025-","planting","07-12","07-21"
"1078","Amhara","Enesie Sar Midir","Lul-025-","flowering","09-27","10-11"
"1078","Amhara","Enesie Sar Midir","Lul-025-","tasseling/seed filling","10-26","11-16"
"1078","Amhara","Enesie Sar Midir","Lul-025-","harvesting","11-25","12-25"
"1081","Amhara","Enesie Sar Midir","Lul-025-","land preparation","03-25","06-07"
"1081","Amhara","Enesie Sar Midir","Lul-025-","planting","06-08","07-07"
"1081","Amhara","Enesie Sar Midir","Lul-025-","flowering","08-21","08-05"
"1081","Amhara","Enesie Sar Midir","Lul-025-","tasseling/seed filling","09-26","10-11"
"1081","Amhara","Enesie Sar Midir","Lul-025-","harvesting","10-12","11-10"
"1084","Amhara","Enesie Sar Midir","Lul-025-","land preparation","06-08","06-22"
"1084","Amhara","Enesie Sar Midir","Lul-025-","planting","06-24","07-12"
"1084","Amhara","Enesie Sar Midir","Lul-025-","flowering","08-21","09-05"
"1084","Amhara","Enesie Sar Midir","Lul-025-","tasseling/seed filling","09-12","09-27"
"1084","Amhara","Enesie Sar Midir","Lul-025-","harvesting","10-02","10-12"
"1085","Amhara","Enesie Sar Midir","Yetefet-021-","land preparation","03-10","06-22"
"1085","Amhara","Enesie Sar Midir","Yetefet-021-","planting","07-08","07-27"
"1085","Amhara","Enesie Sar Midir","Yetefet-021-","flowering","09-17","09-28"
"1085","Amhara","Enesie Sar Midir","Yetefet-021-","tasseling/seed filling","10-12","11-10"
"1085","Amhara","Enesie Sar Midir","Yetefet-021-","harvesting","11-23","12-25"
"1086","Amhara","Enesie Sar Midir","Yetefet-021-","land preparation","06-23","04-08"
"1086","Amhara","Enesie Sar Midir","Yetefet-021-","planting","04-23","05-13"
"1086","Amhara","Enesie Sar Midir","Yetefet-021-","flowering","08-21","09-11"
"1086","Amhara","Enesie Sar Midir","Yetefet-021-","tasseling/seed filling","09-26","10-26"
"1086","Amhara","Enesie Sar Midir","Yetefet-021-","harvesting","11-08","11-30"
"1088","Amhara","Enesie Sar Midir","Yetefet-021-","land preparation","03-10","05-08"
"1088","Amhara","Enesie Sar Midir","Yetefet-021-","planting","05-22","07-07"
"1088","Amhara","Enesie Sar Midir","Yetefet-021-","flowering","08-07","09-11"
"1088","Amhara","Enesie Sar Midir","Yetefet-021-","tasseling/seed filling","09-26","10-16"
"1088","Amhara","Enesie Sar Midir","Yetefet-021-","harvesting","11-30","01-10"
"1092","Amhara","Enesie Sar Midir","HagereSelam-016-","land preparation","04-09","07-07"
"1092","Amhara","Enesie Sar Midir","HagereSelam-016-","planting","07-08","07-27"
"1092","Amhara","Enesie Sar Midir","HagereSelam-016-","flowering","09-11","09-26"
"1092","Amhara","Enesie Sar Midir","HagereSelam-016-","tasseling/seed filling","10-25","11-09"
"1092","Amhara","Enesie Sar Midir","HagereSelam-016-","harvesting","11-25","12-25"
"1094","Amhara","Enesie Sar Midir","HagereSelam-016-","land preparation","01-24","04-08"
"1094","Amhara","Enesie Sar Midir","HagereSelam-016-","planting","04-09","06-07"
"1094","Amhara","Enesie Sar Midir","HagereSelam-016-","flowering","08-21","09-25"
"1094","Amhara","Enesie Sar Midir","HagereSelam-016-","tasseling/seed filling","10-25","11-09"
"1094","Amhara","Enesie Sar Midir","HagereSelam-016-","harvesting","11-10","11-21"
"1095","Amhara","Enesie Sar Midir","HagereSelam-016-","land preparation","04-23","06-22"
"1095","Amhara","Enesie Sar Midir","HagereSelam-016-","planting","06-23","07-07"
"1095","Amhara","Enesie Sar Midir","HagereSelam-016-","flowering","09-11","10-10"
"1095","Amhara","Enesie Sar Midir","HagereSelam-016-","tasseling/seed filling","10-11","11-09"
"1095","Amhara","Enesie Sar Midir","HagereSelam-016-","harvesting","11-10","11-24"
"1099","Amhara","Shebel Berenta","Abrekuy","land preparation","03-10","07-07"
"1099","Amhara","Shebel Berenta","Abrekuy","planting","07-12","08-06"
"1099","Amhara","Shebel Berenta","Abrekuy","flowering","09-11","10-05"
"1099","Amhara","Shebel Berenta","Abrekuy","tasseling/seed filling","10-11","11-09"
"1099","Amhara","Shebel Berenta","Abrekuy","harvesting","11-10","12-14"
"1101","Amhara","Shebel Berenta","Abrekuy","land preparation","03-24","04-23"
"1101","Amhara","Shebel Berenta","Abrekuy","planting","04-24","05-28"
"1101","Amhara","Shebel Berenta","Abrekuy","flowering","09-11","09-30"
"1101","Amhara","Shebel Berenta","Abrekuy","tasseling/seed filling","10-11","11-09"
"1101","Amhara","Shebel Berenta","Abrekuy","harvesting","12-10","12-24"
"1102","Amhara","Shebel Berenta","Abrekuy","land preparation","03-10","06-27"
"1102","Amhara","Shebel Berenta","Abrekuy","planting","07-07","07-17"
"1102","Amhara","Shebel Berenta","Abrekuy","flowering","09-11","09-20"
"1102","Amhara","Shebel Berenta","Abrekuy","tasseling/seed filling","09-25","10-25"
"1102","Amhara","Shebel Berenta","Abrekuy","harvesting","11-24","12-09"
"1106","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","land preparation","05-09","07-07"
"1106","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","planting","07-08","08-06"
"1106","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","flowering","09-06","09-27"
"1106","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","tasseling/seed filling","09-30","10-11"
"1106","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","harvesting","10-20","11-24"
"1108","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","land preparation","01-10","04-08"
"1108","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","planting","04-09","06-07"
"1108","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","flowering","08-07","09-25"
"1108","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","tasseling/seed filling","09-27","11-09"
"1108","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","harvesting","11-24","12-09"
"1112","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","land preparation","06-08","07-07"
"1112","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","planting","07-08","07-22"
"1112","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","flowering","08-16","09-05"
"1112","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","tasseling/seed filling","09-06","09-20"
"1112","Amhara","Enesie Sar Midir","Zobar-Yikuanda-028-","harvesting","09-27","10-15"
"1113","Amhara","Shebel Berenta","Mozen","land preparation","04-18","07-12"
"1113","Amhara","Shebel Berenta","Mozen","planting","07-17","08-09"
"1113","Amhara","Shebel Berenta","Mozen","flowering","09-27","10-21"
"1113","Amhara","Shebel Berenta","Mozen","tasseling/seed filling","10-22","11-10"
"1113","Amhara","Shebel Berenta","Mozen","harvesting","11-30","01-24"
"1114","Amhara","Shebel Berenta","Mozen","land preparation","03-29","04-18"
"1114","Amhara","Shebel Berenta","Mozen","planting","04-23","05-18"
"1114","Amhara","Shebel Berenta","Mozen","flowering","07-22","08-26"
"1114","Amhara","Shebel Berenta","Mozen","tasseling/seed filling","08-27","10-11"
"1114","Amhara","Shebel Berenta","Mozen","harvesting","10-21","10-31"
"1116","Amhara","Shebel Berenta","Mozen","land preparation","04-18","07-02"
"1116","Amhara","Shebel Berenta","Mozen","planting","07-07","07-12"
"1116","Amhara","Shebel Berenta","Mozen","flowering","08-16","09-05"
"1116","Amhara","Shebel Berenta","Mozen","tasseling/seed filling","09-06","10-10"
"1116","Amhara","Shebel Berenta","Mozen","harvesting","10-25","11-09"
"1123","Amhara","Enesie Sar Midir","Debremawie-017-","land preparation","01-10","05-08"
"1123","Amhara","Enesie Sar Midir","Debremawie-017-","planting","05-09","06-22"
"1123","Amhara","Enesie Sar Midir","Debremawie-017-","flowering","08-07","09-05"
"1123","Amhara","Enesie Sar Midir","Debremawie-017-","tasseling/seed filling","09-25","11-09"
"1123","Amhara","Enesie Sar Midir","Debremawie-017-","harvesting","11-24","12-24"
"1126","Amhara","Enesie Sar Midir","Debremawie-017-","land preparation","01-10","06-08"
"1126","Amhara","Enesie Sar Midir","Debremawie-017-","planting","06-08","07-07"
"1126","Amhara","Enesie Sar Midir","Debremawie-017-","flowering","08-07","09-25"
"1126","Amhara","Enesie Sar Midir","Debremawie-017-","tasseling/seed filling","09-26","10-25"
"1126","Amhara","Enesie Sar Midir","Debremawie-017-","harvesting","10-26","11-09"
"1127","Amhara","Enesie Sar Midir","HagereGenet-010-","land preparation","10-12","07-08"
"1127","Amhara","Enesie Sar Midir","HagereGenet-010-","planting","07-17","08-06"
"1127","Amhara","Enesie Sar Midir","HagereGenet-010-","flowering","09-06","09-26"
"1127","Amhara","Enesie Sar Midir","HagereGenet-010-","tasseling/seed filling","10-11","10-26"
"1127","Amhara","Enesie Sar Midir","HagereGenet-010-","harvesting","11-04","12-09"
"1129","Amhara","Enesie Sar Midir","HagereGenet-010-","land preparation","03-10","04-09"
"1129","Amhara","Enesie Sar Midir","HagereGenet-010-","planting","04-09","05-08"
"1129","Amhara","Enesie Sar Midir","HagereGenet-010-","flowering","08-21","09-26"
"1129","Amhara","Enesie Sar Midir","HagereGenet-010-","tasseling/seed filling","10-11","11-09"
"1129","Amhara","Enesie Sar Midir","HagereGenet-010-","harvesting","11-21","11-30"
"1133","Amhara","Enesie Sar Midir","HagereGenet-010-","land preparation","05-09","06-23"
"1133","Amhara","Enesie Sar Midir","HagereGenet-010-","planting","07-08","07-19"
"1133","Amhara","Enesie Sar Midir","HagereGenet-010-","flowering","08-21","09-05"
"1133","Amhara","Enesie Sar Midir","HagereGenet-010-","tasseling/seed filling","09-06","09-26"
"1133","Amhara","Enesie Sar Midir","HagereGenet-010-","harvesting","10-10","10-26"
"1134","Amhara","Enesie Sar Midir","Worya-Meskel-032-","land preparation","01-10","07-07"
"1134","Amhara","Enesie Sar Midir","Worya-Meskel-032-","planting","07-08","08-06"
"1134","Amhara","Enesie Sar Midir","Worya-Meskel-032-","flowering","09-06","09-20"
"1134","Amhara","Enesie Sar Midir","Worya-Meskel-032-","tasseling/seed filling","10-11","11-09"
"1134","Amhara","Enesie Sar Midir","Worya-Meskel-032-","harvesting","11-10","12-24"
"1137","Amhara","Enesie Sar Midir","Worya-Meskel-032-","land preparation","01-09","06-22"
"1137","Amhara","Enesie Sar Midir","Worya-Meskel-032-","planting","06-23","07-07"
"1137","Amhara","Enesie Sar Midir","Worya-Meskel-032-","flowering","08-21","09-05"
"1137","Amhara","Enesie Sar Midir","Worya-Meskel-032-","tasseling/seed filling","09-06","10-10"
"1137","Amhara","Enesie Sar Midir","Worya-Meskel-032-","harvesting","10-11","11-09"
"1140","Amhara","Enesie Sar Midir","Worya-Meskel-032-","land preparation","03-10","06-22"
"1140","Amhara","Enesie Sar Midir","Worya-Meskel-032-","planting","06-23","07-17"
"1140","Amhara","Enesie Sar Midir","Worya-Meskel-032-","flowering","08-21","09-05"
"1140","Amhara","Enesie Sar Midir","Worya-Meskel-032-","tasseling/seed filling","09-06","09-20"
"1140","Amhara","Enesie Sar Midir","Worya-Meskel-032-","harvesting","09-21","10-10"
"1141","Amhara","Ibinat","Selamaya","land preparation","10-11","05-08"
"1141","Amhara","Ibinat","Selamaya","planting","05-09","06-22"
"1141","Amhara","Ibinat","Selamaya","flowering","08-21","09-05"
"1141","Amhara","Ibinat","Selamaya","tasseling/seed filling","09-26","10-16"
"1141","Amhara","Ibinat","Selamaya","harvesting","12-10","11-20"
"1144","Amhara","Ibinat","Selamaya","land preparation","10-12","06-02"
"1144","Amhara","Ibinat","Selamaya","planting","06-08","07-03"
"1144","Amhara","Ibinat","Selamaya","flowering","08-21","09-16"
"1144","Amhara","Ibinat","Selamaya","tasseling/seed filling","09-27","10-11"
"1144","Amhara","Ibinat","Selamaya","harvesting","10-29","11-15"
"1145","Amhara","Ibinat","Selamaya","land preparation","03-10","05-08"
"1145","Amhara","Ibinat","Selamaya","planting","06-08","07-07"
"1145","Amhara","Ibinat","Selamaya","flowering","08-21","09-05"
"1145","Amhara","Ibinat","Selamaya","tasseling/seed filling","09-16","10-11"
"1145","Amhara","Ibinat","Selamaya","harvesting","10-23","11-10"
"1148","Amhara","Shebel Berenta","Yedwuha","land preparation","04-09","07-07"
"1148","Amhara","Shebel Berenta","Yedwuha","planting","07-14","08-01"
"1148","Amhara","Shebel Berenta","Yedwuha","flowering","09-12","10-11"
"1148","Amhara","Shebel Berenta","Yedwuha","tasseling/seed filling","10-12","11-10"
"1148","Amhara","Shebel Berenta","Yedwuha","harvesting","11-11","01-09"
"1150","Amhara","Shebel Berenta","Yedwuha","land preparation","03-14","04-23"
"1150","Amhara","Shebel Berenta","Yedwuha","planting","04-24","05-23"
"1150","Amhara","Shebel Berenta","Yedwuha","flowering","09-05","09-26"
"1150","Amhara","Shebel Berenta","Yedwuha","tasseling/seed filling","09-27","11-10"
"1150","Amhara","Shebel Berenta","Yedwuha","harvesting","11-26","12-26"
"1151","Amhara","Shebel Berenta","Yedwuha","land preparation","04-09","07-07"
"1151","Amhara","Shebel Berenta","Yedwuha","planting","08-26","09-05"
"1151","Amhara","Shebel Berenta","Yedwuha","flowering","10-26","11-25"
"1151","Amhara","Shebel Berenta","Yedwuha","tasseling/seed filling","11-26","12-25"
"1151","Amhara","Shebel Berenta","Yedwuha","harvesting","01-10","02-08"
"1155","Amhara","Enesie Sar Midir","Melabesh-015-","land preparation","03-10","07-07"
"1155","Amhara","Enesie Sar Midir","Melabesh-015-","planting","07-08","08-06"
"1155","Amhara","Enesie Sar Midir","Melabesh-015-","flowering","09-12","10-11"
"1155","Amhara","Enesie Sar Midir","Melabesh-015-","tasseling/seed filling","10-12","11-25"
"1155","Amhara","Enesie Sar Midir","Melabesh-015-","harvesting","11-26","01-09"
"1157","Amhara","Enesie Sar Midir","Melabesh-015-","land preparation","03-10","04-08"
"1157","Amhara","Enesie Sar Midir","Melabesh-015-","planting","04-09","06-22"
"1157","Amhara","Enesie Sar Midir","Melabesh-015-","flowering","08-07","09-12"
"1157","Amhara","Enesie Sar Midir","Melabesh-015-","tasseling/seed filling","09-13","10-26"
"1157","Amhara","Enesie Sar Midir","Melabesh-015-","harvesting","11-11","12-10"
"1158","Amhara","Enesie Sar Midir","Melabesh-015-","land preparation","03-10","06-08"
"1158","Amhara","Enesie Sar Midir","Melabesh-015-","planting","06-22","07-17"
"1158","Amhara","Enesie Sar Midir","Melabesh-015-","flowering","08-21","09-05"
"1158","Amhara","Enesie Sar Midir","Melabesh-015-","tasseling/seed filling","09-12","10-11"
"1158","Amhara","Enesie Sar Midir","Melabesh-015-","harvesting","10-26","11-25"
"1162","Amhara","Shebel Berenta","Wobo","land preparation","04-09","07-07"
"1162","Amhara","Shebel Berenta","Wobo","planting","07-14","08-06"
"1162","Amhara","Shebel Berenta","Wobo","flowering","09-12","09-27"
"1162","Amhara","Shebel Berenta","Wobo","tasseling/seed filling","09-28","10-11"
"1162","Amhara","Shebel Berenta","Wobo","harvesting","10-26","12-25"
"1164","Amhara","Shebel Berenta","Wobo","land preparation","04-09","04-23"
"1164","Amhara","Shebel Berenta","Wobo","planting","04-24","06-22"
"1164","Amhara","Shebel Berenta","Wobo","flowering","09-05","10-11"
"1164","Amhara","Shebel Berenta","Wobo","tasseling/seed filling","10-12","11-10"
"1164","Amhara","Shebel Berenta","Wobo","harvesting","11-25","01-09"
"1166","Amhara","Shebel Berenta","Wobo","land preparation","04-09","06-07"
"1166","Amhara","Shebel Berenta","Wobo","planting","06-20","07-07"
"1166","Amhara","Shebel Berenta","Wobo","flowering","08-22","09-05"
"1166","Amhara","Shebel Berenta","Wobo","tasseling/seed filling","09-06","09-26"
"1166","Amhara","Shebel Berenta","Wobo","harvesting","10-12","10-26"
"1169","Amhara","Enesie Sar Midir","Adisalem-020-","land preparation","03-10","07-07"
"1169","Amhara","Enesie Sar Midir","Adisalem-020-","planting","07-12","08-04"
"1169","Amhara","Enesie Sar Midir","Adisalem-020-","flowering","09-26","10-11"
"1169","Amhara","Enesie Sar Midir","Adisalem-020-","tasseling/seed filling","10-16","11-10"
"1169","Amhara","Enesie Sar Midir","Adisalem-020-","harvesting","11-30","12-30"
"1172","Amhara","Enesie Sar Midir","Adisalem-020-","land preparation","03-10","06-07"
"1172","Amhara","Enesie Sar Midir","Adisalem-020-","planting","06-22","07-12"
"1172","Amhara","Enesie Sar Midir","Adisalem-020-","flowering","08-21","09-16"
"1172","Amhara","Enesie Sar Midir","Adisalem-020-","tasseling/seed filling","09-26","10-21"
"1172","Amhara","Enesie Sar Midir","Adisalem-020-","harvesting","11-11","12-10"
"1175","Amhara","Enesie Sar Midir","Adisalem-020-","land preparation","06-08","06-27"
"1175","Amhara","Enesie Sar Midir","Adisalem-020-","planting","07-08","07-27"
"1175","Amhara","Enesie Sar Midir","Adisalem-020-","flowering","08-21","09-05"
"1175","Amhara","Enesie Sar Midir","Adisalem-020-","tasseling/seed filling","09-06","09-16"
"1175","Amhara","Enesie Sar Midir","Adisalem-020-","harvesting","09-21","10-16"
"1176","Amhara","Enesie Sar Midir","Debre-Genet-018-","land preparation","03-10","07-07"
"1176","Amhara","Enesie Sar Midir","Debre-Genet-018-","planting","07-12","07-22"
"1176","Amhara","Enesie Sar Midir","Debre-Genet-018-","flowering","09-26","10-11"
"1176","Amhara","Enesie Sar Midir","Debre-Genet-018-","tasseling/seed filling","10-12","11-10"
"1176","Amhara","Enesie Sar Midir","Debre-Genet-018-","harvesting","11-30","12-30"
"1179","Amhara","Enesie Sar Midir","Debre-Genet-018-","land preparation","03-10","05-23"
"1179","Amhara","Enesie Sar Midir","Debre-Genet-018-","planting","05-24","07-07"
"1179","Amhara","Enesie Sar Midir","Debre-Genet-018-","flowering","08-21","09-05"
"1179","Amhara","Enesie Sar Midir","Debre-Genet-018-","tasseling/seed filling","09-12","10-11"
"1179","Amhara","Enesie Sar Midir","Debre-Genet-018-","harvesting","10-26","12-10"
"1180","Amhara","Enesie Sar Midir","Debre-Genet-018-","land preparation","03-10","05-23"
"1180","Amhara","Enesie Sar Midir","Debre-Genet-018-","planting","05-23","06-22"
"1180","Amhara","Enesie Sar Midir","Debre-Genet-018-","flowering","08-07","09-05"
"1180","Amhara","Enesie Sar Midir","Debre-Genet-018-","tasseling/seed filling","09-26","10-11"
"1180","Amhara","Enesie Sar Midir","Debre-Genet-018-","harvesting","10-21","11-10"
