"_index","Region","District","Village","Period","start","end"
"1361","Amhara","Shebel Berenta","Gebsit","flowering","08-16","09-05"
"1361","Amhara","Shebel Berenta","Gebsit","tasseling/seed filling","09-27","10-11"
"1361","Amhara","Shebel Berenta","Gebsit","harvesting","11-11","12-10"
"1368","Amhara","Ibinat","Shunge","land preparation","10-12","05-09"
"1368","Amhara","Ibinat","Shunge","planting","06-08","06-22"
"1368","Amhara","Ibinat","Shunge","flowering","09-06","09-26"
"1368","Amhara","Ibinat","Shunge","tasseling/seed filling","09-27","10-26"
"1368","Amhara","Ibinat","Shunge","harvesting","10-31","11-20"
"1369","Amhara","Ibinat","Shunge","land preparation","06-08","06-09"
"1369","Amhara","Ibinat","Shunge","planting","06-08","07-07"
"1369","Amhara","Ibinat","Shunge","flowering","08-07","09-05"
"1369","Amhara","Ibinat","Shunge","tasseling/seed filling","09-12","10-11"
"1369","Amhara","Ibinat","Shunge","harvesting","10-21","11-10"
"1372","Amhara","Shebel Berenta","Ansheb","land preparation","03-19","07-07"
"1372","Amhara","Shebel Berenta","Ansheb","planting","07-08","07-27"
"1372","Amhara","Shebel Berenta","Ansheb","flowering","08-05","09-26"
"1372","Amhara","Shebel Berenta","Ansheb","tasseling/seed filling","09-28","10-16"
"1372","Amhara","Shebel Berenta","Ansheb","harvesting","10-31","12-25"
"1374","Amhara","Shebel Berenta","Ansheb","land preparation","03-10","05-08"
"1374","Amhara","Shebel Berenta","Ansheb","planting","05-09","06-07"
"1374","Amhara","Shebel Berenta","Ansheb","flowering","08-21","09-26"
"1374","Amhara","Shebel Berenta","Ansheb","tasseling/seed filling","09-27","10-26"
"1374","Amhara","Shebel Berenta","Ansheb","harvesting","11-25","12-10"
"1378","Amhara","Shebel Berenta","Ansheb","land preparation","03-10","06-23"
"1378","Amhara","Shebel Berenta","Ansheb","planting","06-24","07-07"
"1378","Amhara","Shebel Berenta","Ansheb","flowering","08-21","09-05"
"1378","Amhara","Shebel Berenta","Ansheb","tasseling/seed filling","09-06","09-27"
"1378","Amhara","Shebel Berenta","Ansheb","harvesting","09-29","10-21"
"1379","Amhara","Shebel Berenta","Gedayasu","land preparation","04-09","07-07"
"1379","Amhara","Shebel Berenta","Gedayasu","planting","07-12","08-01"
"1379","Amhara","Shebel Berenta","Gedayasu","flowering","09-12","09-27"
"1379","Amhara","Shebel Berenta","Gedayasu","tasseling/seed filling","10-26","11-10"
"1379","Amhara","Shebel Berenta","Gedayasu","harvesting","11-20","01-09"
"1381","Amhara","Shebel Berenta","Gedayasu","land preparation","04-09","04-23"
"1381","Amhara","Shebel Berenta","Gedayasu","planting","04-24","05-07"
"1381","Amhara","Shebel Berenta","Gedayasu","flowering","08-07","09-05"
"1381","Amhara","Shebel Berenta","Gedayasu","tasseling/seed filling","09-26","10-26"
"1381","Amhara","Shebel Berenta","Gedayasu","harvesting","11-22","12-20"
"1382","Amhara","Shebel Berenta","Gedayasu","land preparation","04-09","06-22"
"1382","Amhara","Shebel Berenta","Gedayasu","planting","06-27","07-12"
"1382","Amhara","Shebel Berenta","Gedayasu","flowering","08-21","09-05"
"1382","Amhara","Shebel Berenta","Gedayasu","tasseling/seed filling","09-12","10-11"
"1382","Amhara","Shebel Berenta","Gedayasu","harvesting","10-25","11-10"
"1386","Amhara","Goncha Siso Enesie","Filatako","land preparation","01-24","07-07"
"1386","Amhara","Goncha Siso Enesie","Filatako","planting","07-17","08-06"
"1386","Amhara","Goncha Siso Enesie","Filatako","flowering","08-31","09-16"
"1386","Amhara","Goncha Siso Enesie","Filatako","tasseling/seed filling","09-17","10-11"
"1386","Amhara","Goncha Siso Enesie","Filatako","harvesting","10-25","11-25"
"1387","Amhara","Goncha Siso Enesie","Filatako","land preparation","05-08","05-06"
"1387","Amhara","Goncha Siso Enesie","Filatako","planting","05-09","06-07"
"1387","Amhara","Goncha Siso Enesie","Filatako","flowering","08-07","09-05"
"1387","Amhara","Goncha Siso Enesie","Filatako","tasseling/seed filling","09-25","10-11"
"1387","Amhara","Goncha Siso Enesie","Filatako","harvesting","10-26","11-10"
"1392","Amhara","Goncha Siso Enesie","Filatako","land preparation","04-09","05-08"
"1392","Amhara","Goncha Siso Enesie","Filatako","planting","05-09","06-07"
"1392","Amhara","Goncha Siso Enesie","Filatako","flowering","08-07","10-10"
"1392","Amhara","Goncha Siso Enesie","Filatako","tasseling/seed filling","10-11","11-10"
"1392","Amhara","Goncha Siso Enesie","Filatako","harvesting","11-11","12-10"
"1393","Amhara","Goncha Siso Enesie","Abarwuha","land preparation","01-10","07-07"
"1393","Amhara","Goncha Siso Enesie","Abarwuha","planting","07-08","07-27"
"1393","Amhara","Goncha Siso Enesie","Abarwuha","flowering","09-05","09-26"
"1393","Amhara","Goncha Siso Enesie","Abarwuha","tasseling/seed filling","09-27","10-21"
"1393","Amhara","Goncha Siso Enesie","Abarwuha","harvesting","10-26","11-25"
"1394","Amhara","Goncha Siso Enesie","Abarwuha","land preparation","01-10","04-23"
"1394","Amhara","Goncha Siso Enesie","Abarwuha","planting","05-09","01-07"
"1394","Amhara","Goncha Siso Enesie","Abarwuha","flowering","08-21","09-05"
"1394","Amhara","Goncha Siso Enesie","Abarwuha","tasseling/seed filling","09-10","10-11"
"1394","Amhara","Goncha Siso Enesie","Abarwuha","harvesting","10-12","11-10"
"1399","Amhara","Goncha Siso Enesie","Abarwuha","land preparation","01-10","04-23"
"1399","Amhara","Goncha Siso Enesie","Abarwuha","planting","05-09","06-07"
"1399","Amhara","Goncha Siso Enesie","Abarwuha","flowering","07-08","08-06"
"1399","Amhara","Goncha Siso Enesie","Abarwuha","tasseling/seed filling","08-07","10-11"
"1399","Amhara","Goncha Siso Enesie","Abarwuha","harvesting","10-12","12-10"
"1400","Amhara","Ibinat","Jiman Deregeha","land preparation","10-12","07-04"
"1400","Amhara","Ibinat","Jiman Deregeha","planting","07-08","07-19"
"1400","Amhara","Ibinat","Jiman Deregeha","flowering","08-22","09-15"
"1400","Amhara","Ibinat","Jiman Deregeha","tasseling/seed filling","09-27","10-11"
"1400","Amhara","Ibinat","Jiman Deregeha","harvesting","10-20","11-22"
"1403","Amhara","Ibinat","Jiman Deregeha","land preparation","12-11","06-05"
"1403","Amhara","Ibinat","Jiman Deregeha","planting","06-08","06-23"
"1403","Amhara","Ibinat","Jiman Deregeha","flowering","08-07","08-22"
"1403","Amhara","Ibinat","Jiman Deregeha","tasseling/seed filling","09-12","09-27"
"1403","Amhara","Ibinat","Jiman Deregeha","harvesting","10-04","10-26"
"1407","Amhara","Goncha Siso Enesie","Derit","land preparation","03-10","07-11"
"1407","Amhara","Goncha Siso Enesie","Derit","planting","07-27","08-21"
"1407","Amhara","Goncha Siso Enesie","Derit","flowering","09-06","09-27"
"1407","Amhara","Goncha Siso Enesie","Derit","tasseling/seed filling","10-09","10-21"
"1407","Amhara","Goncha Siso Enesie","Derit","harvesting","10-28","11-17"
"1408","Amhara","Goncha Siso Enesie","Derit","land preparation","04-09","05-23"
"1408","Amhara","Goncha Siso Enesie","Derit","planting","05-09","06-12"
"1408","Amhara","Goncha Siso Enesie","Derit","flowering","08-21","09-05"
"1408","Amhara","Goncha Siso Enesie","Derit","tasseling/seed filling","09-12","10-16"
"1408","Amhara","Goncha Siso Enesie","Derit","harvesting","11-10","11-25"
"1413","Amhara","Goncha Siso Enesie","Derit","land preparation","03-10","05-09"
"1413","Amhara","Goncha Siso Enesie","Derit","planting","05-09","06-07"
"1413","Amhara","Goncha Siso Enesie","Derit","flowering","08-07","09-05"
"1413","Amhara","Goncha Siso Enesie","Derit","tasseling/seed filling","09-26","11-10"
"1413","Amhara","Goncha Siso Enesie","Derit","harvesting","11-11","12-25"
