gid,year,mean,rank,district,Zone,region,Country
19,1997,2.3034246608219178,1,Kelela, South Wollo,Amhara, Ethiopia
19,2014,2.393835616438356,2,Kelela, South Wollo,Amhara, Ethiopia
19,2002,2.4376712334246573,3,Kelela, South Wollo,Amhara, Ethiopia
19,1984,2.501366120491803,4,Kelela, South Wollo,Amhara, Ethiopia
19,1992,2.5368852489071037,5,Kelela, South Wollo,Amhara, Ethiopia
19,1994,2.5589041126027396,6,Kelela, South Wollo,Amhara, Ethiopia
19,1999,2.5815068493150686,7,Kelela, South Wollo,Amhara, Ethiopia
19,1995,2.6232876717808216,8,Kelela, South Wollo,Amhara, Ethiopia
19,2004,2.6728142106557375,9,Kelela, South Wollo,Amhara, Ethiopia
19,2011,2.684931506849315,10,Kelela, South Wollo,Amhara, Ethiopia
20,2014,2.2744728239726038,1,Kombolcha, South Wollo,Amhara, Ethiopia
20,1997,2.3280192060273968,2,Kombolcha, South Wollo,Amhara, Ethiopia
20,2002,2.3935240983561643,3,Kombolcha, South Wollo,Amhara, Ethiopia
20,1984,2.4786388572404365,4,Kombolcha, South Wollo,Amhara, Ethiopia
20,1992,2.5161454427595618,5,Kombolcha, South Wollo,Amhara, Ethiopia
20,1999,2.564381974246575,6,Kombolcha, South Wollo,Amhara, Ethiopia
20,1994,2.565379519315068,7,Kombolcha, South Wollo,Amhara, Ethiopia
20,2004,2.5861890251366124,8,Kombolcha, South Wollo,Amhara, Ethiopia
20,1995,2.589040081232877,9,Kombolcha, South Wollo,Amhara, Ethiopia
20,2009,2.6244110824657523,10,Kombolcha, South Wollo,Amhara, Ethiopia
21,1997,2.3013698630136985,1,Kutaber, South Wollo,Amhara, Ethiopia
21,2014,2.4164383561643836,2,Kutaber, South Wollo,Amhara, Ethiopia
21,2002,2.4493150684931506,3,Kutaber, South Wollo,Amhara, Ethiopia
21,1984,2.5054644808743167,4,Kutaber, South Wollo,Amhara, Ethiopia
21,1992,2.5437158469945356,5,Kutaber, South Wollo,Amhara, Ethiopia
21,1994,2.5616438356164384,6,Kutaber, South Wollo,Amhara, Ethiopia
21,1999,2.591780821917808,7,Kutaber, South Wollo,Amhara, Ethiopia
21,1995,2.632876712328767,8,Kutaber, South Wollo,Amhara, Ethiopia
21,2011,2.684931506849315,9,Kutaber, South Wollo,Amhara, Ethiopia
21,2012,2.691256830601093,10,Kutaber, South Wollo,Amhara, Ethiopia
22,1997,2.213698630136986,1,Legambo, South Wollo,Amhara, Ethiopia
22,2014,2.4136986301369863,2,Legambo, South Wollo,Amhara, Ethiopia
22,1984,2.418032786885246,3,Legambo, South Wollo,Amhara, Ethiopia
22,2002,2.484931506849315,4,Legambo, South Wollo,Amhara, Ethiopia
22,1992,2.519125683060109,5,Legambo, South Wollo,Amhara, Ethiopia
22,1999,2.5315068493150683,6,Legambo, South Wollo,Amhara, Ethiopia
22,1994,2.5534246575342467,7,Legambo, South Wollo,Amhara, Ethiopia
22,1988,2.69672131147541,8,Legambo, South Wollo,Amhara, Ethiopia
22,1986,2.7095890410958905,9,Legambo, South Wollo,Amhara, Ethiopia
22,1995,2.7205479452054795,10,Legambo, South Wollo,Amhara, Ethiopia
23,1997,2.376184379452056,1,Mekdela, South Wollo,Amhara, Ethiopia
23,2014,2.433717926849316,2,Mekdela, South Wollo,Amhara, Ethiopia
23,1984,2.4909617704918037,3,Mekdela, South Wollo,Amhara, Ethiopia
23,1992,2.5615806215847003,4,Mekdela, South Wollo,Amhara, Ethiopia
23,2002,2.623602153972603,5,Mekdela, South Wollo,Amhara, Ethiopia
23,1999,2.6396186189041098,6,Mekdela, South Wollo,Amhara, Ethiopia
23,1988,2.6710793196721307,7,Mekdela, South Wollo,Amhara, Ethiopia
23,1994,2.6727070112328777,8,Mekdela, South Wollo,Amhara, Ethiopia
23,1986,2.707691123287672,9,Mekdela, South Wollo,Amhara, Ethiopia
23,2009,2.7553213120547966,10,Mekdela, South Wollo,Amhara, Ethiopia
24,1997,2.3917798063013698,1,Sayint, South Wollo,Amhara, Ethiopia
24,2014,2.418833256712328,2,Sayint, South Wollo,Amhara, Ethiopia
24,1984,2.5143440852459014,3,Sayint, South Wollo,Amhara, Ethiopia
24,1992,2.5522551969945346,4,Sayint, South Wollo,Amhara, Ethiopia
24,2002,2.5866417882191772,5,Sayint, South Wollo,Amhara, Ethiopia
24,1994,2.644519289315068,6,Sayint, South Wollo,Amhara, Ethiopia
24,1999,2.652395187671232,7,Sayint, South Wollo,Amhara, Ethiopia
24,1988,2.70184400737705,8,Sayint, South Wollo,Amhara, Ethiopia
24,2009,2.7287666301369864,9,Sayint, South Wollo,Amhara, Ethiopia
24,1986,2.7345881764383564,10,Sayint, South Wollo,Amhara, Ethiopia
25,1997,2.3013698630136985,1,WEREDA 01, Unknown, Addis Ababa, Ethiopia
25,2014,2.4164383561643836,2,WEREDA 01, Unknown, Addis Ababa, Ethiopia
25,2002,2.4493150684931506,3,WEREDA 01, Unknown, Addis Ababa, Ethiopia
25,1984,2.5054644808743167,4,WEREDA 01, Unknown, Addis Ababa, Ethiopia
25,1992,2.5437158469945356,5,WEREDA 01, Unknown, Addis Ababa, Ethiopia
25,1994,2.5616438356164384,6,WEREDA 01, Unknown, Addis Ababa, Ethiopia
25,1999,2.591780821917808,7,WEREDA 01, Unknown, Addis Ababa, Ethiopia
25,1995,2.632876712328767,8,WEREDA 01, Unknown, Addis Ababa, Ethiopia
25,2011,2.684931506849315,9,WEREDA 01, Unknown, Addis Ababa, Ethiopia
25,2012,2.691256830601093,10,WEREDA 01, Unknown, Addis Ababa, Ethiopia
26,1997,2.2992356013698636,1,WEREDA 02, Unknown, Addis Ababa, Ethiopia
26,1984,2.437763590163935,2,WEREDA 02, Unknown, Addis Ababa, Ethiopia
26,2014,2.4691025254794527,3,WEREDA 02, Unknown, Addis Ababa, Ethiopia
26,1992,2.543410846174864,4,WEREDA 02, Unknown, Addis Ababa, Ethiopia
26,1999,2.5966498249315078,5,WEREDA 02, Unknown, Addis Ababa, Ethiopia
26,2002,2.6109576898630142,6,WEREDA 02, Unknown, Addis Ababa, Ethiopia
26,1994,2.6429211463013704,7,WEREDA 02, Unknown, Addis Ababa, Ethiopia
26,1988,2.657863468306012,8,WEREDA 02, Unknown, Addis Ababa, Ethiopia
26,1986,2.6718405224657533,9,WEREDA 02, Unknown, Addis Ababa, Ethiopia
26,1987,2.7275486356164387,10,WEREDA 02, Unknown, Addis Ababa, Ethiopia
27,1997,2.0548555313150683,1,WEREDA 03, Unknown, Addis Ababa, Ethiopia
27,2002,2.104317604520548,2,WEREDA 03, Unknown, Addis Ababa, Ethiopia
27,2014,2.13689895010959,3,WEREDA 03, Unknown, Addis Ababa, Ethiopia
27,2004,2.144913753224043,4,WEREDA 03, Unknown, Addis Ababa, Ethiopia
27,1995,2.182054586821918,5,WEREDA 03, Unknown, Addis Ababa, Ethiopia
27,2012,2.259041786939891,6,WEREDA 03, Unknown, Addis Ababa, Ethiopia
27,1984,2.3543692440163935,7,WEREDA 03, Unknown, Addis Ababa, Ethiopia
27,1999,2.3627461485205474,8,WEREDA 03, Unknown, Addis Ababa, Ethiopia
27,1994,2.391020050684931,9,WEREDA 03, Unknown, Addis Ababa, Ethiopia
27,2011,2.401272177260275,10,WEREDA 03, Unknown, Addis Ababa, Ethiopia
28,1997,2.010426649589041,1,WEREDA 04, Unknown, Addis Ababa, Ethiopia
28,2002,2.1055211572602737,2,WEREDA 04, Unknown, Addis Ababa, Ethiopia
28,2004,2.12858815136612,3,WEREDA 04, Unknown, Addis Ababa, Ethiopia
28,1995,2.2258039882191776,4,WEREDA 04, Unknown, Addis Ababa, Ethiopia
28,1984,2.2841529158469944,5,WEREDA 04, Unknown, Addis Ababa, Ethiopia
28,2012,2.2998397707650273,6,WEREDA 04, Unknown, Addis Ababa, Ethiopia
28,1999,2.3116188512328764,7,WEREDA 04, Unknown, Addis Ababa, Ethiopia
28,2014,2.3118855520547954,8,WEREDA 04, Unknown, Addis Ababa, Ethiopia
28,1994,2.3144488232876714,9,WEREDA 04, Unknown, Addis Ababa, Ethiopia
28,1992,2.3222273849726767,10,WEREDA 04, Unknown, Addis Ababa, Ethiopia
29,1984,0.03669538846448088,1,WEREDA 07, Unknown, Addis Ababa, Ethiopia
29,2002,0.07168371197534247,2,WEREDA 07, Unknown, Addis Ababa, Ethiopia
29,2009,0.0787258908,3,WEREDA 07, Unknown, Addis Ababa, Ethiopia
29,1997,0.08157209690136985,4,WEREDA 07, Unknown, Addis Ababa, Ethiopia
29,1983,0.09101526300547944,5,WEREDA 07, Unknown, Addis Ababa, Ethiopia
29,1993,0.09142558369315067,6,WEREDA 07, Unknown, Addis Ababa, Ethiopia
29,2011,0.0914923020191781,7,WEREDA 07, Unknown, Addis Ababa, Ethiopia
29,1991,0.09824635205479454,8,WEREDA 07, Unknown, Addis Ababa, Ethiopia
29,1985,0.11235194818630138,9,WEREDA 07, Unknown, Addis Ababa, Ethiopia
29,1990,0.12569208416438357,10,WEREDA 07, Unknown, Addis Ababa, Ethiopia
30,1984,0.034370150032786886,1,WEREDA 09, Unknown, Addis Ababa, Ethiopia
30,1997,0.05063223180821918,2,WEREDA 09, Unknown, Addis Ababa, Ethiopia
30,1991,0.05258078783561645,3,WEREDA 09, Unknown, Addis Ababa, Ethiopia
30,2011,0.05916859235616438,4,WEREDA 09, Unknown, Addis Ababa, Ethiopia
30,1983,0.0694460885479452,5,WEREDA 09, Unknown, Addis Ababa, Ethiopia
30,2009,0.08539698290410959,6,WEREDA 09, Unknown, Addis Ababa, Ethiopia
30,1985,0.10495372304109592,7,WEREDA 09, Unknown, Addis Ababa, Ethiopia
30,2002,0.12080854179452054,8,WEREDA 09, Unknown, Addis Ababa, Ethiopia
30,2001,0.13447438000000003,9,WEREDA 09, Unknown, Addis Ababa, Ethiopia
30,1989,0.14148384640273975,10,WEREDA 09, Unknown, Addis Ababa, Ethiopia
31,1984,0.44060236483773213,1,WEREDA 13, Unknown, Addis Ababa, Ethiopia
31,1990,0.6588815335424654,2,WEREDA 13, Unknown, Addis Ababa, Ethiopia
31,1991,0.8920549686318353,3,WEREDA 13, Unknown, Addis Ababa, Ethiopia
31,1983,0.8945506632818907,4,WEREDA 13, Unknown, Addis Ababa, Ethiopia
31,2009,0.9506538745898904,5,WEREDA 13, Unknown, Addis Ababa, Ethiopia
31,1985,1.0386929919972598,6,WEREDA 13, Unknown, Addis Ababa, Ethiopia
31,1986,1.0562182718353148,7,WEREDA 13, Unknown, Addis Ababa, Ethiopia
31,1987,1.0769487348803013,8,WEREDA 13, Unknown, Addis Ababa, Ethiopia
31,2008,1.1037847839781423,9,WEREDA 13, Unknown, Addis Ababa, Ethiopia
31,2002,1.1110921781742735,10,WEREDA 13, Unknown, Addis Ababa, Ethiopia
32,1984,0.06902522399453553,1,WEREDA 14, Unknown, Addis Ababa, Ethiopia
32,1991,0.12660792595068493,2,WEREDA 14, Unknown, Addis Ababa, Ethiopia
32,1983,0.14370476286027395,3,WEREDA 14, Unknown, Addis Ababa, Ethiopia
32,2011,0.1567692359548493,4,WEREDA 14, Unknown, Addis Ababa, Ethiopia
32,2009,0.17942595964923283,5,WEREDA 14, Unknown, Addis Ababa, Ethiopia
32,1985,0.18891142556712331,6,WEREDA 14, Unknown, Addis Ababa, Ethiopia
32,2002,0.18991732790410956,7,WEREDA 14, Unknown, Addis Ababa, Ethiopia
32,1997,0.20956921860273972,8,WEREDA 14, Unknown, Addis Ababa, Ethiopia
32,1992,0.2521602584644809,9,WEREDA 14, Unknown, Addis Ababa, Ethiopia
32,1987,0.28022133859726034,10,WEREDA 14, Unknown, Addis Ababa, Ethiopia
33,1991,0.0661698390829507,1,WEREDA 18, Unknown, Addis Ababa, Ethiopia
33,1984,0.0840682881590437,2,WEREDA 18, Unknown, Addis Ababa, Ethiopia
33,1993,0.1039687689300822,3,WEREDA 18, Unknown, Addis Ababa, Ethiopia
33,1985,0.12270612043646573,4,WEREDA 18, Unknown, Addis Ababa, Ethiopia
33,1987,0.13057066591506844,5,WEREDA 18, Unknown, Addis Ababa, Ethiopia
33,1983,0.15306466630200002,6,WEREDA 18, Unknown, Addis Ababa, Ethiopia
33,2012,0.1792448359353552,7,WEREDA 18, Unknown, Addis Ababa, Ethiopia
33,2009,0.18317353531254793,8,WEREDA 18, Unknown, Addis Ababa, Ethiopia
33,1990,0.18389535571079452,9,WEREDA 18, Unknown, Addis Ababa, Ethiopia
