gid,Village,District,Region,Country,year,mean,rank
204,Jor, Zone 2, Gambela Peoples, Ethiopia,2008,2.8499976552459008,9
204,Jor, Zone 2, Gambela Peoples, Ethiopia,1991,2.9245499403305786,10
205,Harar/Hundene, Hundene, Harari People, Ethiopia,1993,1.209179733448276,1
205,Harar/Hundene, Hundene, Harari People, Ethiopia,1998,1.2460934466115705,2
205,Harar/Hundene, Hundene, Harari People, Ethiopia,2001,1.2659469114754098,3
205,Harar/Hundene, Hundene, Harari People, Ethiopia,2016,1.4067413442622954,4
205,Harar/Hundene, Hundene, Harari People, Ethiopia,2000,1.502305835081967,5
205,Harar/Hundene, Hundene, Harari People, Ethiopia,2005,1.6927806295901642,6
205,Harar/Hundene, Hundene, Harari People, Ethiopia,2002,1.7082997801639344,7
205,Harar/Hundene, Hundene, Harari People, Ethiopia,1985,1.708836028907563,8
205,Harar/Hundene, Hundene, Harari People, Ethiopia,1990,1.8153836472644629,9
205,Harar/Hundene, Hundene, Harari People, Ethiopia,1986,1.982211917857143,10
206,Amigna, Arsi, Oromia, Ethiopia,1990,0.5810266123140496,1
206,Amigna, Arsi, Oromia, Ethiopia,2000,0.6371854062131146,2
206,Amigna, Arsi, Oromia, Ethiopia,2005,0.8851099912295081,3
206,Amigna, Arsi, Oromia, Ethiopia,2002,0.917215896147541,4
206,Amigna, Arsi, Oromia, Ethiopia,2004,1.04583861352459,5
206,Amigna, Arsi, Oromia, Ethiopia,1997,1.2006072119672129,6
206,Amigna, Arsi, Oromia, Ethiopia,1985,1.3535733525210083,7
206,Amigna, Arsi, Oromia, Ethiopia,1995,1.3795088040677963,8
206,Amigna, Arsi, Oromia, Ethiopia,2009,1.4054573290163936,9
206,Amigna, Arsi, Oromia, Ethiopia,1984,1.4269443478260873,10
207,Aseko, Arsi, Oromia, Ethiopia,2000,1.167767907377049,1
207,Aseko, Arsi, Oromia, Ethiopia,2002,1.2500400263114757,2
207,Aseko, Arsi, Oromia, Ethiopia,1990,1.4735695817355372,3
207,Aseko, Arsi, Oromia, Ethiopia,1984,1.9062972862608696,4
207,Aseko, Arsi, Oromia, Ethiopia,2005,1.9552763918032792,5
207,Aseko, Arsi, Oromia, Ethiopia,2001,1.9696833459016392,6
207,Aseko, Arsi, Oromia, Ethiopia,1993,2.0038836805172413,7
207,Aseko, Arsi, Oromia, Ethiopia,2014,2.0572516277049178,8
207,Aseko, Arsi, Oromia, Ethiopia,2004,2.0688524793442618,9
207,Aseko, Arsi, Oromia, Ethiopia,2009,2.174030082459016,10
208,Bekoji, Arsi, Oromia, Ethiopia,1987,0.8163285345739129,1
208,Bekoji, Arsi, Oromia, Ethiopia,2002,1.1685104316639343,2
208,Bekoji, Arsi, Oromia, Ethiopia,1997,1.2928376583606564,3
208,Bekoji, Arsi, Oromia, Ethiopia,1984,1.3219378212608692,4
208,Bekoji, Arsi, Oromia, Ethiopia,1990,1.3447581329008265,5
208,Bekoji, Arsi, Oromia, Ethiopia,2000,1.3881657168770491,6
208,Bekoji, Arsi, Oromia, Ethiopia,2005,1.3911488972131147,7
208,Bekoji, Arsi, Oromia, Ethiopia,2001,1.5044036500327869,8
208,Bekoji, Arsi, Oromia, Ethiopia,2016,1.558032395,9
208,Bekoji, Arsi, Oromia, Ethiopia,2003,1.6612111990491805,10
209,Chole, Arsi, Oromia, Ethiopia,1990,0.7327384933884297,1
209,Chole, Arsi, Oromia, Ethiopia,2000,1.1105510755573769,2
209,Chole, Arsi, Oromia, Ethiopia,2002,1.4305642814754105,3
209,Chole, Arsi, Oromia, Ethiopia,2005,1.4613344506557373,4
209,Chole, Arsi, Oromia, Ethiopia,2009,1.4628343434426223,5
209,Chole, Arsi, Oromia, Ethiopia,2001,1.5599341187704925,6
209,Chole, Arsi, Oromia, Ethiopia,2018,2.107667240983606,7
209,Chole, Arsi, Oromia, Ethiopia,1997,2.1544255851639345,8
209,Chole, Arsi, Oromia, Ethiopia,1995,2.349295066101694,9
209,Chole, Arsi, Oromia, Ethiopia,2014,2.4162040440163928,10
210,Degeluna Tijo, Arsi, Oromia, Ethiopia,1984,0.8892206352173913,1
210,Degeluna Tijo, Arsi, Oromia, Ethiopia,1987,1.0376802220869563,2
210,Degeluna Tijo, Arsi, Oromia, Ethiopia,2000,1.3874549822131148,3
210,Degeluna Tijo, Arsi, Oromia, Ethiopia,1990,1.4789524885950414,4
210,Degeluna Tijo, Arsi, Oromia, Ethiopia,2002,1.4828445071311471,5
210,Degeluna Tijo, Arsi, Oromia, Ethiopia,2001,1.6609338231147537,6
210,Degeluna Tijo, Arsi, Oromia, Ethiopia,2005,1.7166930870491808,7
210,Degeluna Tijo, Arsi, Oromia, Ethiopia,1997,1.7186720984426231,8
210,Degeluna Tijo, Arsi, Oromia, Ethiopia,1995,1.9715844879661009,9
210,Degeluna Tijo, Arsi, Oromia, Ethiopia,2003,2.0379715983606554,10
211,Dodotana Sire, Arsi, Oromia, Ethiopia,1984,1.5656811150434786,1
211,Dodotana Sire, Arsi, Oromia, Ethiopia,2004,1.7867321953278696,2
211,Dodotana Sire, Arsi, Oromia, Ethiopia,2002,1.8638602362295085,3
211,Dodotana Sire, Arsi, Oromia, Ethiopia,1986,1.8646708532142853,4
211,Dodotana Sire, Arsi, Oromia, Ethiopia,2005,1.9314030909836069,5
211,Dodotana Sire, Arsi, Oromia, Ethiopia,2000,1.9605177046721312,6
211,Dodotana Sire, Arsi, Oromia, Ethiopia,2009,2.0895973243442625,7
211,Dodotana Sire, Arsi, Oromia, Ethiopia,1991,2.374375615454546,8
211,Dodotana Sire, Arsi, Oromia, Ethiopia,1993,2.4403541217241385,9
211,Dodotana Sire, Arsi, Oromia, Ethiopia,2001,2.4629490126803293,10
212,Gedeb, Arsi, Oromia, Ethiopia,1987,0.7535923307826086,1
212,Gedeb, Arsi, Oromia, Ethiopia,2002,1.0640300674590164,2
212,Gedeb, Arsi, Oromia, Ethiopia,2004,1.179566030245901,3
212,Gedeb, Arsi, Oromia, Ethiopia,1997,1.3458262284426226,4
212,Gedeb, Arsi, Oromia, Ethiopia,2016,1.4797702183606556,5
212,Gedeb, Arsi, Oromia, Ethiopia,2000,1.4817253527049177,6
212,Gedeb, Arsi, Oromia, Ethiopia,2003,1.4870177368032793,7
212,Gedeb, Arsi, Oromia, Ethiopia,2001,1.5367566937704913,8
212,Gedeb, Arsi, Oromia, Ethiopia,1992,1.5500280570833336,9
212,Gedeb, Arsi, Oromia, Ethiopia,2014,1.564954821721311,10
213,Gololcha, Arsi, Oromia, Ethiopia,2000,1.0396979159016393,1
213,Gololcha, Arsi, Oromia, Ethiopia,2002,1.1544040660655734,2
213,Gololcha, Arsi, Oromia, Ethiopia,2005,1.3001090800819677,3
213,Gololcha, Arsi, Oromia, Ethiopia,1990,1.422786857595042,4
213,Gololcha, Arsi, Oromia, Ethiopia,2009,1.4556418423449995,5
213,Gololcha, Arsi, Oromia, Ethiopia,1993,1.7247607673342242,6
213,Gololcha, Arsi, Oromia, Ethiopia,2001,1.738048200983607,7
213,Gololcha, Arsi, Oromia, Ethiopia,1997,1.7511880039590164,8
213,Gololcha, Arsi, Oromia, Ethiopia,2004,1.7923041913688524,9
213,Gololcha, Arsi, Oromia, Ethiopia,2008,1.9807061874836067,10
214,Hitosa, Arsi, Oromia, Ethiopia,1984,1.5086765246086955,1
214,Hitosa, Arsi, Oromia, Ethiopia,2004,1.5922074504918031,2
214,Hitosa, Arsi, Oromia, Ethiopia,2005,1.6716425118032787,3
214,Hitosa, Arsi, Oromia, Ethiopia,2000,1.6721903414754098,4
214,Hitosa, Arsi, Oromia, Ethiopia,2002,1.83721137147541,5
214,Hitosa, Arsi, Oromia, Ethiopia,1987,2.107187644086957,6
214,Hitosa, Arsi, Oromia, Ethiopia,2001,2.1659166105737704,7
214,Hitosa, Arsi, Oromia, Ethiopia,2009,2.1739299238524588,8
214,Hitosa, Arsi, Oromia, Ethiopia,1990,2.188471305785124,9
214,Hitosa, Arsi, Oromia, Ethiopia,1991,2.2967017180991744,10
215,Jeju, Arsi, Oromia, Ethiopia,2000,1.5880725467213117,1
215,Jeju, Arsi, Oromia, Ethiopia,1990,1.6165799159752068,2
215,Jeju, Arsi, Oromia, Ethiopia,2002,1.732805723114755,3
215,Jeju, Arsi, Oromia, Ethiopia,2005,1.8472163254098355,4
215,Jeju, Arsi, Oromia, Ethiopia,1986,1.937364848482143,5
215,Jeju, Arsi, Oromia, Ethiopia,2009,1.9617169649016388,6
215,Jeju, Arsi, Oromia, Ethiopia,2001,2.0316434094262297,7
215,Jeju, Arsi, Oromia, Ethiopia,2004,2.2306100665573765,8
215,Jeju, Arsi, Oromia, Ethiopia,1997,2.349524325909836,9
215,Jeju, Arsi, Oromia, Ethiopia,2015,2.5019633410819675,10
216,Kofele, Arsi, Oromia, Ethiopia,2000,1.3970315052459021,1
216,Kofele, Arsi, Oromia, Ethiopia,2002,1.4671635805737702,2
216,Kofele, Arsi, Oromia, Ethiopia,2004,1.5588158854918042,3
216,Kofele, Arsi, Oromia, Ethiopia,2001,1.842239020245902,4
216,Kofele, Arsi, Oromia, Ethiopia,2016,1.865918278688525,5
216,Kofele, Arsi, Oromia, Ethiopia,2005,1.8912843311475405,6
216,Kofele, Arsi, Oromia, Ethiopia,2003,1.98837544285246,7
216,Kofele, Arsi, Oromia, Ethiopia,2011,2.016576928467213,8
216,Kofele, Arsi, Oromia, Ethiopia,1987,2.2110371782608698,9
216,Kofele, Arsi, Oromia, Ethiopia,1989,2.283500357211865,10
217,Merti, Arsi, Oromia, Ethiopia,2000,1.3630595497540978,1
217,Merti, Arsi, Oromia, Ethiopia,2002,1.5268857634918034,2
217,Merti, Arsi, Oromia, Ethiopia,1990,1.6451846807024788,3
217,Merti, Arsi, Oromia, Ethiopia,2001,2.009147972155738,4
217,Merti, Arsi, Oromia, Ethiopia,2005,2.0120448789344265,5
217,Merti, Arsi, Oromia, Ethiopia,2009,2.105015999016393,6
217,Merti, Arsi, Oromia, Ethiopia,2016,2.155690376483608,7
217,Merti, Arsi, Oromia, Ethiopia,1997,2.220360012844264,8
217,Merti, Arsi, Oromia, Ethiopia,2004,2.455784340557377,9
217,Merti, Arsi, Oromia, Ethiopia,1984,2.5264858939391304,10
218,Munessa, Arsi, Oromia, Ethiopia,1984,1.5510264979565225,1
218,Munessa, Arsi, Oromia, Ethiopia,2005,1.5770238536065582,2
218,Munessa, Arsi, Oromia, Ethiopia,2001,1.5931028630327868,3
218,Munessa, Arsi, Oromia, Ethiopia,2000,1.6464765456229509,4
218,Munessa, Arsi, Oromia, Ethiopia,1997,1.6607783053278693,5
218,Munessa, Arsi, Oromia, Ethiopia,2002,1.6787492134426232,6
218,Munessa, Arsi, Oromia, Ethiopia,2011,1.7762246312295082,7
218,Munessa, Arsi, Oromia, Ethiopia,1992,1.8374294526666664,8
218,Munessa, Arsi, Oromia, Ethiopia,2003,1.9015850559918024,9
218,Munessa, Arsi, Oromia, Ethiopia,2004,1.9903256418032789,10
219,Robe, Arsi, Oromia, Ethiopia,2002,0.7346144525245899,1
219,Robe, Arsi, Oromia, Ethiopia,2000,1.0978670713934426,2
219,Robe, Arsi, Oromia, Ethiopia,2004,1.1398409796721312,3
219,Robe, Arsi, Oromia, Ethiopia,1984,1.3296621928173915,4
219,Robe, Arsi, Oromia, Ethiopia,2005,1.3823899465573768,5
219,Robe, Arsi, Oromia, Ethiopia,1987,1.4518212446869565,6
219,Robe, Arsi, Oromia, Ethiopia,2015,1.485373474016394,7
219,Robe, Arsi, Oromia, Ethiopia,2001,1.5108146266393443,8
219,Robe, Arsi, Oromia, Ethiopia,1990,1.5741224089338839,9
219,Robe, Arsi, Oromia, Ethiopia,1986,1.7153875467410715,10
220,Seru, Arsi, Oromia, Ethiopia,1990,0.5492082688929751,1
220,Seru, Arsi, Oromia, Ethiopia,2002,0.5553758941967214,2
220,Seru, Arsi, Oromia, Ethiopia,2000,0.5823861770491804,3
220,Seru, Arsi, Oromia, Ethiopia,1984,0.7552944049478262,4
220,Seru, Arsi, Oromia, Ethiopia,2009,0.7782176977049179,5
220,Seru, Arsi, Oromia, Ethiopia,2005,0.8297527928688522,6
220,Seru, Arsi, Oromia, Ethiopia,2004,0.8383181231967214,7
220,Seru, Arsi, Oromia, Ethiopia,1991,0.9069645050165293,8
220,Seru, Arsi, Oromia, Ethiopia,2018,0.9746923980655738,9
220,Seru, Arsi, Oromia, Ethiopia,2001,1.1478143366803282,10
221,Shirka, Arsi, Oromia, Ethiopia,1987,0.6630401201739129,1
221,Shirka, Arsi, Oromia, Ethiopia,2002,1.060737271311475,2
221,Shirka, Arsi, Oromia, Ethiopia,1997,1.1734907077950822,3
221,Shirka, Arsi, Oromia, Ethiopia,2000,1.200141816393442,4
221,Shirka, Arsi, Oromia, Ethiopia,1984,1.202270187304348,5
221,Shirka, Arsi, Oromia, Ethiopia,2001,1.4646115870491805,6
221,Shirka, Arsi, Oromia, Ethiopia,2015,1.4928728006229508,7
221,Shirka, Arsi, Oromia, Ethiopia,2005,1.6513173004098365,8
221,Shirka, Arsi, Oromia, Ethiopia,2004,1.74634557647541,9
221,Shirka, Arsi, Oromia, Ethiopia,1990,1.814152501239669,10
222,Sude, Arsi, Oromia, Ethiopia,1990,0.96627196,1
222,Sude, Arsi, Oromia, Ethiopia,2000,1.1225072372131146,2
222,Sude, Arsi, Oromia, Ethiopia,2002,1.311081325409836,3
222,Sude, Arsi, Oromia, Ethiopia,2005,1.4821484878688518,4
222,Sude, Arsi, Oromia, Ethiopia,2004,1.5691838492622954,5
222,Sude, Arsi, Oromia, Ethiopia,2001,1.881507382508197,6
222,Sude, Arsi, Oromia, Ethiopia,2009,2.0081719831147544,7
222,Sude, Arsi, Oromia, Ethiopia,2015,2.2907539580327883,8
222,Sude, Arsi, Oromia, Ethiopia,1984,2.354182395652174,9
222,Sude, Arsi, Oromia, Ethiopia,2014,2.3558133569672126,10
223,Tena, Arsi, Oromia, Ethiopia,2002,1.1634755475409837,1
223,Tena, Arsi, Oromia, Ethiopia,2000,1.4041441300000002,2
223,Tena, Arsi, Oromia, Ethiopia,2001,1.5489252467213108,3
223,Tena, Arsi, Oromia, Ethiopia,2015,1.6538014057377053,4
223,Tena, Arsi, Oromia, Ethiopia,1984,1.6633846834782609,5
223,Tena, Arsi, Oromia, Ethiopia,1987,1.6782918895652177,6
223,Tena, Arsi, Oromia, Ethiopia,2005,1.7520187607377045,7
223,Tena, Arsi, Oromia, Ethiopia,2004,1.79095032295082,8
223,Tena, Arsi, Oromia, Ethiopia,1990,1.9929557175206607,9
223,Tena, Arsi, Oromia, Ethiopia,1991,2.1938526602479342,10
224,Tiyo, Arsi, Oromia, Ethiopia,1984,1.3112002469565218,1
224,Tiyo, Arsi, Oromia, Ethiopia,1990,1.3480091996694212,2
224,Tiyo, Arsi, Oromia, Ethiopia,2002,1.457412192295082,3
224,Tiyo, Arsi, Oromia, Ethiopia,2004,1.5810208606557377,4
224,Tiyo, Arsi, Oromia, Ethiopia,2000,1.600745598032787,5
224,Tiyo, Arsi, Oromia, Ethiopia,1987,1.6049587907826084,6
224,Tiyo, Arsi, Oromia, Ethiopia,2005,1.6067381783606556,7
224,Tiyo, Arsi, Oromia, Ethiopia,2001,1.7708883221311482,8
224,Tiyo, Arsi, Oromia, Ethiopia,1993,1.9154817991379318,9
224,Tiyo, Arsi, Oromia, Ethiopia,2014,1.969037694262296,10
225,Ziway Gugda, Arsi, Oromia, Ethiopia,1984,1.1983635505913044,1
225,Ziway Gugda, Arsi, Oromia, Ethiopia,2004,1.338740952360656,2
225,Ziway Gugda, Arsi, Oromia, Ethiopia,2002,1.7675048936393445,3
225,Ziway Gugda, Arsi, Oromia, Ethiopia,1990,1.774599294834711,4
225,Ziway Gugda, Arsi, Oromia, Ethiopia,2000,1.8035354879672127,5
225,Ziway Gugda, Arsi, Oromia, Ethiopia,2001,1.8870873369672128,6
225,Ziway Gugda, Arsi, Oromia, Ethiopia,1993,1.8909393883448282,7
225,Ziway Gugda, Arsi, Oromia, Ethiopia,2005,1.9094113731967213,8
225,Ziway Gugda, Arsi, Oromia, Ethiopia,1989,1.9214755824830512,9
225,Ziway Gugda, Arsi, Oromia, Ethiopia,1987,1.960774850452174,10
226,Adaba, Bale, Oromia, Ethiopia,1987,0.6945509216513043,1
226,Adaba, Bale, Oromia, Ethiopia,2005,0.8365529841803279,2
226,Adaba, Bale, Oromia, Ethiopia,2002,0.8525292864414756,3
226,Adaba, Bale, Oromia, Ethiopia,2004,0.9291199258196722,4
226,Adaba, Bale, Oromia, Ethiopia,2001,0.9454572198934424,5
226,Adaba, Bale, Oromia, Ethiopia,2000,0.9545693067213116,6
226,Adaba, Bale, Oromia, Ethiopia,1991,1.0946501398246282,7
226,Adaba, Bale, Oromia, Ethiopia,1984,1.1832482320869562,8
226,Adaba, Bale, Oromia, Ethiopia,1995,1.2893676587656782,9
226,Adaba, Bale, Oromia, Ethiopia,1997,1.2905674850163944,10
227,Agarfa, Bale, Oromia, Ethiopia,2002,1.016338972377049,1
227,Agarfa, Bale, Oromia, Ethiopia,2004,1.050963566147541,2
227,Agarfa, Bale, Oromia, Ethiopia,2005,1.0918820821311477,3
227,Agarfa, Bale, Oromia, Ethiopia,2000,1.1005214872950821,4
227,Agarfa, Bale, Oromia, Ethiopia,2001,1.2188094186475409,5
227,Agarfa, Bale, Oromia, Ethiopia,1987,1.3036051211304351,6
227,Agarfa, Bale, Oromia, Ethiopia,1997,1.4070305390983595,7
227,Agarfa, Bale, Oromia, Ethiopia,1991,1.4793412336363634,8
227,Agarfa, Bale, Oromia, Ethiopia,1989,1.4863686200000008,9
227,Agarfa, Bale, Oromia, Ethiopia,2003,1.5790240883606557,10
228,Berbere, Bale, Oromia, Ethiopia,2004,0.09982272459016392,1
228,Berbere, Bale, Oromia, Ethiopia,2000,0.1211782830327869,2
228,Berbere, Bale, Oromia, Ethiopia,2001,0.18627584877049166,3
228,Berbere, Bale, Oromia, Ethiopia,1985,0.20566304478151265,4
228,Berbere, Bale, Oromia, Ethiopia,2009,0.23413582959016396,5
228,Berbere, Bale, Oromia, Ethiopia,1992,0.2578845283333333,6
228,Berbere, Bale, Oromia, Ethiopia,1999,0.2657348689256198,7
228,Berbere, Bale, Oromia, Ethiopia,2018,0.27042234311475405,8
228,Berbere, Bale, Oromia, Ethiopia,2003,0.3847138579344263,9
228,Berbere, Bale, Oromia, Ethiopia,2016,0.3890040696721313,10
229,Dodola, Bale, Oromia, Ethiopia,2002,1.0741783171311476,1
229,Dodola, Bale, Oromia, Ethiopia,2000,1.1967161140983609,2
229,Dodola, Bale, Oromia, Ethiopia,2004,1.3590282918032788,3
229,Dodola, Bale, Oromia, Ethiopia,1997,1.4909412528688517,4
229,Dodola, Bale, Oromia, Ethiopia,2016,1.506197352426229,5
229,Dodola, Bale, Oromia, Ethiopia,2005,1.5356595420491796,6
229,Dodola, Bale, Oromia, Ethiopia,2003,1.5747562618032782,7
229,Dodola, Bale, Oromia, Ethiopia,2009,1.690782781639344,8
229,Dodola, Bale, Oromia, Ethiopia,1987,1.6909476262608705,9
229,Dodola, Bale, Oromia, Ethiopia,2011,1.812289938180328,10
230,Gasera, Bale, Oromia, Ethiopia,2002,0.4522340212295083,1
230,Gasera, Bale, Oromia, Ethiopia,2004,0.6586620274180326,2
230,Gasera, Bale, Oromia, Ethiopia,2000,0.6829310249999999,3
230,Gasera, Bale, Oromia, Ethiopia,2005,0.7546339600819671,4
230,Gasera, Bale, Oromia, Ethiopia,2009,0.8612143012295079,5
230,Gasera, Bale, Oromia, Ethiopia,2001,0.9503355622950821,6
230,Gasera, Bale, Oromia, Ethiopia,1991,1.1034352339586777,7
230,Gasera, Bale, Oromia, Ethiopia,2018,1.1475077882786884,8
230,Gasera, Bale, Oromia, Ethiopia,1987,1.1778548850869563,9
230,Gasera, Bale, Oromia, Ethiopia,1989,1.2336594399999998,10
231,Ginir, Bale, Oromia, Ethiopia,1991,0.1475831212231405,1
231,Ginir, Bale, Oromia, Ethiopia,2001,0.1668740761557377,2
231,Ginir, Bale, Oromia, Ethiopia,2004,0.2145262009016393,3
231,Ginir, Bale, Oromia, Ethiopia,2009,0.2325317493442623,4
231,Ginir, Bale, Oromia, Ethiopia,1992,0.2392265836333333,5
231,Ginir, Bale, Oromia, Ethiopia,2000,0.23980180721311475,6
231,Ginir, Bale, Oromia, Ethiopia,2016,0.2419788351967213,7
231,Ginir, Bale, Oromia, Ethiopia,1990,0.2985945114793388,8
231,Ginir, Bale, Oromia, Ethiopia,1985,0.30256874690756297,9
231,Ginir, Bale, Oromia, Ethiopia,2005,0.3040313540983607,10
232,Goba, Bale, Oromia, Ethiopia,2004,0.3883903614754099,1
232,Goba, Bale, Oromia, Ethiopia,2000,0.39838913377049184,2
232,Goba, Bale, Oromia, Ethiopia,2003,0.5595800828770492,3
232,Goba, Bale, Oromia, Ethiopia,2001,0.5635975400000001,4
232,Goba, Bale, Oromia, Ethiopia,1985,0.7139346821848738,5
232,Goba, Bale, Oromia, Ethiopia,2002,0.7336464452131145,6
232,Goba, Bale, Oromia, Ethiopia,2005,0.7553198417213116,7
232,Goba, Bale, Oromia, Ethiopia,2018,0.7556625872131145,8
232,Goba, Bale, Oromia, Ethiopia,2009,0.8300633822213114,9
232,Goba, Bale, Oromia, Ethiopia,1991,0.8863819024462808,10
233,Gololcha, Bale, Oromia, Ethiopia,2009,0.24156042360655736,1
233,Gololcha, Bale, Oromia, Ethiopia,1990,0.3353812462809918,2
233,Gololcha, Bale, Oromia, Ethiopia,1984,0.3557989012869565,3
233,Gololcha, Bale, Oromia, Ethiopia,2018,0.3589300884672132,4
233,Gololcha, Bale, Oromia, Ethiopia,1991,0.3822510955289256,5
233,Gololcha, Bale, Oromia, Ethiopia,2001,0.3866450978688525,6
233,Gololcha, Bale, Oromia, Ethiopia,2000,0.3982507027049181,7
233,Gololcha, Bale, Oromia, Ethiopia,2004,0.41457478081967214,8
233,Gololcha, Bale, Oromia, Ethiopia,2002,0.4288975112295082,9
233,Gololcha, Bale, Oromia, Ethiopia,1999,0.4392777002479338,10
234,Goro, Bale, Oromia, Ethiopia,2001,0.0608899011885246,1
234,Goro, Bale, Oromia, Ethiopia,2004,0.08550055754098361,2
234,Goro, Bale, Oromia, Ethiopia,1991,0.1225485959504132,3
234,Goro, Bale, Oromia, Ethiopia,2000,0.12568754885245906,4
234,Goro, Bale, Oromia, Ethiopia,2016,0.1290924255327869,5
234,Goro, Bale, Oromia, Ethiopia,1985,0.13727573733613446,6
234,Goro, Bale, Oromia, Ethiopia,1992,0.13905470150833332,7
234,Goro, Bale, Oromia, Ethiopia,2009,0.13954891868852454,8
234,Goro, Bale, Oromia, Ethiopia,1999,0.15185240061157027,9
234,Goro, Bale, Oromia, Ethiopia,2002,0.1941525365573771,10
235,Guradamole, Bale, Oromia, Ethiopia,1985,0.01496974262184874,1
235,Guradamole, Bale, Oromia, Ethiopia,1999,0.02033863410743801,2
235,Guradamole, Bale, Oromia, Ethiopia,2004,0.022069857377049185,3
235,Guradamole, Bale, Oromia, Ethiopia,2009,0.023217426221311475,4
235,Guradamole, Bale, Oromia, Ethiopia,1991,0.02938729657851238,5
235,Guradamole, Bale, Oromia, Ethiopia,2016,0.033727932942622954,6
235,Guradamole, Bale, Oromia, Ethiopia,1995,0.05407227412711865,7
235,Guradamole, Bale, Oromia, Ethiopia,1990,0.05827389198347108,8
235,Guradamole, Bale, Oromia, Ethiopia,2001,0.061439113680327874,9
235,Guradamole, Bale, Oromia, Ethiopia,2003,0.07391586753278688,10
236,Kokosa, Bale, Oromia, Ethiopia,2000,1.3685635140983603,1
236,Kokosa, Bale, Oromia, Ethiopia,2004,1.4504966586065575,2
236,Kokosa, Bale, Oromia, Ethiopia,2002,1.9754831254918028,3
236,Kokosa, Bale, Oromia, Ethiopia,2016,2.0064151585245904,4
236,Kokosa, Bale, Oromia, Ethiopia,2005,2.093098541803279,5
236,Kokosa, Bale, Oromia, Ethiopia,2001,2.0968921740163933,6
236,Kokosa, Bale, Oromia, Ethiopia,2003,2.12214461942623,7
236,Kokosa, Bale, Oromia, Ethiopia,1999,2.42855634644628,8
236,Kokosa, Bale, Oromia, Ethiopia,2009,2.607210101557377,9
236,Kokosa, Bale, Oromia, Ethiopia,2014,2.6998554281967206,10
237,Legehida, Bale, Oromia, Ethiopia,2000,0.10411842505737706,1
237,Legehida, Bale, Oromia, Ethiopia,1991,0.13930856012396695,2
237,Legehida, Bale, Oromia, Ethiopia,1990,0.15531105487603308,3
237,Legehida, Bale, Oromia, Ethiopia,2005,0.16952777340163935,4
237,Legehida, Bale, Oromia, Ethiopia,1999,0.17306444457851242,5
237,Legehida, Bale, Oromia, Ethiopia,2009,0.18915287483606555,6
237,Legehida, Bale, Oromia, Ethiopia,2016,0.22754305901639346,7
237,Legehida, Bale, Oromia, Ethiopia,1993,0.2482833068965517,8
237,Legehida, Bale, Oromia, Ethiopia,2018,0.2654849434262295,9
237,Legehida, Bale, Oromia, Ethiopia,2004,0.2759714782786885,10
238,Meda Welabu, Bale, Oromia, Ethiopia,2004,0.030519391049180326,1
238,Meda Welabu, Bale, Oromia, Ethiopia,1992,0.032197674424999996,2
238,Meda Welabu, Bale, Oromia, Ethiopia,1999,0.04330577580991736,3
238,Meda Welabu, Bale, Oromia, Ethiopia,1985,0.05207245611764706,4
238,Meda Welabu, Bale, Oromia, Ethiopia,2015,0.05819755849500001,5
238,Meda Welabu, Bale, Oromia, Ethiopia,1993,0.05826250838198276,6
238,Meda Welabu, Bale, Oromia, Ethiopia,2009,0.05913310974590163,7
238,Meda Welabu, Bale, Oromia, Ethiopia,2017,0.06694215418852459,8
238,Meda Welabu, Bale, Oromia, Ethiopia,1994,0.07008954244537813,9
238,Meda Welabu, Bale, Oromia, Ethiopia,1991,0.08531419778512397,10
239,Mennana Arena Buluk, Bale, Oromia, Ethiopia,1995,0.08037758055084744,1
239,Mennana Arena Buluk, Bale, Oromia, Ethiopia,2009,0.09429731281967213,2
239,Mennana Arena Buluk, Bale, Oromia, Ethiopia,2004,0.11671664674590165,3
239,Mennana Arena Buluk, Bale, Oromia, Ethiopia,1999,0.13105355757024795,4
239,Mennana Arena Buluk, Bale, Oromia, Ethiopia,1992,0.13664554280833335,5
239,Mennana Arena Buluk, Bale, Oromia, Ethiopia,1994,0.15775442726050426,6
239,Mennana Arena Buluk, Bale, Oromia, Ethiopia,2000,0.16298524680327867,7
239,Mennana Arena Buluk, Bale, Oromia, Ethiopia,2016,0.1732988186557377,8
239,Mennana Arena Buluk, Bale, Oromia, Ethiopia,2015,0.18654998754918029,9
239,Mennana Arena Buluk, Bale, Oromia, Ethiopia,2001,0.19652570139344264,10
240,Nenesebo, Bale, Oromia, Ethiopia,2009,0.4839106231147542,1
240,Nenesebo, Bale, Oromia, Ethiopia,2000,0.5767818345901641,2
240,Nenesebo, Bale, Oromia, Ethiopia,2016,0.7117697608196722,3
240,Nenesebo, Bale, Oromia, Ethiopia,2002,0.7275820595081968,4
240,Nenesebo, Bale, Oromia, Ethiopia,2004,0.9328118336885244,5
240,Nenesebo, Bale, Oromia, Ethiopia,2003,0.9741250713934428,6
240,Nenesebo, Bale, Oromia, Ethiopia,2005,1.0681094813934426,7
240,Nenesebo, Bale, Oromia, Ethiopia,2018,1.0733315412295084,8
240,Nenesebo, Bale, Oromia, Ethiopia,1994,1.082182729327731,9
240,Nenesebo, Bale, Oromia, Ethiopia,1999,1.1176574658677687,10
241,Rayitu, Bale, Oromia, Ethiopia,2016,0.00031822616393442627,1
241,Rayitu, Bale, Oromia, Ethiopia,1991,0.0018069520661157027,2
241,Rayitu, Bale, Oromia, Ethiopia,1995,0.002929129406779661,3
