year,District,value
1985,Chinsali,274.09349
1986,Chinsali,275
1987,Chinsali,275
1988,Chinsali,275
1989,Chinsali,253.59472
1990,Chinsali,275
1991,Chinsali,275
1992,Chinsali,275
1993,Chinsali,275
1994,Chinsali,275
1995,Chinsali,271.31045
1996,Chinsali,273.83265
1997,Chinsali,274.56757
1998,Chinsali,266.25109
1999,Chinsali,264.70003
2000,Chinsali,275
2001,Chinsali,275
2002,Chinsali,264.07374
2003,Chinsali,261.28144
2004,Chinsali,273.18415
2005,Chinsali,275
2006,Chinsali,274.42177
2007,Chinsali,275
2008,Chinsali,275
2009,Chinsali,275
2010,Chinsali,275
2011,Chinsali,275
2012,Chinsali,275
2013,Chinsali,275
2014,Chinsali,256.70785
2015,Chinsali,275
2016,Chinsali,271.84232
2017,Chinsali,275
2018,Chinsali,275
2019,Chinsali,275
1981,Isoka,255.688102
1982,Isoka,268.11448
1983,Isoka,275
1984,Isoka,275
1985,Isoka,273.56024
1986,Isoka,275
1987,Isoka,275
1988,Isoka,275
1989,Isoka,258.74434
1990,Isoka,275
1991,Isoka,275
1992,Isoka,275
1993,Isoka,271.30701
1994,Isoka,275
1995,Isoka,264.17118
1996,Isoka,263.79528
1997,Isoka,271.98538
1998,Isoka,261.38543
1999,Isoka,263.42975
2000,Isoka,275
2001,Isoka,272.59131
2002,Isoka,264.69655
2003,Isoka,262.44537
2004,Isoka,275
2005,Isoka,275
2006,Isoka,266.86299
2007,Isoka,275
2008,Isoka,275
2009,Isoka,275
2010,Isoka,275
2011,Isoka,275
2012,Isoka,273.86922
2013,Isoka,275
2014,Isoka,255.13932
2015,Isoka,275
2016,Isoka,275
2017,Isoka,275
2018,Isoka,275
2019,Isoka,275
1981,Kanchibiya,262.23775
1982,Kanchibiya,255.70618
1983,Kanchibiya,273.88755
1984,Kanchibiya,275
1985,Kanchibiya,275
1986,Kanchibiya,275
1987,Kanchibiya,275
1988,Kanchibiya,275
1989,Kanchibiya,261.0061
1990,Kanchibiya,275
1991,Kanchibiya,275
1992,Kanchibiya,275
1993,Kanchibiya,275
1994,Kanchibiya,275
1995,Kanchibiya,275
1996,Kanchibiya,275
1997,Kanchibiya,269.92957
1998,Kanchibiya,275
1999,Kanchibiya,275
2000,Kanchibiya,275
2001,Kanchibiya,275
2002,Kanchibiya,275
2003,Kanchibiya,271.07683
2004,Kanchibiya,275
2005,Kanchibiya,275
2006,Kanchibiya,275
2007,Kanchibiya,269.55608
2008,Kanchibiya,275
2009,Kanchibiya,275
2010,Kanchibiya,275
2011,Kanchibiya,275
2012,Kanchibiya,275
2013,Kanchibiya,275
2014,Kanchibiya,274.84354
2015,Kanchibiya,275
2016,Kanchibiya,275
2017,Kanchibiya,275
2018,Kanchibiya,275
2019,Kanchibiya,275
1981,Lavushimanda,269.49684
1982,Lavushimanda,263.6255
1983,Lavushimanda,275
1984,Lavushimanda,275
1985,Lavushimanda,275
1986,Lavushimanda,275
1987,Lavushimanda,273.07677
1988,Lavushimanda,275
1989,Lavushimanda,247.520671
1990,Lavushimanda,270.72224
1991,Lavushimanda,272.64758
1992,Lavushimanda,275
1993,Lavushimanda,252.44937
1994,Lavushimanda,265.50937
1995,Lavushimanda,275
1996,Lavushimanda,272.5416
1997,Lavushimanda,273.12771
1998,Lavushimanda,275
1999,Lavushimanda,275
2000,Lavushimanda,275
2001,Lavushimanda,275
2002,Lavushimanda,275
2003,Lavushimanda,261.53399
2004,Lavushimanda,262.75227
2005,Lavushimanda,275
2006,Lavushimanda,275
2007,Lavushimanda,256.65418
2008,Lavushimanda,275
2009,Lavushimanda,275
2010,Lavushimanda,275
2011,Lavushimanda,275
2012,Lavushimanda,271.16239
2013,Lavushimanda,271.89394
2014,Lavushimanda,266.52588
2015,Lavushimanda,275
2016,Lavushimanda,265.44536
2017,Lavushimanda,275
2018,Lavushimanda,274.82649
2019,Lavushimanda,275
1981,Mafinga,258.457094
1982,Mafinga,273.1488
1983,Mafinga,275
1984,Mafinga,275
1985,Mafinga,273.47712
1986,Mafinga,275
1987,Mafinga,275
1988,Mafinga,275
1989,Mafinga,274.42134
1990,Mafinga,275
1991,Mafinga,275
1992,Mafinga,275
1993,Mafinga,270.6683
1994,Mafinga,275
1995,Mafinga,271.75468
1996,Mafinga,275
1997,Mafinga,275
1998,Mafinga,264.53948
1999,Mafinga,268.69103
2000,Mafinga,275
2001,Mafinga,273.5657
2002,Mafinga,265.00907
2003,Mafinga,274.5636
2004,Mafinga,275
2005,Mafinga,275
2006,Mafinga,274.50882
2007,Mafinga,275
2008,Mafinga,275
2009,Mafinga,275
2010,Mafinga,275
2011,Mafinga,275
2012,Mafinga,272.69576
2013,Mafinga,275
2014,Mafinga,263.9045
2015,Mafinga,275
2016,Mafinga,274.19464
2017,Mafinga,275
2018,Mafinga,275
2019,Mafinga,275
1981,Mpika,264.33278
1982,Mpika,256.51212
1983,Mpika,269.02396
1984,Mpika,275
1985,Mpika,275
1986,Mpika,275
1987,Mpika,274.19646
1988,Mpika,275
1989,Mpika,239.828977
1990,Mpika,270.33542
1991,Mpika,258.68165
1992,Mpika,275
1993,Mpika,272.55657
1994,Mpika,274.86943
1995,Mpika,275
1996,Mpika,268.32388
1997,Mpika,269.15353
1998,Mpika,275
1999,Mpika,275
2000,Mpika,275
2001,Mpika,262.19593
2002,Mpika,275
2003,Mpika,256.823938
2004,Mpika,267.82672
2005,Mpika,275
2006,Mpika,275
2007,Mpika,255.822704
2008,Mpika,275
2009,Mpika,275
2010,Mpika,275
2011,Mpika,275
2012,Mpika,275
2013,Mpika,274.96772
2014,Mpika,266.26619
2015,Mpika,275
2016,Mpika,259.528381
2017,Mpika,275
2018,Mpika,275
2019,Mpika,272.83096
1981,Nakonde,252.709119
1982,Nakonde,273.4307
1983,Nakonde,275
1984,Nakonde,275
1985,Nakonde,270.45766
1986,Nakonde,275
1987,Nakonde,275
1988,Nakonde,275
1989,Nakonde,273.01461
1990,Nakonde,275
1991,Nakonde,275
1992,Nakonde,275
1993,Nakonde,273.31552
1994,Nakonde,275
1995,Nakonde,264.08847
1996,Nakonde,269.97954
1997,Nakonde,275
1998,Nakonde,262.8651
1999,Nakonde,267.48422
2000,Nakonde,275
2001,Nakonde,275
2002,Nakonde,269.18223
2003,Nakonde,266.30332
2004,Nakonde,267.38229
2005,Nakonde,275
2006,Nakonde,268.93799
2007,Nakonde,275
2008,Nakonde,275
2009,Nakonde,275
2010,Nakonde,275
2011,Nakonde,275
2012,Nakonde,273.08323
2013,Nakonde,275
2014,Nakonde,264.37123
2015,Nakonde,275
2016,Nakonde,275
2017,Nakonde,275
2018,Nakonde,275
2019,Nakonde,275
1981,Shiwamg'andu,260.45968
1982,Shiwamg'andu,261.88598
1983,Shiwamg'andu,275
1984,Shiwamg'andu,275
1985,Shiwamg'andu,275
1986,Shiwamg'andu,275
1987,Shiwamg'andu,275
1988,Shiwamg'andu,275
1989,Shiwamg'andu,256.78649
1990,Shiwamg'andu,275
1991,Shiwamg'andu,275
1992,Shiwamg'andu,275
1993,Shiwamg'andu,275
1994,Shiwamg'andu,275
1995,Shiwamg'andu,275
1996,Shiwamg'andu,275
1997,Shiwamg'andu,269.83166
1998,Shiwamg'andu,275
1999,Shiwamg'andu,275
2000,Shiwamg'andu,275
2001,Shiwamg'andu,275
2002,Shiwamg'andu,272.06734
2003,Shiwamg'andu,266.1808
2004,Shiwamg'andu,275
2005,Shiwamg'andu,275
2006,Shiwamg'andu,275
2007,Shiwamg'andu,268.37207
2008,Shiwamg'andu,275
2009,Shiwamg'andu,275
2010,Shiwamg'andu,275
2011,Shiwamg'andu,275
2012,Shiwamg'andu,275
2013,Shiwamg'andu,275
2014,Shiwamg'andu,269.57801
2015,Shiwamg'andu,275
2016,Shiwamg'andu,275
2017,Shiwamg'andu,275
2018,Shiwamg'andu,275
2019,Shiwamg'andu,275
1981,Chavuma,272.47897
1982,Chavuma,244.088359
1983,Chavuma,275
1984,Chavuma,275
1985,Chavuma,272.77025
1986,Chavuma,274.97217
1987,Chavuma,275
1988,Chavuma,275
1989,Chavuma,264.97008
1990,Chavuma,275
1991,Chavuma,269.1083
1992,Chavuma,273.88318
1993,Chavuma,236.416442
1994,Chavuma,256.2271
1995,Chavuma,275
1996,Chavuma,275
1997,Chavuma,275
1998,Chavuma,275
1999,Chavuma,275
2000,Chavuma,275
2001,Chavuma,267.10962
2002,Chavuma,275
2003,Chavuma,275
2004,Chavuma,268.84364
2005,Chavuma,275
2006,Chavuma,273.22159
2007,Chavuma,257.922703
2008,Chavuma,266.48601
2009,Chavuma,275
2010,Chavuma,275
2011,Chavuma,275
2012,Chavuma,269.14125
2013,Chavuma,275
2014,Chavuma,262.36907
2015,Chavuma,275
2016,Chavuma,275
2017,Chavuma,275
2018,Chavuma,265.54313
2019,Chavuma,275
1981,Ikelenge,275
1982,Ikelenge,260.43171
1983,Ikelenge,275
1984,Ikelenge,275
1985,Ikelenge,275
1986,Ikelenge,275
1987,Ikelenge,275
1988,Ikelenge,275
1989,Ikelenge,275
1990,Ikelenge,275
1991,Ikelenge,271.57669
1992,Ikelenge,275
1993,Ikelenge,275
1994,Ikelenge,275
1995,Ikelenge,275
1996,Ikelenge,275
1997,Ikelenge,275
1998,Ikelenge,275
1999,Ikelenge,275
2000,Ikelenge,275
2001,Ikelenge,275
2002,Ikelenge,275
2003,Ikelenge,275
2004,Ikelenge,275
2005,Ikelenge,275
2006,Ikelenge,275
2007,Ikelenge,275
2008,Ikelenge,275
2009,Ikelenge,275
2010,Ikelenge,275
2011,Ikelenge,275
2012,Ikelenge,275
2013,Ikelenge,275
2014,Ikelenge,275
2015,Ikelenge,275
2016,Ikelenge,275
2017,Ikelenge,275
2018,Ikelenge,275
2019,Ikelenge,274.60048
1981,Kabompo,262.55254
1982,Kabompo,252.136029
1983,Kabompo,275
1984,Kabompo,275
1985,Kabompo,275
1986,Kabompo,275
1987,Kabompo,275
1988,Kabompo,270.54562
1989,Kabompo,263.67761
1990,Kabompo,266.9102
1991,Kabompo,272.68295
1992,Kabompo,275
1993,Kabompo,224.65918
1994,Kabompo,255.728505
1995,Kabompo,262.4252
1996,Kabompo,267.94009
1997,Kabompo,266.22727
1998,Kabompo,275
1999,Kabompo,275
2000,Kabompo,275
2001,Kabompo,260.59949
2002,Kabompo,275
2003,Kabompo,275
2004,Kabompo,275
2005,Kabompo,275
2006,Kabompo,263.30643
2007,Kabompo,254.94379
2008,Kabompo,261.07318
2009,Kabompo,275
2010,Kabompo,275
2011,Kabompo,275
2012,Kabompo,243.46298
2013,Kabompo,275
2014,Kabompo,261.70508
2015,Kabompo,275
2016,Kabompo,275
2017,Kabompo,275
2018,Kabompo,259.65046
2019,Kabompo,275
1981,Kalumbila,275
1982,Kalumbila,261.45772
1983,Kalumbila,275
1984,Kalumbila,275
1985,Kalumbila,275
1986,Kalumbila,270.1327
1987,Kalumbila,275
1988,Kalumbila,275
1989,Kalumbila,271.27094
1990,Kalumbila,275
1991,Kalumbila,275
1992,Kalumbila,275
1993,Kalumbila,237.748015
1994,Kalumbila,271.36123
1995,Kalumbila,275
1996,Kalumbila,275
1997,Kalumbila,275
1998,Kalumbila,275
1999,Kalumbila,275
2000,Kalumbila,275
2001,Kalumbila,275
2002,Kalumbila,275
2003,Kalumbila,275
2004,Kalumbila,275
2005,Kalumbila,275
2006,Kalumbila,275
2007,Kalumbila,256.709769
2008,Kalumbila,270.31515
2009,Kalumbila,275
2010,Kalumbila,275
2011,Kalumbila,275
2012,Kalumbila,275
2013,Kalumbila,275
2014,Kalumbila,266.49313
2015,Kalumbila,275
2016,Kalumbila,275
2017,Kalumbila,275
2018,Kalumbila,272.69539
2019,Kalumbila,275
1981,Kasempa,249.04433
1982,Kasempa,260.72609
1983,Kasempa,273.79159
1984,Kasempa,265.25454
1985,Kasempa,275
1986,Kasempa,275
1987,Kasempa,274.14022
1988,Kasempa,275
1989,Kasempa,268.70146
1990,Kasempa,266.15533
1991,Kasempa,275
1992,Kasempa,275
1993,Kasempa,222.532095
1994,Kasempa,250.237562
1995,Kasempa,262.59217
1996,Kasempa,259.716468
1997,Kasempa,275
1998,Kasempa,275
1999,Kasempa,275
2000,Kasempa,275
2001,Kasempa,263.83646
2002,Kasempa,275
2003,Kasempa,269.26393
2004,Kasempa,269.5382
2005,Kasempa,275
2006,Kasempa,263.62379
2007,Kasempa,255.82041
2008,Kasempa,267.48074
2009,Kasempa,275
2010,Kasempa,275
2011,Kasempa,275
2012,Kasempa,246.20562
2013,Kasempa,275
2014,Kasempa,259.710434
2015,Kasempa,275
2016,Kasempa,269.40171
2017,Kasempa,275
2018,Kasempa,259.514316
2019,Kasempa,274.28304
1981,Manyinga,266.26958
1982,Manyinga,255.426975
1983,Manyinga,275
1984,Manyinga,275
1985,Manyinga,275
1986,Manyinga,274.93459
1987,Manyinga,275
1988,Manyinga,265.91458
1989,Manyinga,273.40265
1990,Manyinga,274.47372
1991,Manyinga,275
1992,Manyinga,275
1993,Manyinga,240.218366
1994,Manyinga,267.93282
1995,Manyinga,275
1996,Manyinga,275
1997,Manyinga,275
1998,Manyinga,275
1999,Manyinga,275
2000,Manyinga,275
2001,Manyinga,275
2002,Manyinga,275
2003,Manyinga,275
2004,Manyinga,275
2005,Manyinga,275
2006,Manyinga,275
2007,Manyinga,259.260065
2008,Manyinga,265.88312
2009,Manyinga,275
2010,Manyinga,275
2011,Manyinga,275
2012,Manyinga,275
2013,Manyinga,275
2014,Manyinga,268.78244
2015,Manyinga,275
2016,Manyinga,275
2017,Manyinga,275
2018,Manyinga,265.13285
2019,Manyinga,275
1981,Mufumbwe,236.383913
1982,Mufumbwe,255.609422
1983,Mufumbwe,275
1984,Mufumbwe,267.92287
1985,Mufumbwe,275
1986,Mufumbwe,275
1987,Mufumbwe,275
1988,Mufumbwe,275
1989,Mufumbwe,270.30067
1990,Mufumbwe,269.1577
1991,Mufumbwe,275
1992,Mufumbwe,275
1993,Mufumbwe,226.309459
1994,Mufumbwe,247.984552
1995,Mufumbwe,268.22713
1996,Mufumbwe,259.311599
1997,Mufumbwe,275
1998,Mufumbwe,275
1999,Mufumbwe,275
2000,Mufumbwe,275
2001,Mufumbwe,265.17999
2002,Mufumbwe,275
2003,Mufumbwe,272.10837
2004,Mufumbwe,275
2005,Mufumbwe,275
2006,Mufumbwe,267.1072
2007,Mufumbwe,255.888082
2008,Mufumbwe,266.31306
2009,Mufumbwe,275
2010,Mufumbwe,275
2011,Mufumbwe,275
2012,Mufumbwe,240.19303
2013,Mufumbwe,275
2014,Mufumbwe,260.52087
2015,Mufumbwe,275
2016,Mufumbwe,275
2017,Mufumbwe,275
2018,Mufumbwe,259.718159
2019,Mufumbwe,274.64314
1981,Mushindano,274.62036
1982,Mushindano,260.86461
1983,Mushindano,275
1984,Mushindano,275
1985,Mushindano,275
1986,Mushindano,272.93138
1987,Mushindano,275
1988,Mushindano,275
1989,Mushindano,269.03396
1990,Mushindano,275
1991,Mushindano,275
1992,Mushindano,275
1993,Mushindano,268.94208
1994,Mushindano,264.21456
1995,Mushindano,275
1996,Mushindano,275
1997,Mushindano,275
1998,Mushindano,275
1999,Mushindano,275
2000,Mushindano,275
2001,Mushindano,275
2002,Mushindano,275
2003,Mushindano,273.74229
2004,Mushindano,275
2005,Mushindano,275
2006,Mushindano,275
2007,Mushindano,260.03142
2008,Mushindano,275
2009,Mushindano,275
2010,Mushindano,275
2011,Mushindano,275
2012,Mushindano,275
2013,Mushindano,275
2014,Mushindano,274.24502
2015,Mushindano,275
2016,Mushindano,263.05349
2017,Mushindano,275
2018,Mushindano,275
2019,Mushindano,274.02026
1981,Mwinilunga,275
1982,Mwinilunga,257.172204
1983,Mwinilunga,275
1984,Mwinilunga,275
1985,Mwinilunga,275
1986,Mwinilunga,275
1987,Mwinilunga,275
1988,Mwinilunga,275
1989,Mwinilunga,275
1990,Mwinilunga,275
1991,Mwinilunga,275
1992,Mwinilunga,275
1993,Mwinilunga,259.17843
1994,Mwinilunga,275
1995,Mwinilunga,275
1996,Mwinilunga,275
1997,Mwinilunga,275
1998,Mwinilunga,275
1999,Mwinilunga,275
2000,Mwinilunga,275
2001,Mwinilunga,275
2002,Mwinilunga,275
2003,Mwinilunga,275
2004,Mwinilunga,275
2005,Mwinilunga,275
2006,Mwinilunga,275
2007,Mwinilunga,269.1872
2008,Mwinilunga,274.49413
2009,Mwinilunga,275
2010,Mwinilunga,275
2011,Mwinilunga,275
2012,Mwinilunga,275
2013,Mwinilunga,275
2014,Mwinilunga,275
2015,Mwinilunga,275
2016,Mwinilunga,275
2017,Mwinilunga,275
2018,Mwinilunga,268.92232
2019,Mwinilunga,275
1981,Solwezi,275
1982,Solwezi,266.9794
1983,Solwezi,272.24637
1984,Solwezi,275
1985,Solwezi,275
1986,Solwezi,270.634
1987,Solwezi,267.26076
1988,Solwezi,275
1989,Solwezi,272.10629
1990,Solwezi,275
1991,Solwezi,275
1992,Solwezi,275
1993,Solwezi,241.06697
1994,Solwezi,266.04402
1995,Solwezi,267.88846
1996,Solwezi,275
1997,Solwezi,275
1998,Solwezi,275
1999,Solwezi,275
2000,Solwezi,275
2001,Solwezi,275
2002,Solwezi,275
2003,Solwezi,275
2004,Solwezi,275
2005,Solwezi,275
2006,Solwezi,272.72742
2007,Solwezi,257.162417
2008,Solwezi,270.90957
2009,Solwezi,275
2010,Solwezi,275
2011,Solwezi,275
2012,Solwezi,273.31993
2013,Solwezi,275
2014,Solwezi,267.25448
2015,Solwezi,275
2016,Solwezi,267.18282
2017,Solwezi,275
2018,Solwezi,275
2019,Solwezi,274.8562
1981,Zambezi,267.76661
1982,Zambezi,248.891721
1983,Zambezi,275
1984,Zambezi,275
1985,Zambezi,275
1986,Zambezi,275
1987,Zambezi,275
1988,Zambezi,275
1989,Zambezi,263.80342
1990,Zambezi,274.40941
1991,Zambezi,269.42949
1992,Zambezi,275
1993,Zambezi,230.810809
1994,Zambezi,258.916286
1995,Zambezi,272.18698
1996,Zambezi,275
1997,Zambezi,268.94613
1998,Zambezi,275
1999,Zambezi,275
2000,Zambezi,275
2001,Zambezi,259.68708
2002,Zambezi,275
2003,Zambezi,270.06553
2004,Zambezi,270.40739
2005,Zambezi,275
2006,Zambezi,266.23819
2007,Zambezi,255.951653
2008,Zambezi,259.851026
2009,Zambezi,275
2010,Zambezi,275
2011,Zambezi,273.00768
2012,Zambezi,253.16451
2013,Zambezi,275
2014,Zambezi,260.16055
2015,Zambezi,275
2016,Zambezi,271.38103
2017,Zambezi,275
2018,Zambezi,261.20703
2019,Zambezi,275
1981,Chilubi,260.65718
1982,Chilubi,261.93664
1983,Chilubi,275
1984,Chilubi,275
1985,Chilubi,275
1986,Chilubi,275
1987,Chilubi,275
1988,Chilubi,275
1989,Chilubi,271.96361
1990,Chilubi,275
1991,Chilubi,275
1992,Chilubi,275
1993,Chilubi,275
1994,Chilubi,275
1995,Chilubi,275
1996,Chilubi,275
1997,Chilubi,275
1998,Chilubi,275
1999,Chilubi,275
2000,Chilubi,275
2001,Chilubi,275
2002,Chilubi,275
2003,Chilubi,275
2004,Chilubi,275
2005,Chilubi,275
2006,Chilubi,275
2007,Chilubi,275
2008,Chilubi,275
2009,Chilubi,275
2010,Chilubi,275
2011,Chilubi,275
2012,Chilubi,275
2013,Chilubi,275
2014,Chilubi,275
2015,Chilubi,275
2016,Chilubi,275
2017,Chilubi,275
2018,Chilubi,275
2019,Chilubi,275
1981,Kaputa,275
1982,Kaputa,275
1983,Kaputa,275
1984,Kaputa,275
1985,Kaputa,275
1986,Kaputa,275
1987,Kaputa,275
1988,Kaputa,260.05063
1989,Kaputa,275
1990,Kaputa,275
1991,Kaputa,275
1992,Kaputa,275
1993,Kaputa,275
1994,Kaputa,275
1995,Kaputa,275
1996,Kaputa,275
1997,Kaputa,275
1998,Kaputa,266.81695
1999,Kaputa,275
2000,Kaputa,274.28571
2001,Kaputa,275
2002,Kaputa,255.997788
2003,Kaputa,275
2004,Kaputa,275
2005,Kaputa,275
2006,Kaputa,275
2007,Kaputa,275
2008,Kaputa,275
2009,Kaputa,275
2010,Kaputa,270.63456
2011,Kaputa,275
2012,Kaputa,275
2013,Kaputa,275
2014,Kaputa,275
2015,Kaputa,275
2016,Kaputa,275
2017,Kaputa,275
2018,Kaputa,275
2019,Kaputa,275
1981,Kasama,256.016212
1982,Kasama,265.81452
1983,Kasama,275
1984,Kasama,275
1985,Kasama,275
1986,Kasama,275
1987,Kasama,275
1988,Kasama,275
1989,Kasama,275
1990,Kasama,275
1991,Kasama,275
1992,Kasama,275
1993,Kasama,275
1994,Kasama,275
1995,Kasama,275
1996,Kasama,275
1997,Kasama,275
1998,Kasama,275
1999,Kasama,275
2000,Kasama,275
2001,Kasama,275
2002,Kasama,271.65966
2003,Kasama,275
2004,Kasama,275
2005,Kasama,275
2006,Kasama,275
2007,Kasama,275
2008,Kasama,275
2009,Kasama,275
2010,Kasama,275
2011,Kasama,275
2012,Kasama,275
2013,Kasama,275
2014,Kasama,275
2015,Kasama,275
2016,Kasama,275
2017,Kasama,275
2018,Kasama,275
2019,Kasama,275
1981,Lunte District,258.312609
1982,Lunte District,266.40319
1983,Lunte District,275
1984,Lunte District,275
1985,Lunte District,275
1986,Lunte District,275
1987,Lunte District,275
1988,Lunte District,275
1989,Lunte District,275
1990,Lunte District,275
1991,Lunte District,275
1992,Lunte District,275
1993,Lunte District,275
1994,Lunte District,275
1995,Lunte District,275
1996,Lunte District,275
1997,Lunte District,275
1998,Lunte District,275
1999,Lunte District,275
2000,Lunte District,275
2001,Lunte District,275
2002,Lunte District,268.30153
2003,Lunte District,275
2004,Lunte District,275
2005,Lunte District,275
2006,Lunte District,275
2007,Lunte District,275
2008,Lunte District,275
2009,Lunte District,275
2010,Lunte District,275
2011,Lunte District,275
2012,Lunte District,275
2013,Lunte District,275
2014,Lunte District,275
2015,Lunte District,275
2016,Lunte District,275
2017,Lunte District,275
2018,Lunte District,275
2019,Lunte District,275
1981,Lupososhi,265.99576
1982,Lupososhi,274.25308
1983,Lupososhi,275
1984,Lupososhi,275
1985,Lupososhi,275
1986,Lupososhi,275
1987,Lupososhi,275
1988,Lupososhi,275
1989,Lupososhi,275
1990,Lupososhi,275
1991,Lupososhi,275
1992,Lupososhi,275
1993,Lupososhi,275
1994,Lupososhi,275
1995,Lupososhi,275
1996,Lupososhi,275
1997,Lupososhi,275
1998,Lupososhi,275
1999,Lupososhi,275
2000,Lupososhi,275
2001,Lupososhi,275
2002,Lupososhi,275
2003,Lupososhi,275
2004,Lupososhi,275
2005,Lupososhi,275
2006,Lupososhi,275
2007,Lupososhi,275
2008,Lupososhi,275
2009,Lupososhi,275
2010,Lupososhi,275
2011,Lupososhi,275
2012,Lupososhi,275
2013,Lupososhi,275
2014,Lupososhi,275
2015,Lupososhi,275
2016,Lupososhi,275
2017,Lupososhi,275
2018,Lupososhi,275
2019,Lupososhi,275
1981,Luwingu,259.569645
1982,Luwingu,269.48652
1983,Luwingu,275
1984,Luwingu,275
1985,Luwingu,275
1986,Luwingu,275
1987,Luwingu,275
1988,Luwingu,275
1989,Luwingu,275
1990,Luwingu,275
1991,Luwingu,275
1992,Luwingu,275
1993,Luwingu,275
1994,Luwingu,275
1995,Luwingu,275
1996,Luwingu,275
1997,Luwingu,275
1998,Luwingu,275
1999,Luwingu,275
2000,Luwingu,275
2001,Luwingu,275
2002,Luwingu,275
2003,Luwingu,275
2004,Luwingu,275
2005,Luwingu,275
2006,Luwingu,275
2007,Luwingu,275
2008,Luwingu,275
2009,Luwingu,275
2010,Luwingu,275
2011,Luwingu,275
2012,Luwingu,275
2013,Luwingu,275
2014,Luwingu,275
2015,Luwingu,275
2016,Luwingu,275
2017,Luwingu,275
2018,Luwingu,275
2019,Luwingu,275
1981,Mbala,253.626396
1982,Mbala,275
1983,Mbala,275
1984,Mbala,275
1985,Mbala,275
1986,Mbala,275
1987,Mbala,275
1988,Mbala,275
1989,Mbala,275
1990,Mbala,275
1991,Mbala,275
1992,Mbala,275
1993,Mbala,275
1994,Mbala,275
1995,Mbala,275
1996,Mbala,275
1997,Mbala,275
1998,Mbala,275
1999,Mbala,275
2000,Mbala,275
2001,Mbala,271.28853
2002,Mbala,267.99293
2003,Mbala,275
2004,Mbala,271.82592
2005,Mbala,275
2006,Mbala,275
2007,Mbala,275
2008,Mbala,275
2009,Mbala,275
2010,Mbala,268.59226
2011,Mbala,275
2012,Mbala,275
2013,Mbala,275
2014,Mbala,275
2015,Mbala,275
2016,Mbala,275
2017,Mbala,270.70998
2018,Mbala,275
2019,Mbala,275
1981,Mporokoso,267.02032
1982,Mporokoso,275
1983,Mporokoso,275
1984,Mporokoso,275
1985,Mporokoso,275
1986,Mporokoso,275
1987,Mporokoso,275
1988,Mporokoso,268.65363
1989,Mporokoso,275
1990,Mporokoso,275
1991,Mporokoso,275
1992,Mporokoso,275
1993,Mporokoso,275
1994,Mporokoso,275
1995,Mporokoso,275
1996,Mporokoso,275
1997,Mporokoso,275
1998,Mporokoso,275
1999,Mporokoso,275
2000,Mporokoso,275
2001,Mporokoso,275
2002,Mporokoso,259.164456
2003,Mporokoso,275
2004,Mporokoso,275
2005,Mporokoso,275
2006,Mporokoso,275
2007,Mporokoso,275
2008,Mporokoso,275
2009,Mporokoso,275
2010,Mporokoso,275
2011,Mporokoso,275
2012,Mporokoso,275
2013,Mporokoso,275
2014,Mporokoso,275
2015,Mporokoso,275
2016,Mporokoso,275
2017,Mporokoso,275
2018,Mporokoso,275
2019,Mporokoso,275
1981,Mpulungu,254.53014
1982,Mpulungu,273.93181
1983,Mpulungu,275
1984,Mpulungu,275
1985,Mpulungu,275
1986,Mpulungu,275
1987,Mpulungu,275
1988,Mpulungu,275
1989,Mpulungu,275
1990,Mpulungu,275
1991,Mpulungu,275
1992,Mpulungu,275
1993,Mpulungu,275
1994,Mpulungu,275
1995,Mpulungu,275
1996,Mpulungu,275
1997,Mpulungu,275
1998,Mpulungu,275
1999,Mpulungu,275
2000,Mpulungu,275
2001,Mpulungu,275
2002,Mpulungu,265.26021
2003,Mpulungu,275
2004,Mpulungu,275
2005,Mpulungu,275
2006,Mpulungu,275
2007,Mpulungu,275
2008,Mpulungu,275
2009,Mpulungu,275
2010,Mpulungu,270.88651
2011,Mpulungu,275
2012,Mpulungu,275
2013,Mpulungu,275
2014,Mpulungu,275
2015,Mpulungu,275
2016,Mpulungu,275
2017,Mpulungu,275
2018,Mpulungu,275
2019,Mpulungu,275
1981,Mungwi,254.08673
1982,Mungwi,264.81847
1983,Mungwi,275
1984,Mungwi,275
1985,Mungwi,275
1986,Mungwi,275
1987,Mungwi,275
1988,Mungwi,275
1989,Mungwi,275
1990,Mungwi,275
1991,Mungwi,275
1992,Mungwi,275
1993,Mungwi,275
1994,Mungwi,275
1995,Mungwi,275
1996,Mungwi,275
1997,Mungwi,273.40927
1998,Mungwi,275
1999,Mungwi,270.45293
2000,Mungwi,275
2001,Mungwi,275
2002,Mungwi,267.0877
2003,Mungwi,275
2004,Mungwi,275
2005,Mungwi,275
2006,Mungwi,273.81172
2007,Mungwi,275
2008,Mungwi,275
2009,Mungwi,275
2010,Mungwi,275
2011,Mungwi,275
2012,Mungwi,275
2013,Mungwi,275
2014,Mungwi,271.2345
2015,Mungwi,275
2016,Mungwi,270.83748
2017,Mungwi,275
2018,Mungwi,275
2019,Mungwi,275
1981,Nsama,260.35664
1982,Nsama,275
1983,Nsama,275
1984,Nsama,275
1985,Nsama,275
1986,Nsama,275
1987,Nsama,275
1988,Nsama,271.39491
1989,Nsama,275
1990,Nsama,275
1991,Nsama,275
1992,Nsama,275
1993,Nsama,275
1994,Nsama,275
1995,Nsama,275
1996,Nsama,275
1997,Nsama,275
1998,Nsama,275
