Region,District,Village,year,rank,_index
Amhara,Shebel Berenta,Ansheb,1999,6,172
Amhara,Shebel Berenta,Ansheb,2002,5,172
Amhara,Shebel Berenta,Ansheb,2004,4,172
Amhara,Shebel Berenta,Ansheb,1993,3,172
Amhara,Shebel Berenta,Ansheb,2008,2,172
Amhara,Shebel Berenta,Ansheb,2011,1,172
Amhara,Shebel Berenta,Gedayasu,1984,10,173
Amhara,Shebel Berenta,Gedayasu,1987,9,173
Amhara,Shebel Berenta,Gedayasu,2014,8,173
Amhara,Shebel Berenta,Gedayasu,2001,7,173
Amhara,Shebel Berenta,Gedayasu,2004,6,173
Amhara,Shebel Berenta,Gedayasu,1994,5,173
Amhara,Shebel Berenta,Gedayasu,1998,4,173
Amhara,Shebel Berenta,Gedayasu,1989,3,173
Amhara,Shebel Berenta,Gedayasu,2012,2,173
Amhara,Shebel Berenta,Gedayasu,2003,1,173
Amhara,Goncha Siso Enese,Filatako,1984,10,174
Amhara,Goncha Siso Enese,Filatako,1996,9,174
Amhara,Goncha Siso Enese,Filatako,1986,8,174
Amhara,Goncha Siso Enese,Filatako,2000,7,174
Amhara,Goncha Siso Enese,Filatako,1990,6,174
Amhara,Goncha Siso Enese,Filatako,2015,5,174
Amhara,Goncha Siso Enese,Filatako,2017,4,174
Amhara,Goncha Siso Enese,Filatako,1991,3,174
Amhara,Goncha Siso Enese,Filatako,2006,2,174
Amhara,Goncha Siso Enese,Filatako,2018,1,174
Amhara,Ebenat,Jiman Deregeha,1987,10,175
Amhara,Ebenat,Jiman Deregeha,1985,9,175
Amhara,Ebenat,Jiman Deregeha,2014,8,175
Amhara,Ebenat,Jiman Deregeha,1990,7,175
Amhara,Ebenat,Jiman Deregeha,2017,6,175
Amhara,Ebenat,Jiman Deregeha,1988,5,175
Amhara,Ebenat,Jiman Deregeha,2007,4,175
Amhara,Ebenat,Jiman Deregeha,2013,3,175
Amhara,Ebenat,Jiman Deregeha,1986,2,175
Amhara,Ebenat,Jiman Deregeha,2012,1,175
Amhara,Goncha Siso Enese,Abarwuha,1984,10,176
Amhara,Goncha Siso Enese,Abarwuha,2015,9,176
Amhara,Goncha Siso Enese,Abarwuha,2001,8,176
Amhara,Goncha Siso Enese,Abarwuha,2002,7,176
Amhara,Goncha Siso Enese,Abarwuha,1986,6,176
Amhara,Goncha Siso Enese,Abarwuha,1994,5,176
Amhara,Goncha Siso Enese,Abarwuha,1995,4,176
Amhara,Goncha Siso Enese,Abarwuha,2010,3,176
Amhara,Goncha Siso Enese,Abarwuha,2016,2,176
Amhara,Goncha Siso Enese,Abarwuha,2018,1,176
Amhara,Goncha Siso Enese,Derit,1984,10,177
Amhara,Goncha Siso Enese,Derit,1993,9,177
Amhara,Goncha Siso Enese,Derit,1997,8,177
Amhara,Goncha Siso Enese,Derit,2002,7,177
Amhara,Goncha Siso Enese,Derit,2004,6,177
Amhara,Goncha Siso Enese,Derit,2015,5,177
Amhara,Goncha Siso Enese,Derit,2001,4,177
Amhara,Goncha Siso Enese,Derit,1987,3,177
Amhara,Goncha Siso Enese,Derit,1995,2,177
Amhara,Goncha Siso Enese,Derit,2007,1,177
