gid,year,mean,rank,district,Zone,Kwilu,Country
224,2015,1.961764354,10,Tiyo, Arsi, Oromia, Ethiopia
224,2002,2.118822001,9,Tiyo, Arsi, Oromia, Ethiopia
224,2014,2.235484424,8,Tiyo, Arsi, Oromia, Ethiopia
224,1987,2.375682307,7,Tiyo, Arsi, Oromia, Ethiopia
224,1999,2.418242261,6,Tiyo, Arsi, Oromia, Ethiopia
224,2009,2.424276692,5,Tiyo, Arsi, Oromia, Ethiopia
224,1991,2.469912487,4,Tiyo, Arsi, Oromia, Ethiopia
224,1985,2.502915552,3,Tiyo, Arsi, Oromia, Ethiopia
224,2004,2.54301625,2,Tiyo, Arsi, Oromia, Ethiopia
224,2005,2.544688858,1,Tiyo, Arsi, Oromia, Ethiopia
225,2015,1.656409165,10,Ziway Gugda, Arsi, Oromia, Ethiopia
225,2002,1.804568212,9,Ziway Gugda, Arsi, Oromia, Ethiopia
225,2014,1.821740037,8,Ziway Gugda, Arsi, Oromia, Ethiopia
225,1987,2.018003087,7,Ziway Gugda, Arsi, Oromia, Ethiopia
225,1999,2.025154723,6,Ziway Gugda, Arsi, Oromia, Ethiopia
225,1995,2.027396024,5,Ziway Gugda, Arsi, Oromia, Ethiopia
225,1991,2.052512153,4,Ziway Gugda, Arsi, Oromia, Ethiopia
225,1994,2.073483818,3,Ziway Gugda, Arsi, Oromia, Ethiopia
225,1985,2.073808408,2,Ziway Gugda, Arsi, Oromia, Ethiopia
225,1984,2.099466144,1,Ziway Gugda, Arsi, Oromia, Ethiopia
226,1984,2.11115053,10,Adaba, Bale, Oromia, Ethiopia
226,2004,2.228553374,9,Adaba, Bale, Oromia, Ethiopia
226,2002,2.24058,8,Adaba, Bale, Oromia, Ethiopia
226,2014,2.266608062,7,Adaba, Bale, Oromia, Ethiopia
226,2009,2.303127136,6,Adaba, Bale, Oromia, Ethiopia
226,2012,2.340276591,5,Adaba, Bale, Oromia, Ethiopia
226,1991,2.364835273,4,Adaba, Bale, Oromia, Ethiopia
226,2000,2.427118788,3,Adaba, Bale, Oromia, Ethiopia
226,2015,2.43918905,2,Adaba, Bale, Oromia, Ethiopia
226,2011,2.451024796,1,Adaba, Bale, Oromia, Ethiopia
227,1984,1.971816281,10,Agarfa, Bale, Oromia, Ethiopia
227,2009,2.008240321,9,Agarfa, Bale, Oromia, Ethiopia
227,2002,2.021955241,8,Agarfa, Bale, Oromia, Ethiopia
227,2015,2.028297205,7,Agarfa, Bale, Oromia, Ethiopia
227,2014,2.033025582,6,Agarfa, Bale, Oromia, Ethiopia
227,2012,2.191957325,5,Agarfa, Bale, Oromia, Ethiopia
227,1990,2.218737087,4,Agarfa, Bale, Oromia, Ethiopia
227,2004,2.22148001,3,Agarfa, Bale, Oromia, Ethiopia
227,1985,2.226760593,2,Agarfa, Bale, Oromia, Ethiopia
227,2005,2.252164016,1,Agarfa, Bale, Oromia, Ethiopia
228,2004,1.844034138,10,Berbere, Bale, Oromia, Ethiopia
228,1984,1.884005529,9,Berbere, Bale, Oromia, Ethiopia
228,2002,1.887389112,8,Berbere, Bale, Oromia, Ethiopia
228,1999,1.928369712,7,Berbere, Bale, Oromia, Ethiopia
228,2014,1.969795118,6,Berbere, Bale, Oromia, Ethiopia
228,2009,1.979720717,5,Berbere, Bale, Oromia, Ethiopia
228,2000,1.995167636,4,Berbere, Bale, Oromia, Ethiopia
228,1988,2.017212786,3,Berbere, Bale, Oromia, Ethiopia
228,1991,2.02938908,2,Berbere, Bale, Oromia, Ethiopia
228,1993,2.117971826,1,Berbere, Bale, Oromia, Ethiopia
229,1984,2.203631336,10,Dodola, Bale, Oromia, Ethiopia
229,1991,2.35173222,9,Dodola, Bale, Oromia, Ethiopia
229,2004,2.37048213,8,Dodola, Bale, Oromia, Ethiopia
229,2002,2.404860101,7,Dodola, Bale, Oromia, Ethiopia
229,2012,2.439218256,6,Dodola, Bale, Oromia, Ethiopia
229,2009,2.450424602,5,Dodola, Bale, Oromia, Ethiopia
229,2014,2.581621975,4,Dodola, Bale, Oromia, Ethiopia
229,1994,2.584517503,3,Dodola, Bale, Oromia, Ethiopia
229,1990,2.598209928,2,Dodola, Bale, Oromia, Ethiopia
229,1995,2.617988146,1,Dodola, Bale, Oromia, Ethiopia
230,2009,2.08469639,10,Gasera, Bale, Oromia, Ethiopia
230,2002,2.088241371,9,Gasera, Bale, Oromia, Ethiopia
230,2015,2.151793921,8,Gasera, Bale, Oromia, Ethiopia
230,2014,2.241425993,7,Gasera, Bale, Oromia, Ethiopia
230,1991,2.266219781,6,Gasera, Bale, Oromia, Ethiopia
230,1990,2.269620172,5,Gasera, Bale, Oromia, Ethiopia
230,2004,2.275874991,4,Gasera, Bale, Oromia, Ethiopia
230,1984,2.346830835,3,Gasera, Bale, Oromia, Ethiopia
230,2012,2.408966663,2,Gasera, Bale, Oromia, Ethiopia
230,2005,2.418737871,1,Gasera, Bale, Oromia, Ethiopia
231,2003,1.839753457,10,Ginir, Bale, Oromia, Ethiopia
231,2004,1.84167374,9,Ginir, Bale, Oromia, Ethiopia
231,2015,1.841966452,8,Ginir, Bale, Oromia, Ethiopia
231,2009,1.865635786,7,Ginir, Bale, Oromia, Ethiopia
231,2002,1.896043819,6,Ginir, Bale, Oromia, Ethiopia
231,1998,1.913843097,5,Ginir, Bale, Oromia, Ethiopia
231,1991,1.924038494,4,Ginir, Bale, Oromia, Ethiopia
231,1990,1.985713239,3,Ginir, Bale, Oromia, Ethiopia
231,2014,2.021184581,2,Ginir, Bale, Oromia, Ethiopia
231,2000,2.024583135,1,Ginir, Bale, Oromia, Ethiopia
232,1984,2.262127246,10,Goba, Bale, Oromia, Ethiopia
232,2004,2.391350354,9,Goba, Bale, Oromia, Ethiopia
232,2002,2.422569545,8,Goba, Bale, Oromia, Ethiopia
232,2014,2.449008545,7,Goba, Bale, Oromia, Ethiopia
232,2000,2.472438204,6,Goba, Bale, Oromia, Ethiopia
232,1999,2.496325923,5,Goba, Bale, Oromia, Ethiopia
232,2009,2.507859006,4,Goba, Bale, Oromia, Ethiopia
232,1991,2.515047016,3,Goba, Bale, Oromia, Ethiopia
232,2005,2.541059857,2,Goba, Bale, Oromia, Ethiopia
232,1993,2.59558362,1,Goba, Bale, Oromia, Ethiopia
233,2015,1.881665078,10,Gololcha, Bale, Oromia, Ethiopia
233,2009,1.895029589,9,Gololcha, Bale, Oromia, Ethiopia
233,2002,1.906721348,8,Gololcha, Bale, Oromia, Ethiopia
233,1998,2.003404458,7,Gololcha, Bale, Oromia, Ethiopia
233,2004,2.004906317,6,Gololcha, Bale, Oromia, Ethiopia
233,2003,2.041372304,5,Gololcha, Bale, Oromia, Ethiopia
233,1990,2.059933922,4,Gololcha, Bale, Oromia, Ethiopia
233,1991,2.078975323,3,Gololcha, Bale, Oromia, Ethiopia
233,2014,2.089542065,2,Gololcha, Bale, Oromia, Ethiopia
233,2000,2.093883677,1,Gololcha, Bale, Oromia, Ethiopia
234,2003,1.679564058,10,Goro, Bale, Oromia, Ethiopia
234,2009,1.684438261,9,Goro, Bale, Oromia, Ethiopia
234,2004,1.696721134,8,Goro, Bale, Oromia, Ethiopia
234,2015,1.71749297,7,Goro, Bale, Oromia, Ethiopia
234,1991,1.72018402,6,Goro, Bale, Oromia, Ethiopia
234,1998,1.743398579,5,Goro, Bale, Oromia, Ethiopia
234,2002,1.754501226,4,Goro, Bale, Oromia, Ethiopia
234,2014,1.793742893,3,Goro, Bale, Oromia, Ethiopia
234,2011,1.826839738,2,Goro, Bale, Oromia, Ethiopia
234,2000,1.846145849,1,Goro, Bale, Oromia, Ethiopia
235,1984,1.38617124,10,Guradamole, Bale, Oromia, Ethiopia
235,2009,1.423914793,9,Guradamole, Bale, Oromia, Ethiopia
235,1999,1.454451197,8,Guradamole, Bale, Oromia, Ethiopia
235,2002,1.468674766,7,Guradamole, Bale, Oromia, Ethiopia
235,1991,1.469636416,6,Guradamole, Bale, Oromia, Ethiopia
235,2014,1.49454578,5,Guradamole, Bale, Oromia, Ethiopia
235,1998,1.508826227,4,Guradamole, Bale, Oromia, Ethiopia
235,2004,1.526021765,3,Guradamole, Bale, Oromia, Ethiopia
235,1992,1.583451888,2,Guradamole, Bale, Oromia, Ethiopia
235,2015,1.595279364,1,Guradamole, Bale, Oromia, Ethiopia
236,1984,2.456013134,10,Kokosa, Bale, Oromia, Ethiopia
236,1991,2.597393473,9,Kokosa, Bale, Oromia, Ethiopia
236,2004,2.864679672,8,Kokosa, Bale, Oromia, Ethiopia
236,2012,2.872168768,7,Kokosa, Bale, Oromia, Ethiopia
236,2009,2.884427429,6,Kokosa, Bale, Oromia, Ethiopia
236,1981,2.939778815,5,Kokosa, Bale, Oromia, Ethiopia
236,2002,2.950990856,4,Kokosa, Bale, Oromia, Ethiopia
236,1994,2.953164323,3,Kokosa, Bale, Oromia, Ethiopia
236,1985,2.966765602,2,Kokosa, Bale, Oromia, Ethiopia
236,2016,3.052178464,1,Kokosa, Bale, Oromia, Ethiopia
237,2017,1.410425216,10,Legehida, Bale, Oromia, Ethiopia
237,2015,1.416234277,9,Legehida, Bale, Oromia, Ethiopia
237,1998,1.425272148,8,Legehida, Bale, Oromia, Ethiopia
237,1990,1.444670268,7,Legehida, Bale, Oromia, Ethiopia
237,2009,1.478575559,6,Legehida, Bale, Oromia, Ethiopia
237,2002,1.479971043,5,Legehida, Bale, Oromia, Ethiopia
237,2004,1.482635751,4,Legehida, Bale, Oromia, Ethiopia
237,2003,1.504262198,3,Legehida, Bale, Oromia, Ethiopia
237,1999,1.5579106,2,Legehida, Bale, Oromia, Ethiopia
237,2000,1.570518638,1,Legehida, Bale, Oromia, Ethiopia
238,1999,1.263812971,10,Meda Welabu, Bale, Oromia, Ethiopia
238,1984,1.30681254,9,Meda Welabu, Bale, Oromia, Ethiopia
238,1992,1.446003938,8,Meda Welabu, Bale, Oromia, Ethiopia
238,2002,1.466283227,7,Meda Welabu, Bale, Oromia, Ethiopia
238,1991,1.48688362,6,Meda Welabu, Bale, Oromia, Ethiopia
238,2004,1.512644957,5,Meda Welabu, Bale, Oromia, Ethiopia
238,1998,1.544381048,4,Meda Welabu, Bale, Oromia, Ethiopia
238,2009,1.551731788,3,Meda Welabu, Bale, Oromia, Ethiopia
238,2000,1.619992903,2,Meda Welabu, Bale, Oromia, Ethiopia
238,2014,1.63134272,1,Meda Welabu, Bale, Oromia, Ethiopia
239,1984,1.688211836,10,Mennana Arena Buluk, Bale, Oromia, Ethiopia
239,1999,1.741278762,9,Mennana Arena Buluk, Bale, Oromia, Ethiopia
239,2004,1.853273532,8,Mennana Arena Buluk, Bale, Oromia, Ethiopia
239,2002,1.88415258,7,Mennana Arena Buluk, Bale, Oromia, Ethiopia
239,1991,1.96370968,6,Mennana Arena Buluk, Bale, Oromia, Ethiopia
239,2014,2.011108711,5,Mennana Arena Buluk, Bale, Oromia, Ethiopia
239,1992,2.014964185,4,Mennana Arena Buluk, Bale, Oromia, Ethiopia
239,2009,2.032854095,3,Mennana Arena Buluk, Bale, Oromia, Ethiopia
239,1998,2.053044509,2,Mennana Arena Buluk, Bale, Oromia, Ethiopia
239,2000,2.098825131,1,Mennana Arena Buluk, Bale, Oromia, Ethiopia
240,1984,2.47451448,10,Nenesebo, Bale, Oromia, Ethiopia
240,2004,2.518844902,9,Nenesebo, Bale, Oromia, Ethiopia
240,1991,2.526617561,8,Nenesebo, Bale, Oromia, Ethiopia
240,2000,2.674868571,7,Nenesebo, Bale, Oromia, Ethiopia
240,2002,2.680654683,6,Nenesebo, Bale, Oromia, Ethiopia
240,2009,2.725699271,5,Nenesebo, Bale, Oromia, Ethiopia
240,1999,2.744665511,4,Nenesebo, Bale, Oromia, Ethiopia
240,2012,2.872022362,3,Nenesebo, Bale, Oromia, Ethiopia
240,2003,2.872660863,2,Nenesebo, Bale, Oromia, Ethiopia
240,2001,2.900014423,1,Nenesebo, Bale, Oromia, Ethiopia
241,2017,1.065883848,10,Rayitu, Bale, Oromia, Ethiopia
241,1998,1.079336146,9,Rayitu, Bale, Oromia, Ethiopia
241,2003,1.084452322,8,Rayitu, Bale, Oromia, Ethiopia
241,1991,1.115908156,7,Rayitu, Bale, Oromia, Ethiopia
241,2011,1.121046764,6,Rayitu, Bale, Oromia, Ethiopia
241,2009,1.128294086,5,Rayitu, Bale, Oromia, Ethiopia
241,2001,1.143507393,4,Rayitu, Bale, Oromia, Ethiopia
241,2014,1.149245192,3,Rayitu, Bale, Oromia, Ethiopia
241,2004,1.155467614,2,Rayitu, Bale, Oromia, Ethiopia
241,2015,1.159453603,1,Rayitu, Bale, Oromia, Ethiopia
242,2017,1.126257092,10,Seweyna, Bale, Oromia, Ethiopia
242,2003,1.139597859,9,Seweyna, Bale, Oromia, Ethiopia
242,2004,1.147749747,8,Seweyna, Bale, Oromia, Ethiopia
242,1998,1.15082249,7,Seweyna, Bale, Oromia, Ethiopia
242,1990,1.167336191,6,Seweyna, Bale, Oromia, Ethiopia
242,2009,1.172065425,5,Seweyna, Bale, Oromia, Ethiopia
242,1999,1.195730623,4,Seweyna, Bale, Oromia, Ethiopia
242,2011,1.203015263,3,Seweyna, Bale, Oromia, Ethiopia
242,1991,1.220918524,2,Seweyna, Bale, Oromia, Ethiopia
242,2002,1.23415982,1,Seweyna, Bale, Oromia, Ethiopia
243,1984,2.195167276,10,Sinanana Dinsho, Bale, Oromia, Ethiopia
243,2002,2.221500596,9,Sinanana Dinsho, Bale, Oromia, Ethiopia
243,2009,2.266745677,8,Sinanana Dinsho, Bale, Oromia, Ethiopia
243,2014,2.288151196,7,Sinanana Dinsho, Bale, Oromia, Ethiopia
243,2004,2.317322595,6,Sinanana Dinsho, Bale, Oromia, Ethiopia
243,2015,2.327504712,5,Sinanana Dinsho, Bale, Oromia, Ethiopia
243,2005,2.354718892,4,Sinanana Dinsho, Bale, Oromia, Ethiopia
243,1991,2.358785694,3,Sinanana Dinsho, Bale, Oromia, Ethiopia
243,2000,2.429227229,2,Sinanana Dinsho, Bale, Oromia, Ethiopia
243,1990,2.459692359,1,Sinanana Dinsho, Bale, Oromia, Ethiopia
244,1999,2.054872889,10,Adolana Wadera, Borena, Oromia, Ethiopia
244,1984,2.084362756,9,Adolana Wadera, Borena, Oromia, Ethiopia
244,1991,2.109210552,8,Adolana Wadera, Borena, Oromia, Ethiopia
244,1992,2.266225872,7,Adolana Wadera, Borena, Oromia, Ethiopia
244,2004,2.316129697,6,Adolana Wadera, Borena, Oromia, Ethiopia
244,2002,2.41367026,5,Adolana Wadera, Borena, Oromia, Ethiopia
244,2000,2.473867368,4,Adolana Wadera, Borena, Oromia, Ethiopia
244,1993,2.484795614,3,Adolana Wadera, Borena, Oromia, Ethiopia
244,2017,2.565889655,2,Adolana Wadera, Borena, Oromia, Ethiopia
244,2009,2.615441767,1,Adolana Wadera, Borena, Oromia, Ethiopia
245,1999,1.081819077,10,Arero, Borena, Oromia, Ethiopia
245,1984,1.10030425,9,Arero, Borena, Oromia, Ethiopia
245,2000,1.232346087,8,Arero, Borena, Oromia, Ethiopia
245,1983,1.253813319,7,Arero, Borena, Oromia, Ethiopia
245,1992,1.258244082,6,Arero, Borena, Oromia, Ethiopia
245,2017,1.305915632,5,Arero, Borena, Oromia, Ethiopia
245,2009,1.3350424,4,Arero, Borena, Oromia, Ethiopia
245,1991,1.354366401,3,Arero, Borena, Oromia, Ethiopia
245,2001,1.417248177,2,Arero, Borena, Oromia, Ethiopia
245,2005,1.452292254,1,Arero, Borena, Oromia, Ethiopia
246,1984,2.480392541,10,Bore, Borena, Oromia, Ethiopia
246,1991,2.62235005,9,Bore, Borena, Oromia, Ethiopia
246,1999,2.904619401,8,Bore, Borena, Oromia, Ethiopia
246,2000,2.947241589,7,Bore, Borena, Oromia, Ethiopia
246,2004,3.048484991,6,Bore, Borena, Oromia, Ethiopia
246,2009,3.06765369,5,Bore, Borena, Oromia, Ethiopia
246,1985,3.071263562,4,Bore, Borena, Oromia, Ethiopia
246,2002,3.095793873,3,Bore, Borena, Oromia, Ethiopia
246,2003,3.18329206,2,Bore, Borena, Oromia, Ethiopia
246,1992,3.25200064,1,Bore, Borena, Oromia, Ethiopia
247,2000,0.926534007,10,Dire, Borena, Oromia, Ethiopia
247,1984,1.004214955,9,Dire, Borena, Oromia, Ethiopia
247,1983,1.010088357,8,Dire, Borena, Oromia, Ethiopia
247,1999,1.078485418,7,Dire, Borena, Oromia, Ethiopia
247,1992,1.25762247,6,Dire, Borena, Oromia, Ethiopia
247,2009,1.25852486,5,Dire, Borena, Oromia, Ethiopia
247,1996,1.288310395,4,Dire, Borena, Oromia, Ethiopia
247,1991,1.317356513,3,Dire, Borena, Oromia, Ethiopia
247,2005,1.339907948,2,Dire, Borena, Oromia, Ethiopia
247,2017,1.363068067,1,Dire, Borena, Oromia, Ethiopia
248,1984,2.04909839,10,Gelana Abaya, Borena, Oromia, Ethiopia
248,1986,2.204201043,9,Gelana Abaya, Borena, Oromia, Ethiopia
248,1999,2.268154054,8,Gelana Abaya, Borena, Oromia, Ethiopia
248,1985,2.269034967,7,Gelana Abaya, Borena, Oromia, Ethiopia
248,1991,2.31216377,6,Gelana Abaya, Borena, Oromia, Ethiopia
248,2004,2.37777547,5,Gelana Abaya, Borena, Oromia, Ethiopia
248,2000,2.409551194,4,Gelana Abaya, Borena, Oromia, Ethiopia
248,2016,2.41800361,3,Gelana Abaya, Borena, Oromia, Ethiopia
248,2002,2.421151393,2,Gelana Abaya, Borena, Oromia, Ethiopia
248,1990,2.468090589,1,Gelana Abaya, Borena, Oromia, Ethiopia
249,1984,1.750681847,10,Hagere Mariam, Borena, Oromia, Ethiopia
249,1991,1.883434766,9,Hagere Mariam, Borena, Oromia, Ethiopia
249,1999,1.918814032,8,Hagere Mariam, Borena, Oromia, Ethiopia
249,1992,2.088987657,7,Hagere Mariam, Borena, Oromia, Ethiopia
249,1985,2.157015448,6,Hagere Mariam, Borena, Oromia, Ethiopia
249,2004,2.207234953,5,Hagere Mariam, Borena, Oromia, Ethiopia
249,1993,2.22442597,4,Hagere Mariam, Borena, Oromia, Ethiopia
249,2017,2.255688971,3,Hagere Mariam, Borena, Oromia, Ethiopia
249,2000,2.264098728,2,Hagere Mariam, Borena, Oromia, Ethiopia
249,2009,2.296846174,1,Hagere Mariam, Borena, Oromia, Ethiopia
250,1999,1.155477639,10,Liben, Borena, Oromia, Ethiopia
250,1984,1.230284005,9,Liben, Borena, Oromia, Ethiopia
250,1991,1.426130867,8,Liben, Borena, Oromia, Ethiopia
250,1992,1.448621927,7,Liben, Borena, Oromia, Ethiopia
250,2000,1.547348499,6,Liben, Borena, Oromia, Ethiopia
250,1998,1.547642423,5,Liben, Borena, Oromia, Ethiopia
250,2017,1.558701041,4,Liben, Borena, Oromia, Ethiopia
250,2004,1.560194445,3,Liben, Borena, Oromia, Ethiopia
250,2002,1.56541205,2,Liben, Borena, Oromia, Ethiopia
250,2009,1.577543987,1,Liben, Borena, Oromia, Ethiopia
251,2000,0.997291526,10,Moyale, Borena, Oromia, Ethiopia
251,1984,1.012868696,9,Moyale, Borena, Oromia, Ethiopia
251,1999,1.016405936,8,Moyale, Borena, Oromia, Ethiopia
251,1983,1.14735756,7,Moyale, Borena, Oromia, Ethiopia
251,2009,1.149376628,6,Moyale, Borena, Oromia, Ethiopia
251,2005,1.18555215,5,Moyale, Borena, Oromia, Ethiopia
251,1992,1.209873225,4,Moyale, Borena, Oromia, Ethiopia
251,1996,1.29754656,3,Moyale, Borena, Oromia, Ethiopia
251,1991,1.298318059,2,Moyale, Borena, Oromia, Ethiopia
251,2001,1.319986815,1,Moyale, Borena, Oromia, Ethiopia
252,1984,1.594832986,10,Odo Shakiso, Borena, Oromia, Ethiopia
252,1999,1.615221206,9,Odo Shakiso, Borena, Oromia, Ethiopia
252,1991,1.755317383,8,Odo Shakiso, Borena, Oromia, Ethiopia
252,1992,1.904276763,7,Odo Shakiso, Borena, Oromia, Ethiopia
252,2017,1.955241753,6,Odo Shakiso, Borena, Oromia, Ethiopia
252,2004,2.00171052,5,Odo Shakiso, Borena, Oromia, Ethiopia
252,2001,2.018589966,4,Odo Shakiso, Borena, Oromia, Ethiopia
252,2000,2.086157732,3,Odo Shakiso, Borena, Oromia, Ethiopia
252,2002,2.089762166,2,Odo Shakiso, Borena, Oromia, Ethiopia
252,1993,2.132203413,1,Odo Shakiso, Borena, Oromia, Ethiopia
253,1983,1.128386879,10,Teltele, Borena, Oromia, Ethiopia
253,1984,1.190136735,9,Teltele, Borena, Oromia, Ethiopia
253,2000,1.299358036,8,Teltele, Borena, Oromia, Ethiopia
253,1999,1.310076288,7,Teltele, Borena, Oromia, Ethiopia
253,1986,1.408994736,6,Teltele, Borena, Oromia, Ethiopia
253,1985,1.481709565,5,Teltele, Borena, Oromia, Ethiopia
253,1993,1.49835471,4,Teltele, Borena, Oromia, Ethiopia
253,1992,1.555249724,3,Teltele, Borena, Oromia, Ethiopia
253,2009,1.570838586,2,Teltele, Borena, Oromia, Ethiopia
253,1995,1.575986942,1,Teltele, Borena, Oromia, Ethiopia
254,1984,2.491714629,10,Uraga, Borena, Oromia, Ethiopia
254,1991,2.573964219,9,Uraga, Borena, Oromia, Ethiopia
254,1999,2.93290929,8,Uraga, Borena, Oromia, Ethiopia
254,2000,2.986457454,7,Uraga, Borena, Oromia, Ethiopia
254,1985,2.997041955,6,Uraga, Borena, Oromia, Ethiopia
254,2004,3.057885574,5,Uraga, Borena, Oromia, Ethiopia
254,2002,3.081498649,4,Uraga, Borena, Oromia, Ethiopia
254,2009,3.12949056,3,Uraga, Borena, Oromia, Ethiopia
254,1992,3.206275789,2,Uraga, Borena, Oromia, Ethiopia
254,1986,3.225089249,1,Uraga, Borena, Oromia, Ethiopia
255,1984,1.18543112,10,Yabelo, Borena, Oromia, Ethiopia
255,1983,1.37116403,9,Yabelo, Borena, Oromia, Ethiopia
255,1999,1.42797616,8,Yabelo, Borena, Oromia, Ethiopia
255,1991,1.442890487,7,Yabelo, Borena, Oromia, Ethiopia
255,2000,1.536575984,6,Yabelo, Borena, Oromia, Ethiopia
255,1992,1.565902596,5,Yabelo, Borena, Oromia, Ethiopia
255,2009,1.599801438,4,Yabelo, Borena, Oromia, Ethiopia
255,1993,1.610714669,3,Yabelo, Borena, Oromia, Ethiopia
255,1995,1.642842445,2,Yabelo, Borena, Oromia, Ethiopia
255,1994,1.643912697,1,Yabelo, Borena, Oromia, Ethiopia
256,1984,1.06847931,10,Babile, East Harerghe, Oromia, Ethiopia
256,2017,1.07008842,9,Babile, East Harerghe, Oromia, Ethiopia
256,2015,1.10191204,8,Babile, East Harerghe, Oromia, Ethiopia
256,1990,1.129626087,7,Babile, East Harerghe, Oromia, Ethiopia
256,2009,1.149757993,6,Babile, East Harerghe, Oromia, Ethiopia
256,2004,1.218668294,5,Babile, East Harerghe, Oromia, Ethiopia
256,2000,1.225446031,4,Babile, East Harerghe, Oromia, Ethiopia
256,2002,1.237210439,3,Babile, East Harerghe, Oromia, Ethiopia
256,2011,1.237756335,2,Babile, East Harerghe, Oromia, Ethiopia
256,2008,1.259151738,1,Babile, East Harerghe, Oromia, Ethiopia
257,2015,1.730981742,10,Bedeno, East Harerghe, Oromia, Ethiopia
257,2000,1.935499643,9,Bedeno, East Harerghe, Oromia, Ethiopia
257,1984,2.049118032,8,Bedeno, East Harerghe, Oromia, Ethiopia
257,2002,2.05271668,7,Bedeno, East Harerghe, Oromia, Ethiopia
257,2009,2.133687735,6,Bedeno, East Harerghe, Oromia, Ethiopia
257,2004,2.147538539,5,Bedeno, East Harerghe, Oromia, Ethiopia
257,1981,2.197966942,4,Bedeno, East Harerghe, Oromia, Ethiopia
257,2017,2.210318292,3,Bedeno, East Harerghe, Oromia, Ethiopia
257,1991,2.283784695,2,Bedeno, East Harerghe, Oromia, Ethiopia
257,1995,2.291946612,1,Bedeno, East Harerghe, Oromia, Ethiopia
258,2015,1.678245044,10,Deder, East Harerghe, Oromia, Ethiopia
258,1984,2.052762086,9,Deder, East Harerghe, Oromia, Ethiopia
258,2002,2.228323477,8,Deder, East Harerghe, Oromia, Ethiopia
258,2000,2.230335043,7,Deder, East Harerghe, Oromia, Ethiopia
258,2009,2.309350801,6,Deder, East Harerghe, Oromia, Ethiopia
258,2004,2.427594755,5,Deder, East Harerghe, Oromia, Ethiopia
258,1986,2.433098034,4,Deder, East Harerghe, Oromia, Ethiopia
258,1995,2.468294245,3,Deder, East Harerghe, Oromia, Ethiopia
258,2008,2.497840632,2,Deder, East Harerghe, Oromia, Ethiopia
258,2001,2.510607063,1,Deder, East Harerghe, Oromia, Ethiopia
259,2015,1.379961859,10,Fedis, East Harerghe, Oromia, Ethiopia
259,2000,1.434681645,9,Fedis, East Harerghe, Oromia, Ethiopia
259,1984,1.468893343,8,Fedis, East Harerghe, Oromia, Ethiopia
259,2017,1.514114594,7,Fedis, East Harerghe, Oromia, Ethiopia
259,2004,1.523346868,6,Fedis, East Harerghe, Oromia, Ethiopia
259,2002,1.536758614,5,Fedis, East Harerghe, Oromia, Ethiopia
259,2009,1.563445518,4,Fedis, East Harerghe, Oromia, Ethiopia
259,1990,1.589437334,3,Fedis, East Harerghe, Oromia, Ethiopia
259,2008,1.641746285,2,Fedis, East Harerghe, Oromia, Ethiopia
259,1998,1.65136133,1,Fedis, East Harerghe, Oromia, Ethiopia
260,2015,1.650705112,10,Girawa, East Harerghe, Oromia, Ethiopia
260,2000,1.739982277,9,Girawa, East Harerghe, Oromia, Ethiopia
260,1984,1.792839286,8,Girawa, East Harerghe, Oromia, Ethiopia
260,2002,1.852815516,7,Girawa, East Harerghe, Oromia, Ethiopia
260,2004,1.920693848,6,Girawa, East Harerghe, Oromia, Ethiopia
260,2009,1.950813457,5,Girawa, East Harerghe, Oromia, Ethiopia
260,2017,1.951952992,4,Girawa, East Harerghe, Oromia, Ethiopia
260,1981,1.965509325,3,Girawa, East Harerghe, Oromia, Ethiopia
260,1991,1.987503393,2,Girawa, East Harerghe, Oromia, Ethiopia
260,1990,2.037442579,1,Girawa, East Harerghe, Oromia, Ethiopia
261,2015,1.394408304,10,Golo Odo, East Harerghe, Oromia, Ethiopia
261,2002,1.467688687,9,Golo Odo, East Harerghe, Oromia, Ethiopia
261,2017,1.485368179,8,Golo Odo, East Harerghe, Oromia, Ethiopia
261,2000,1.500955353,7,Golo Odo, East Harerghe, Oromia, Ethiopia
261,2004,1.545628012,6,Golo Odo, East Harerghe, Oromia, Ethiopia
261,2009,1.598117598,5,Golo Odo, East Harerghe, Oromia, Ethiopia
261,2008,1.605463625,4,Golo Odo, East Harerghe, Oromia, Ethiopia
261,1998,1.621054254,3,Golo Odo, East Harerghe, Oromia, Ethiopia
261,1990,1.638399717,2,Golo Odo, East Harerghe, Oromia, Ethiopia
261,2012,1.672617291,1,Golo Odo, East Harerghe, Oromia, Ethiopia
262,2015,1.583315467,10,Goro Gutu, East Harerghe, Oromia, Ethiopia
262,1984,1.923811177,9,Goro Gutu, East Harerghe, Oromia, Ethiopia
262,2002,2.222630279,8,Goro Gutu, East Harerghe, Oromia, Ethiopia
262,1986,2.308771024,7,Goro Gutu, East Harerghe, Oromia, Ethiopia
262,2000,2.311870156,6,Goro Gutu, East Harerghe, Oromia, Ethiopia
262,2009,2.317263642,5,Goro Gutu, East Harerghe, Oromia, Ethiopia
262,2011,2.454917909,4,Goro Gutu, East Harerghe, Oromia, Ethiopia
262,2008,2.466466802,3,Goro Gutu, East Harerghe, Oromia, Ethiopia
262,2004,2.47596383,2,Goro Gutu, East Harerghe, Oromia, Ethiopia
262,1995,2.486273652,1,Goro Gutu, East Harerghe, Oromia, Ethiopia
263,2015,1.178037377,10,Gursum, East Harerghe, Oromia, Ethiopia
