gid,year,mean,rank,district,Zone,Kwilu,Country
341,1986,1.920921426,7,Anchar, West Harerghe, Oromia, Ethiopia
341,2014,2.043943903,6,Anchar, West Harerghe, Oromia, Ethiopia
341,1987,2.04636882,5,Anchar, West Harerghe, Oromia, Ethiopia
341,2000,2.129517564,4,Anchar, West Harerghe, Oromia, Ethiopia
341,2003,2.133784132,3,Anchar, West Harerghe, Oromia, Ethiopia
341,1981,2.139728904,2,Anchar, West Harerghe, Oromia, Ethiopia
341,2009,2.144574771,1,Anchar, West Harerghe, Oromia, Ethiopia
342,2015,1.583937112,10,Boke, West Harerghe, Oromia, Ethiopia
342,2002,1.646308378,9,Boke, West Harerghe, Oromia, Ethiopia
342,2009,1.760446572,8,Boke, West Harerghe, Oromia, Ethiopia
342,2000,1.819318086,7,Boke, West Harerghe, Oromia, Ethiopia
342,2004,1.874895342,6,Boke, West Harerghe, Oromia, Ethiopia
342,2017,1.881981635,5,Boke, West Harerghe, Oromia, Ethiopia
342,2003,1.94064494,4,Boke, West Harerghe, Oromia, Ethiopia
342,2011,1.940958248,3,Boke, West Harerghe, Oromia, Ethiopia
342,2012,1.964650962,2,Boke, West Harerghe, Oromia, Ethiopia
342,1999,1.975153349,1,Boke, West Harerghe, Oromia, Ethiopia
343,2015,1.663993742,10,Chiro, West Harerghe, Oromia, Ethiopia
343,2002,1.734362061,9,Chiro, West Harerghe, Oromia, Ethiopia
343,1984,1.970435159,8,Chiro, West Harerghe, Oromia, Ethiopia
343,2000,2.072627337,7,Chiro, West Harerghe, Oromia, Ethiopia
343,2009,2.10056199,6,Chiro, West Harerghe, Oromia, Ethiopia
343,1981,2.126812541,5,Chiro, West Harerghe, Oromia, Ethiopia
343,2001,2.140050407,4,Chiro, West Harerghe, Oromia, Ethiopia
343,2003,2.207759688,3,Chiro, West Harerghe, Oromia, Ethiopia
343,2004,2.220060121,2,Chiro, West Harerghe, Oromia, Ethiopia
343,1986,2.226281713,1,Chiro, West Harerghe, Oromia, Ethiopia
344,2015,1.653496614,10,Darolebu, West Harerghe, Oromia, Ethiopia
344,2002,1.756616139,9,Darolebu, West Harerghe, Oromia, Ethiopia
344,2009,1.812609324,8,Darolebu, West Harerghe, Oromia, Ethiopia
344,2004,2.013594901,7,Darolebu, West Harerghe, Oromia, Ethiopia
344,2017,2.036215345,6,Darolebu, West Harerghe, Oromia, Ethiopia
344,2000,2.036240006,5,Darolebu, West Harerghe, Oromia, Ethiopia
344,2003,2.059168729,4,Darolebu, West Harerghe, Oromia, Ethiopia
344,2014,2.074933007,3,Darolebu, West Harerghe, Oromia, Ethiopia
344,2012,2.107920608,2,Darolebu, West Harerghe, Oromia, Ethiopia
344,1998,2.109975254,1,Darolebu, West Harerghe, Oromia, Ethiopia
345,2015,1.493607653,10,Doba, West Harerghe, Oromia, Ethiopia
345,1984,1.701177151,9,Doba, West Harerghe, Oromia, Ethiopia
345,2002,1.846007491,8,Doba, West Harerghe, Oromia, Ethiopia
345,2009,1.99897076,7,Doba, West Harerghe, Oromia, Ethiopia
345,1986,2.060333133,6,Doba, West Harerghe, Oromia, Ethiopia
345,2000,2.12313107,5,Doba, West Harerghe, Oromia, Ethiopia
345,2011,2.13235717,4,Doba, West Harerghe, Oromia, Ethiopia
345,2008,2.204066096,3,Doba, West Harerghe, Oromia, Ethiopia
345,1987,2.214203596,2,Doba, West Harerghe, Oromia, Ethiopia
345,2004,2.219512761,1,Doba, West Harerghe, Oromia, Ethiopia
346,2015,1.780609824,10,Goba Koricha, West Harerghe, Oromia, Ethiopia
346,2002,1.899209593,9,Goba Koricha, West Harerghe, Oromia, Ethiopia
346,1984,2.207676051,8,Goba Koricha, West Harerghe, Oromia, Ethiopia
346,2001,2.386226731,7,Goba Koricha, West Harerghe, Oromia, Ethiopia
346,1986,2.413025534,6,Goba Koricha, West Harerghe, Oromia, Ethiopia
346,1987,2.441625721,5,Goba Koricha, West Harerghe, Oromia, Ethiopia
346,1981,2.446741268,4,Goba Koricha, West Harerghe, Oromia, Ethiopia
346,2003,2.477257578,3,Goba Koricha, West Harerghe, Oromia, Ethiopia
346,2009,2.487372498,2,Goba Koricha, West Harerghe, Oromia, Ethiopia
346,2000,2.500472729,1,Goba Koricha, West Harerghe, Oromia, Ethiopia
347,2015,1.852400897,10,Habro, West Harerghe, Oromia, Ethiopia
347,2002,1.938665739,9,Habro, West Harerghe, Oromia, Ethiopia
347,1984,2.269349038,8,Habro, West Harerghe, Oromia, Ethiopia
347,1981,2.386489148,7,Habro, West Harerghe, Oromia, Ethiopia
347,2009,2.387754082,6,Habro, West Harerghe, Oromia, Ethiopia
347,1986,2.398178959,5,Habro, West Harerghe, Oromia, Ethiopia
347,2003,2.426917733,4,Habro, West Harerghe, Oromia, Ethiopia
347,2000,2.439366755,3,Habro, West Harerghe, Oromia, Ethiopia
347,1987,2.447972577,2,Habro, West Harerghe, Oromia, Ethiopia
347,2001,2.465169746,1,Habro, West Harerghe, Oromia, Ethiopia
348,2002,1.655161909,10,Kuni, West Harerghe, Oromia, Ethiopia
348,2015,1.659378744,9,Kuni, West Harerghe, Oromia, Ethiopia
348,2000,1.851757228,8,Kuni, West Harerghe, Oromia, Ethiopia
348,2009,1.918820805,7,Kuni, West Harerghe, Oromia, Ethiopia
348,2004,2.01883745,6,Kuni, West Harerghe, Oromia, Ethiopia
348,2017,2.04039999,5,Kuni, West Harerghe, Oromia, Ethiopia
348,2003,2.058165358,4,Kuni, West Harerghe, Oromia, Ethiopia
348,2011,2.095448263,3,Kuni, West Harerghe, Oromia, Ethiopia
348,2012,2.097739309,2,Kuni, West Harerghe, Oromia, Ethiopia
348,1984,2.113032528,1,Kuni, West Harerghe, Oromia, Ethiopia
349,2015,1.705416817,10,Mesela, West Harerghe, Oromia, Ethiopia
349,2002,1.861662132,9,Mesela, West Harerghe, Oromia, Ethiopia
349,2000,1.997330173,8,Mesela, West Harerghe, Oromia, Ethiopia
349,1984,2.038165904,7,Mesela, West Harerghe, Oromia, Ethiopia
349,2009,2.086184238,6,Mesela, West Harerghe, Oromia, Ethiopia
349,2001,2.195390674,5,Mesela, West Harerghe, Oromia, Ethiopia
349,2004,2.195450739,4,Mesela, West Harerghe, Oromia, Ethiopia
349,1981,2.212947179,3,Mesela, West Harerghe, Oromia, Ethiopia
349,2008,2.234943386,2,Mesela, West Harerghe, Oromia, Ethiopia
349,2003,2.272703002,1,Mesela, West Harerghe, Oromia, Ethiopia
350,2015,1.285121481,10,Mieso, West Harerghe, Oromia, Ethiopia
350,2002,1.478491855,9,Mieso, West Harerghe, Oromia, Ethiopia
350,1984,1.518927251,8,Mieso, West Harerghe, Oromia, Ethiopia
350,1986,1.734541932,7,Mieso, West Harerghe, Oromia, Ethiopia
350,1987,1.80881509,6,Mieso, West Harerghe, Oromia, Ethiopia
350,2009,1.850431301,5,Mieso, West Harerghe, Oromia, Ethiopia
350,2001,1.859681896,4,Mieso, West Harerghe, Oromia, Ethiopia
350,2011,1.898524253,3,Mieso, West Harerghe, Oromia, Ethiopia
350,2017,1.914076824,2,Mieso, West Harerghe, Oromia, Ethiopia
350,2012,1.923250157,1,Mieso, West Harerghe, Oromia, Ethiopia
351,2015,1.723063789,10,Tulo, West Harerghe, Oromia, Ethiopia
351,1984,2.020620812,9,Tulo, West Harerghe, Oromia, Ethiopia
351,2002,2.086554346,8,Tulo, West Harerghe, Oromia, Ethiopia
351,2000,2.239921251,7,Tulo, West Harerghe, Oromia, Ethiopia
351,2009,2.251116892,6,Tulo, West Harerghe, Oromia, Ethiopia
351,2001,2.394319191,5,Tulo, West Harerghe, Oromia, Ethiopia
351,2008,2.416079137,4,Tulo, West Harerghe, Oromia, Ethiopia
351,2004,2.424500234,3,Tulo, West Harerghe, Oromia, Ethiopia
351,1986,2.449752648,2,Tulo, West Harerghe, Oromia, Ethiopia
351,2011,2.450281508,1,Tulo, West Harerghe, Oromia, Ethiopia
352,2015,2.368184177,10,Adda Berga, West Shewa, Oromia, Ethiopia
352,2014,2.739617924,9,Adda Berga, West Shewa, Oromia, Ethiopia
352,2002,2.769135792,8,Adda Berga, West Shewa, Oromia, Ethiopia
352,1984,2.794004664,7,Adda Berga, West Shewa, Oromia, Ethiopia
352,1985,2.877300325,6,Adda Berga, West Shewa, Oromia, Ethiopia
352,1997,2.89092216,5,Adda Berga, West Shewa, Oromia, Ethiopia
352,1995,2.909640268,4,Adda Berga, West Shewa, Oromia, Ethiopia
352,1999,2.914635282,3,Adda Berga, West Shewa, Oromia, Ethiopia
352,2005,2.918983184,2,Adda Berga, West Shewa, Oromia, Ethiopia
352,2004,3.060292485,1,Adda Berga, West Shewa, Oromia, Ethiopia
353,2015,2.020157724,10,Alem Gena, West Shewa, Oromia, Ethiopia
353,2014,2.087839861,9,Alem Gena, West Shewa, Oromia, Ethiopia
353,1997,2.16399095,8,Alem Gena, West Shewa, Oromia, Ethiopia
353,2002,2.346557988,7,Alem Gena, West Shewa, Oromia, Ethiopia
353,1995,2.489981533,6,Alem Gena, West Shewa, Oromia, Ethiopia
353,2004,2.498511481,5,Alem Gena, West Shewa, Oromia, Ethiopia
353,1985,2.507600546,4,Alem Gena, West Shewa, Oromia, Ethiopia
353,1994,2.508561531,3,Alem Gena, West Shewa, Oromia, Ethiopia
353,1984,2.522194275,2,Alem Gena, West Shewa, Oromia, Ethiopia
353,2012,2.561033363,1,Alem Gena, West Shewa, Oromia, Ethiopia
354,2015,2.523640641,10,Ambo, West Shewa, Oromia, Ethiopia
354,1984,2.85654613,9,Ambo, West Shewa, Oromia, Ethiopia
354,2002,2.929960678,8,Ambo, West Shewa, Oromia, Ethiopia
354,1995,2.932581953,7,Ambo, West Shewa, Oromia, Ethiopia
354,1999,3.025859062,6,Ambo, West Shewa, Oromia, Ethiopia
354,1997,3.068910419,5,Ambo, West Shewa, Oromia, Ethiopia
354,1982,3.081473223,4,Ambo, West Shewa, Oromia, Ethiopia
354,2018,3.087648239,3,Ambo, West Shewa, Oromia, Ethiopia
354,2012,3.126249548,2,Ambo, West Shewa, Oromia, Ethiopia
354,2016,3.141187935,1,Ambo, West Shewa, Oromia, Ethiopia
355,2015,2.80124178,10,Ameya, West Shewa, Oromia, Ethiopia
355,1984,3.154319202,9,Ameya, West Shewa, Oromia, Ethiopia
355,2012,3.164942017,8,Ameya, West Shewa, Oromia, Ethiopia
355,1991,3.341234996,7,Ameya, West Shewa, Oromia, Ethiopia
355,1982,3.365622178,6,Ameya, West Shewa, Oromia, Ethiopia
355,1999,3.370364358,5,Ameya, West Shewa, Oromia, Ethiopia
355,1987,3.403689061,4,Ameya, West Shewa, Oromia, Ethiopia
355,2016,3.427790137,3,Ameya, West Shewa, Oromia, Ethiopia
355,2009,3.45001201,2,Ameya, West Shewa, Oromia, Ethiopia
355,1986,3.450593227,1,Ameya, West Shewa, Oromia, Ethiopia
356,2002,3.050424769,10,Bako Tibe, West Shewa, Oromia, Ethiopia
356,1984,3.145691543,9,Bako Tibe, West Shewa, Oromia, Ethiopia
356,1995,3.214190012,8,Bako Tibe, West Shewa, Oromia, Ethiopia
356,1983,3.328389519,7,Bako Tibe, West Shewa, Oromia, Ethiopia
356,2003,3.347178669,6,Bako Tibe, West Shewa, Oromia, Ethiopia
356,1986,3.357551512,5,Bako Tibe, West Shewa, Oromia, Ethiopia
356,2015,3.36425704,4,Bako Tibe, West Shewa, Oromia, Ethiopia
356,1982,3.432483792,3,Bako Tibe, West Shewa, Oromia, Ethiopia
356,1988,3.433711963,2,Bako Tibe, West Shewa, Oromia, Ethiopia
356,1981,3.492297387,1,Bako Tibe, West Shewa, Oromia, Ethiopia
357,2015,2.153952811,10,Becho, West Shewa, Oromia, Ethiopia
357,1997,2.352085176,9,Becho, West Shewa, Oromia, Ethiopia
357,2014,2.424702839,8,Becho, West Shewa, Oromia, Ethiopia
357,1984,2.44622383,7,Becho, West Shewa, Oromia, Ethiopia
357,2002,2.454921796,6,Becho, West Shewa, Oromia, Ethiopia
357,1995,2.47599793,5,Becho, West Shewa, Oromia, Ethiopia
357,1985,2.612107659,4,Becho, West Shewa, Oromia, Ethiopia
357,1991,2.616795381,3,Becho, West Shewa, Oromia, Ethiopia
357,2004,2.65034036,2,Becho, West Shewa, Oromia, Ethiopia
357,2001,2.665948649,1,Becho, West Shewa, Oromia, Ethiopia
358,2015,3.044220761,10,Cheliya, West Shewa, Oromia, Ethiopia
358,1984,3.059110589,9,Cheliya, West Shewa, Oromia, Ethiopia
358,2002,3.188536633,8,Cheliya, West Shewa, Oromia, Ethiopia
358,1995,3.223873935,7,Cheliya, West Shewa, Oromia, Ethiopia
358,1999,3.300293709,6,Cheliya, West Shewa, Oromia, Ethiopia
358,1982,3.361160037,5,Cheliya, West Shewa, Oromia, Ethiopia
358,1983,3.388632214,4,Cheliya, West Shewa, Oromia, Ethiopia
358,1986,3.408743835,3,Cheliya, West Shewa, Oromia, Ethiopia
358,2004,3.41676226,2,Cheliya, West Shewa, Oromia, Ethiopia
358,2009,3.449585652,1,Cheliya, West Shewa, Oromia, Ethiopia
359,1984,3.293854664,10,Dano, West Shewa, Oromia, Ethiopia
359,2015,3.378852684,9,Dano, West Shewa, Oromia, Ethiopia
359,1995,3.457217108,8,Dano, West Shewa, Oromia, Ethiopia
359,1991,3.488785839,7,Dano, West Shewa, Oromia, Ethiopia
359,2012,3.499400031,6,Dano, West Shewa, Oromia, Ethiopia
359,1994,3.583067792,5,Dano, West Shewa, Oromia, Ethiopia
359,2002,3.583138196,4,Dano, West Shewa, Oromia, Ethiopia
359,1982,3.641767158,3,Dano, West Shewa, Oromia, Ethiopia
359,1986,3.64652865,2,Dano, West Shewa, Oromia, Ethiopia
359,1999,3.668195443,1,Dano, West Shewa, Oromia, Ethiopia
360,2015,2.245473324,10,Dawo, West Shewa, Oromia, Ethiopia
360,2014,2.556933323,9,Dawo, West Shewa, Oromia, Ethiopia
360,2002,2.629897061,8,Dawo, West Shewa, Oromia, Ethiopia
360,1991,2.64825332,7,Dawo, West Shewa, Oromia, Ethiopia
360,1995,2.703789419,6,Dawo, West Shewa, Oromia, Ethiopia
360,1984,2.711886267,5,Dawo, West Shewa, Oromia, Ethiopia
360,1997,2.728619476,4,Dawo, West Shewa, Oromia, Ethiopia
360,2001,2.800550279,3,Dawo, West Shewa, Oromia, Ethiopia
360,1985,2.830321174,2,Dawo, West Shewa, Oromia, Ethiopia
360,2000,2.873773359,1,Dawo, West Shewa, Oromia, Ethiopia
361,2015,2.329334551,10,Dendi, West Shewa, Oromia, Ethiopia
361,2002,2.649281827,9,Dendi, West Shewa, Oromia, Ethiopia
361,1984,2.748037948,8,Dendi, West Shewa, Oromia, Ethiopia
361,2014,2.793394869,7,Dendi, West Shewa, Oromia, Ethiopia
361,1995,2.855442871,6,Dendi, West Shewa, Oromia, Ethiopia
361,1997,2.908598815,5,Dendi, West Shewa, Oromia, Ethiopia
361,1985,2.930196137,4,Dendi, West Shewa, Oromia, Ethiopia
361,2012,2.958440431,3,Dendi, West Shewa, Oromia, Ethiopia
361,2000,2.970744502,2,Dendi, West Shewa, Oromia, Ethiopia
361,2005,3.008002277,1,Dendi, West Shewa, Oromia, Ethiopia
362,2015,2.242513809,10,Ejere (Addis Alem), West Shewa, Oromia, Ethiopia
362,2002,2.538410113,9,Ejere (Addis Alem), West Shewa, Oromia, Ethiopia
362,2014,2.547412932,8,Ejere (Addis Alem), West Shewa, Oromia, Ethiopia
362,1997,2.562250198,7,Ejere (Addis Alem), West Shewa, Oromia, Ethiopia
362,1984,2.76769463,6,Ejere (Addis Alem), West Shewa, Oromia, Ethiopia
362,1985,2.786536338,5,Ejere (Addis Alem), West Shewa, Oromia, Ethiopia
362,1995,2.808063039,4,Ejere (Addis Alem), West Shewa, Oromia, Ethiopia
362,1994,2.88003024,3,Ejere (Addis Alem), West Shewa, Oromia, Ethiopia
362,2012,2.891187644,2,Ejere (Addis Alem), West Shewa, Oromia, Ethiopia
362,2004,2.963314162,1,Ejere (Addis Alem), West Shewa, Oromia, Ethiopia
363,2015,2.592789257,10,Ginde Beret, West Shewa, Oromia, Ethiopia
363,1984,2.865815297,9,Ginde Beret, West Shewa, Oromia, Ethiopia
363,1982,2.935016897,8,Ginde Beret, West Shewa, Oromia, Ethiopia
363,2002,3.089160402,7,Ginde Beret, West Shewa, Oromia, Ethiopia
363,1986,3.100318353,6,Ginde Beret, West Shewa, Oromia, Ethiopia
363,2018,3.106824094,5,Ginde Beret, West Shewa, Oromia, Ethiopia
363,1983,3.114886676,4,Ginde Beret, West Shewa, Oromia, Ethiopia
363,1985,3.14916215,3,Ginde Beret, West Shewa, Oromia, Ethiopia
363,2016,3.150112975,2,Ginde Beret, West Shewa, Oromia, Ethiopia
363,1995,3.254538177,1,Ginde Beret, West Shewa, Oromia, Ethiopia
364,2015,2.047626613,10,Ilu, West Shewa, Oromia, Ethiopia
364,2014,2.221651979,9,Ilu, West Shewa, Oromia, Ethiopia
364,1997,2.300682496,8,Ilu, West Shewa, Oromia, Ethiopia
364,2002,2.324331481,7,Ilu, West Shewa, Oromia, Ethiopia
364,1984,2.466386301,6,Ilu, West Shewa, Oromia, Ethiopia
364,1995,2.487619871,5,Ilu, West Shewa, Oromia, Ethiopia
364,1985,2.490315321,4,Ilu, West Shewa, Oromia, Ethiopia
364,1991,2.560422873,3,Ilu, West Shewa, Oromia, Ethiopia
364,2012,2.587593796,2,Ilu, West Shewa, Oromia, Ethiopia
364,2004,2.601263734,1,Ilu, West Shewa, Oromia, Ethiopia
365,2015,2.554157666,10,Jeldu, West Shewa, Oromia, Ethiopia
365,1984,2.750607817,9,Jeldu, West Shewa, Oromia, Ethiopia
365,2002,2.9542076,8,Jeldu, West Shewa, Oromia, Ethiopia
365,1995,3.055188176,7,Jeldu, West Shewa, Oromia, Ethiopia
365,1985,3.10652085,6,Jeldu, West Shewa, Oromia, Ethiopia
365,1982,3.106765392,5,Jeldu, West Shewa, Oromia, Ethiopia
365,2013,3.122684499,4,Jeldu, West Shewa, Oromia, Ethiopia
365,2014,3.13857903,3,Jeldu, West Shewa, Oromia, Ethiopia
365,2018,3.18924816,2,Jeldu, West Shewa, Oromia, Ethiopia
365,1997,3.251029195,1,Jeldu, West Shewa, Oromia, Ethiopia
366,2015,1.936264153,10,Kersana Kondaltiti, West Shewa, Oromia, Ethiopia
366,2002,2.080612942,9,Kersana Kondaltiti, West Shewa, Oromia, Ethiopia
366,1984,2.126669507,8,Kersana Kondaltiti, West Shewa, Oromia, Ethiopia
366,1997,2.144828132,7,Kersana Kondaltiti, West Shewa, Oromia, Ethiopia
366,2014,2.151894701,6,Kersana Kondaltiti, West Shewa, Oromia, Ethiopia
366,1985,2.306350261,5,Kersana Kondaltiti, West Shewa, Oromia, Ethiopia
366,1995,2.309529011,4,Kersana Kondaltiti, West Shewa, Oromia, Ethiopia
366,2004,2.318653356,3,Kersana Kondaltiti, West Shewa, Oromia, Ethiopia
366,1986,2.386492191,2,Kersana Kondaltiti, West Shewa, Oromia, Ethiopia
366,2009,2.394970479,1,Kersana Kondaltiti, West Shewa, Oromia, Ethiopia
367,2015,2.190591244,10,Kokir, West Shewa, Oromia, Ethiopia
367,1984,2.374183817,9,Kokir, West Shewa, Oromia, Ethiopia
367,2002,2.407661841,8,Kokir, West Shewa, Oromia, Ethiopia
367,1997,2.468859556,7,Kokir, West Shewa, Oromia, Ethiopia
367,2014,2.657323811,6,Kokir, West Shewa, Oromia, Ethiopia
367,1995,2.665934274,5,Kokir, West Shewa, Oromia, Ethiopia
367,1985,2.668945782,4,Kokir, West Shewa, Oromia, Ethiopia
367,2000,2.680922859,3,Kokir, West Shewa, Oromia, Ethiopia
367,2004,2.73541081,2,Kokir, West Shewa, Oromia, Ethiopia
367,1986,2.742956136,1,Kokir, West Shewa, Oromia, Ethiopia
368,2015,2.443581235,10,Meta Robi, West Shewa, Oromia, Ethiopia
368,1984,2.75191962,9,Meta Robi, West Shewa, Oromia, Ethiopia
368,2002,2.876823263,8,Meta Robi, West Shewa, Oromia, Ethiopia
368,2014,2.89982409,7,Meta Robi, West Shewa, Oromia, Ethiopia
368,1995,2.928656184,6,Meta Robi, West Shewa, Oromia, Ethiopia
368,1985,2.996146241,5,Meta Robi, West Shewa, Oromia, Ethiopia
368,1999,3.069880604,4,Meta Robi, West Shewa, Oromia, Ethiopia
368,2005,3.080348813,3,Meta Robi, West Shewa, Oromia, Ethiopia
368,1982,3.089523096,2,Meta Robi, West Shewa, Oromia, Ethiopia
368,1997,3.115380607,1,Meta Robi, West Shewa, Oromia, Ethiopia
369,2015,3.183859864,10,Nono, West Shewa, Oromia, Ethiopia
369,1984,3.231026459,9,Nono, West Shewa, Oromia, Ethiopia
369,2012,3.322878415,8,Nono, West Shewa, Oromia, Ethiopia
369,1991,3.404196386,7,Nono, West Shewa, Oromia, Ethiopia
369,1995,3.410586743,6,Nono, West Shewa, Oromia, Ethiopia
369,1994,3.471904112,5,Nono, West Shewa, Oromia, Ethiopia
369,1982,3.543729675,4,Nono, West Shewa, Oromia, Ethiopia
369,1999,3.546351538,3,Nono, West Shewa, Oromia, Ethiopia
369,1986,3.579012009,2,Nono, West Shewa, Oromia, Ethiopia
369,2016,3.611145975,1,Nono, West Shewa, Oromia, Ethiopia
370,2015,3.053642095,10,Tikur, West Shewa, Oromia, Ethiopia
370,1999,3.395973195,9,Tikur, West Shewa, Oromia, Ethiopia
370,1984,3.403989781,8,Tikur, West Shewa, Oromia, Ethiopia
370,1995,3.432381545,7,Tikur, West Shewa, Oromia, Ethiopia
370,1994,3.49418874,6,Tikur, West Shewa, Oromia, Ethiopia
370,1991,3.497685673,5,Tikur, West Shewa, Oromia, Ethiopia
370,2012,3.516245556,4,Tikur, West Shewa, Oromia, Ethiopia
370,2016,3.599287339,3,Tikur, West Shewa, Oromia, Ethiopia
370,2018,3.660264129,2,Tikur, West Shewa, Oromia, Ethiopia
370,1982,3.666163927,1,Tikur, West Shewa, Oromia, Ethiopia
371,2015,2.039691764,10,Tole, West Shewa, Oromia, Ethiopia
371,1997,2.083731962,9,Tole, West Shewa, Oromia, Ethiopia
371,2002,2.24359339,8,Tole, West Shewa, Oromia, Ethiopia
371,1984,2.24458771,7,Tole, West Shewa, Oromia, Ethiopia
371,2014,2.278377168,6,Tole, West Shewa, Oromia, Ethiopia
371,1995,2.320583935,5,Tole, West Shewa, Oromia, Ethiopia
371,1985,2.430392263,4,Tole, West Shewa, Oromia, Ethiopia
371,2004,2.447053567,3,Tole, West Shewa, Oromia, Ethiopia
371,2009,2.531532273,2,Tole, West Shewa, Oromia, Ethiopia
371,1999,2.544359489,1,Tole, West Shewa, Oromia, Ethiopia
372,2015,2.434904917,10,Walisona Goro, West Shewa, Oromia, Ethiopia
372,1984,2.819370373,9,Walisona Goro, West Shewa, Oromia, Ethiopia
372,2009,2.911788556,8,Walisona Goro, West Shewa, Oromia, Ethiopia
372,2002,2.930428614,7,Walisona Goro, West Shewa, Oromia, Ethiopia
372,1991,2.963767453,6,Walisona Goro, West Shewa, Oromia, Ethiopia
372,2014,2.964153112,5,Walisona Goro, West Shewa, Oromia, Ethiopia
372,2001,2.981901056,4,Walisona Goro, West Shewa, Oromia, Ethiopia
372,1987,2.983012169,3,Walisona Goro, West Shewa, Oromia, Ethiopia
372,2000,2.99864673,2,Walisona Goro, West Shewa, Oromia, Ethiopia
372,1982,2.999697556,1,Walisona Goro, West Shewa, Oromia, Ethiopia
373,2015,2.180704685,10,Walmara, West Shewa, Oromia, Ethiopia
373,2014,2.383397909,9,Walmara, West Shewa, Oromia, Ethiopia
373,1997,2.500671783,8,Walmara, West Shewa, Oromia, Ethiopia
373,2002,2.631993125,7,Walmara, West Shewa, Oromia, Ethiopia
373,1994,2.819245866,6,Walmara, West Shewa, Oromia, Ethiopia
373,1985,2.847833632,5,Walmara, West Shewa, Oromia, Ethiopia
373,1992,2.855700915,4,Walmara, West Shewa, Oromia, Ethiopia
373,1995,2.898337102,3,Walmara, West Shewa, Oromia, Ethiopia
373,2004,2.91715643,2,Walmara, West Shewa, Oromia, Ethiopia
373,1984,2.933703165,1,Walmara, West Shewa, Oromia, Ethiopia
374,2015,2.609153329,10,Wenchi, West Shewa, Oromia, Ethiopia
374,1984,3.061216498,9,Wenchi, West Shewa, Oromia, Ethiopia
374,1991,3.086632912,8,Wenchi, West Shewa, Oromia, Ethiopia
374,2012,3.149494935,7,Wenchi, West Shewa, Oromia, Ethiopia
374,2014,3.156397578,6,Wenchi, West Shewa, Oromia, Ethiopia
374,1995,3.186018727,5,Wenchi, West Shewa, Oromia, Ethiopia
374,1982,3.189549469,4,Wenchi, West Shewa, Oromia, Ethiopia
374,2009,3.236139611,3,Wenchi, West Shewa, Oromia, Ethiopia
374,1987,3.241436738,2,Wenchi, West Shewa, Oromia, Ethiopia
374,2002,3.251299161,1,Wenchi, West Shewa, Oromia, Ethiopia
375,1986,2.720382314,10,Anfilo, West Wellega, Oromia, Ethiopia
375,1983,2.831619105,9,Anfilo, West Wellega, Oromia, Ethiopia
375,1993,2.918302099,8,Anfilo, West Wellega, Oromia, Ethiopia
375,2005,2.938698379,7,Anfilo, West Wellega, Oromia, Ethiopia
375,2002,3.028273323,6,Anfilo, West Wellega, Oromia, Ethiopia
375,1994,3.047256909,5,Anfilo, West Wellega, Oromia, Ethiopia
375,1995,3.049361427,4,Anfilo, West Wellega, Oromia, Ethiopia
375,2010,3.070421799,3,Anfilo, West Wellega, Oromia, Ethiopia
375,2000,3.126912652,2,Anfilo, West Wellega, Oromia, Ethiopia
375,2009,3.144276893,1,Anfilo, West Wellega, Oromia, Ethiopia
376,1986,3.529996733,10,Ayra Guliso, West Wellega, Oromia, Ethiopia
376,1995,4.139199119,9,Ayra Guliso, West Wellega, Oromia, Ethiopia
376,2001,4.152262252,8,Ayra Guliso, West Wellega, Oromia, Ethiopia
376,2011,4.16739255,7,Ayra Guliso, West Wellega, Oromia, Ethiopia
376,2002,4.183715952,6,Ayra Guliso, West Wellega, Oromia, Ethiopia
376,1984,4.295094829,5,Ayra Guliso, West Wellega, Oromia, Ethiopia
376,1994,4.327450064,4,Ayra Guliso, West Wellega, Oromia, Ethiopia
376,2005,4.374154293,3,Ayra Guliso, West Wellega, Oromia, Ethiopia
376,2007,4.435233669,2,Ayra Guliso, West Wellega, Oromia, Ethiopia
376,1992,4.435378897,1,Ayra Guliso, West Wellega, Oromia, Ethiopia
377,1986,2.935805218,10,Begi, West Wellega, Oromia, Ethiopia
377,1992,3.386980895,9,Begi, West Wellega, Oromia, Ethiopia
377,2011,3.420209762,8,Begi, West Wellega, Oromia, Ethiopia
377,1994,3.423935069,7,Begi, West Wellega, Oromia, Ethiopia
377,1990,3.439730461,6,Begi, West Wellega, Oromia, Ethiopia
377,1993,3.455431359,5,Begi, West Wellega, Oromia, Ethiopia
377,2005,3.465715974,4,Begi, West Wellega, Oromia, Ethiopia
377,2001,3.509914609,3,Begi, West Wellega, Oromia, Ethiopia
377,1987,3.512543799,2,Begi, West Wellega, Oromia, Ethiopia
377,1983,3.533370322,1,Begi, West Wellega, Oromia, Ethiopia
378,1986,3.792896618,10,Boji, West Wellega, Oromia, Ethiopia
378,2001,4.011577245,9,Boji, West Wellega, Oromia, Ethiopia
378,2002,4.059700944,8,Boji, West Wellega, Oromia, Ethiopia
378,1995,4.118518247,7,Boji, West Wellega, Oromia, Ethiopia
378,1982,4.135121314,6,Boji, West Wellega, Oromia, Ethiopia
378,1984,4.15058528,5,Boji, West Wellega, Oromia, Ethiopia
378,2011,4.236087599,4,Boji, West Wellega, Oromia, Ethiopia
378,1990,4.432751266,3,Boji, West Wellega, Oromia, Ethiopia
378,1983,4.451542468,2,Boji, West Wellega, Oromia, Ethiopia
